LID,Glottocode,Language,WordOrderAPLex,WordOrderAPVLexFlexible,VFinalLex,VFinalOrFreeLex,VInitialLex,VMedialLex,WordOrderAPVBasicLex,WordOrderSVBasicLex,WordOrderAPBasicLex,WordOrderAVBasicLex,WordOrderPVBasicLex,PositionVBasicLex,PositionVBasicLexIsFinal,PositionVBasicLexIsFinalFree,PositionVBasicLexIsInitial,PositionVBasicLexIsMedial,WordOrderAPVSecondaryLex,WordOrderSVSecondaryLex,WordOrderAPSecondaryLex,WordOrderAVSecondaryLex,WordOrderPVSecondaryLex,PositionVSecondaryLex,PositionVSecondaryLexIsFinal,PositionVSecondaryLexIsFinalFree,PositionVSecondaryLexIsInitial,PositionVSecondaryLexIsMedial
416,yank1247,Yankunytjara,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
193,east2379,Mparntwe Arrernte,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
64,dier1241,Diyari,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
391,urad1238,Uradhi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
66,dhuw1249,Djapu,,,,,,,,,,,,,,,,,,,,,,,,,,
210,wang1291,Ngiyambaa,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
408,west2443,Wemba Wemba,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
173,mang1381,Mangarayi,OA,rigid,non_final,other,other,medial,OVA,dep-head,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
68,djin1251,Djingili,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
424,gang1267,Yukulta,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
128,kaya1319,Kayardild,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
93,gunw1252,Gunwinggu,mixed,free,mixed,final_or_free,mixed,mixed,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,free,,,,,free,,TRUE,FALSE,FALSE
209,ngal1293,Ngalakan,,,,,,,,,,,,,,,,,,,,,,,,,,
400,wara1290,Waray,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
401,ward1246,Wardaman,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
378,tiwi1244,Tiwi,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
178,mari1424,Marrithiyel,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
196,murr1258,Murrinh-patha,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
170,mull1237,Malak-Malak,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
181,maun1240,Mawng,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
149,goon1238,Kuniyanti,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
319,nyig1240,Nyigina,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
390,ngar1284,Ungarinjin,OA,rigid,non_final,other,other,medial,OVA,,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
183,miri1266,Miriwung,,,,,,,,,,,,,,,,,,,,,,,,,,
405,wand1263,Warndarang,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
16,alaw1244,Alawa,,,,,,,,,,,,,,,,,,,,,,,,,,
82,gaga1251,Gaagudju,,,,,,,,,,,,,,,,,,,,,,,,,,
84,gara1269,Garrwa,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
198,naka1260,Nakkara,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
318,nung1290,Nunggubuyu,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
160,lara1258,Larakiya,,,,,,,,,,,,,,,,,,,,,,,,,,
72,east2545,Pomo (Eastern),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
63,kumi1248,Diegueño,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
51,chim1301,Chimariko,mixed,flexible,mixed,mixed,mixed,mixed,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE
125,karo1304,Karok,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
351,shas1239,Shasta,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
406,wash1253,Washo,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
418,yoku1256,Yokuts (Yawelmani),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
342,teni1238,Sahaptin,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
168,nort2952,Maidu (Northeast),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
208,nezp1238,Nez Perce,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
356,sout2985,Miwok (Southern Sierra),,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
409,wint1259,Wintu,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
411,wasc1239,Wishram,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
113,ines1240,Ineseño,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
95,sout2956,Haida,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
150,kute1249,Kutenai,,free,,final_or_free,other,other,free,head-dep,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
344,sali1253,Salinan,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
377,timu1245,Timucua,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
429,zuni1245,Zuni,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
363,take1257,Takelma,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
412,wiyo1248,Wiyot,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
428,yuro1248,Yurok,,free,,final_or_free,other,other,free,dep-head,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
59,plai1258,Cree (Plains),,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
321,ojib1241,Ojibwa,,,,,,,,,,,,,,,,,,,,,,,,,,
27,atak1252,Atakapa,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
331,pawn1254,Pawnee,,,,,,,,,,,,,,,,,,,,,,,,,,
338,quil1240,Quileute,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
53,chit1248,Chitimacha,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
349,sene1264,Seneca,,,,,,,,,,,,,,,,,,,,,,,,,,
10,west2632,Acoma,,free,,final_or_free,other,other,free,dep-head,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
132,kiow1266,Kiowa,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
135,koas1236,Koasati,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
204,nava1243,Navajo,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
354,nort2942,Slave,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
379,tlin1245,Tlingit,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
76,eyak1241,Eyak,,,,,,,,,,,,,,,,,,,,,,,,,,
54,choc1276,Choctaw,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
202,natc1249,Natchez,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
353,shus1248,Shuswap,,,,,,,,,,,,,,,,,,,,,,,,,,
357,squa1248,Squamish,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
156,lako1247,Lakhota,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
382,tonk1249,Tonkawa,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
88,gitx1241,Gitksan,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
386,tuni1252,Tunica,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
19,alse1251,Alsea,,,,,,,,,,,,,,,,,,,,,,,,,,
166,luis1253,Luiseño,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
385,shos1248,Tümpisa Shoshone,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
328,toho1245,O’odham,,flexible,non_final,other,initial,other,Vxx,,,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
332,pipi1250,Pipil,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
152,kwak1269,Kwakwala,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
317,nuuc1236,Nuuchahnulth,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
422,yuch1247,Yuchi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
398,wapp1239,Wappo,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
50,chic1272,Chichimec,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
186,sanm1295,Mixtec (Chalcatongo),AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
55,high1242,Chontal (Highland),AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
106,sand1278,Huave,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
184,misk1235,Miskito,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
185,mixe1286,Mixe,,,,,,,,,,,,,,,,,,,,,,,,,,
365,pure1242,Tarascan,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
372,hueh1236,Tepehua (Huehuetla),AO,rigid,non_final,other,other,medial,AVO,head-dep,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
388,tzut1248,Tzutujil,OA,rigid,non_final,other,initial,other,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
60,cuit1236,Cuitlatec,,,,,,,,,,,,,,,,,,,,,,,,,,
326,paez1247,Paez,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
90,ngab1239,Guaymí,mixed,flexible,mixed,mixed,mixed,mixed,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,OVA,,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE
41,cams1241,Camsá,,,,,,,,,,,,,,,,,,,,,,,,,,
29,asha1243,Axininca Campa,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
339,resi1247,Resígaro,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
329,paum1247,Paumarí,mixed,flexible,mixed,mixed,mixed,mixed,AVO,head-dep,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,OVA,,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE
58,cofa1242,Cofán,,,,,,,,,,,,,,,,,,,,,,,,,,
42,cand1248,Candoshi,,,,,,,,,,,,,,,,,,,,,,,,,,
352,shua1257,Shuar,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
414,yagu1244,Yagua,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
397,waor1240,Waorani,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
392,urar1246,Urarina,,,,,,,,,,,,,,,,,,,,,,,,,,
194,muin1242,Muinane,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
104,hual1241,Quechua (Huallaga),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
119,jaqa1244,Jaqaru,,,,,,,,,,,,,,,,,,,,,,,,,,
426,yura1255,Yurakare,,flexible,non_final,other,initial,other,Vxx,,,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
45,cash1254,Cashinahua,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
92,puel1244,Gününa-Küne,,,,,,,,,,,,,,,,,,,,,,,,,,
127,qawa1238,Kawesqar,,,,,,,,,,,,,,,,,,,,,,,,,,
176,mapu1245,Mapudungun,,free,,final_or_free,other,other,free,head-dep,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
105,huar1251,Huarpe,,,,,,,,,,,,,,,,,,,,,,,,,,
180,wich1263,Mataco,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
43,cane1242,Canela-Krahô,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
333,pira1253,Pirahã,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
117,iton1250,Itonama,,,,,,,,,,,,,,,,,,,,,,,,,,
11,aika1237,Aikaná,,,,,,,,,,,,,,,,,,,,,,,,,,
200,sout2994,Nambikwara,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
115,iran1263,Iranshe,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
383,trum1247,Trumaí,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
192,movi1243,Movima,,,,,,,,,,,,,,,,,,,,,,,,,,
47,cayu1262,Cayuvava,OA,rigid,non_final,other,initial,other,VOA,head-dep,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
89,para1311,Guaraní (Paraguayan),AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
101,hixk1239,Hixkaryana,OA,rigid,non_final,other,other,medial,OVA,,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
348,sanu1240,Sanuma,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
399,wara1303,Warao,,flexible,final,final_or_free,other,other,xxV,,,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
102,hoti1237,Hoti,,,,,,,,,,,,,,,,,,,,,,,,,,
375,tibe1272,Tibetan (Standard Spoken),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
35,belh1239,Belhare,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
87,stan1295,German,mixed,flexible,mixed,mixed,mixed,mixed,V-2,,AO,,,V=2,FALSE,FALSE,FALSE,TRUE,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE
404,warl1254,Warlpiri,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
110,icel1247,Icelandic,,,,,,,,,,,,,,,,,,,,,,,,,,
9,achi1257,Acehnese,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
337,kich1262,Quiche,,,,,,,,,,,,,,,,,,,,,,,,,,
206,nepa1254,Nepali,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
99,hind1269,Hindi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
169,mait1250,Maithili,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
361,swah1253,Swahili,,,,,,,,,,,,,,,,,,,,,,,,,,
49,chec1245,Chechen,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
154,haka1240,Hakka Lai,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
175,maor1246,Maori,,,,,,,,,,,,,,,,,,,,,,,,,,
86,nucl1302,Georgian,mixed,flexible,mixed,mixed,mixed,mixed,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE
6,ambu1247,Ambulas,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
112,imon1245,Imonda,,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
179,mart1255,Martuthunira,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
147,kuna1268,Kunama,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
163,lugb1240,Logbara,mixed,flexible,mixed,mixed,mixed,mixed,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE
177,marg1265,Margi,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
355,soma1255,Somali,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
144,koyr1242,Koroboro Senni,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
431,berb1260,Berber,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
432,coos1249,Hanis (Coos),mixed,flexible,mixed,mixed,mixed,mixed,OVA,head-dep,OA,head-dep,dep-head,V=2,FALSE,FALSE,FALSE,TRUE,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE
433,gily1242,Nivkh,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
434,west2414,Gurung,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
435,iris1253,Irish,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
437,nort2921,Ku Waru,,,,,,,,,,,,,,,,,,,,,,,,,,
438,maib1239,Maybrat,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
440,naas1242,Nasioi,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
441,utes1238,Paiute (Southern),AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
442,sius1254,Siuslaw (Lower Umpqua),,flexible,non_final,other,initial,other,Vxx,,,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
443,koyr1240,Songhai (Koyra Chiini),AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
444,west2515,Futuna (West),mixed,flexible,mixed,mixed,mixed,mixed,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,VOA,,OA,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE
454,rama1270,Rama,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
455,cent2127,Yup’ik (Central),,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
456,west2369,Persian,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
458,adyg1241,Adyghe (West Circassian),,,,,,,,,,,,,,,,,,,,,,,,,,
459,isth1244,Zapotec (Isthmus),AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
460,popt1235,Jacaltec,AO,rigid,non_final,other,initial,other,VAO,,AO,head-dep,head-dep,V=1,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
461,onei1249,Oneida,,free,,final_or_free,other,other,free,head-dep,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
463,nucl1310,Burmese,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
464,mode1248,Greek (modern),,free,,final_or_free,other,other,free,,,,,free,,TRUE,FALSE,FALSE,,,,,,,,,,
465,mari1440,Maricopa,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
466,sang1328,Sango,AO,rigid,non_final,other,other,medial,AVO,,AO,dep-head,head-dep,V=2,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
467,paam1238,Paamese,,,,,,,,,,,,,,,,,,,,,,,,,,
468,east2773,Newar (Dolakha),,,,,,,,,,,,,,,,,,,,,,,,,,
469,awac1239,Awa Pit,AO,rigid,final,final_or_free,other,other,AOV,,AO,dep-head,dep-head,V=3,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,
470,akha1245,Akha,,,,,,,,,,,,,,,,,,,,,,,,,,
471,colo1256,Tsafiki,,,,,,,,,,,,,,,,,,,,,,,,,,
473,remb1249,Rembarrnga,,,,,,,,,,,,,,,,,,,,,,,,,,
474,high1276,Sierra Popoluca,,,,,,,,,,,,,,,,,,,,,,,,,,
475,trio1238,Trió,,,,,,,,,,,,,,,,,,,,,,,,,,
476,gali1262,Kalihna,,,,,,,,,,,,,,,,,,,,,,,,,,
477,maca1260,Maká,,,,,,,,,,,,,,,,,,,,,,,,,,
