LID,Glottocode,Language,MarkerID,MarkerLabel,MarkerExemplar,MarkerForm,MarkerClausalDomain,MarkerMorphemeType,MarkerIsGrammaticalWord,MarkerIsPersonPortmanteau,MarkerHostRestriction,MarkerIsHostRestricted,MarkerFusion,MarkerFusionBinned6,MarkerFusionIsIsolating,MarkerFusionIsNonlinear,MarkerFusionIsReduplicative,MarkerFusionIsTonal,MarkerIsFlexive,MarkerHasLexicalFlexivity,MarkerStemFlexivity,MarkerFormativeFlexivity,MarkerLocus,MarkerLocusBinned6,MarkerLocusBinned5,MarkerPosition,MarkerPositionBinned4,MarkerPositionBinned5,MarkerHasPreposedExponent,MarkerHasPreposedDefaultExponent,MarkerHasPostposedExponent,MarkerHasMultipleExponents,MarkerHasMultipleDefaultExponents,MarkerBehavior,MarkerBehaviorBinned4,MarkerBehaviorIsSpreading,MarkerPlacement,MarkerSource,MarkerSlot,MarkerIsInOppositionToZero,MarkerHostCategory,MarkerHostProjectionType,MarkerHostSyntacticDomain,MarkerHostClausalDomain,MarkerExpressedMicrorelation,MarkerExpressedMacrorelation,MarkerExpressedCategoriesCount,MarkerExpressesMultipleCategories,MarkerExpressedCategory,MarkerExpressedMacrocategory
21,amha1245,Amharic,3197,O-AGR,,"-ččəhu, etc. ‘2pP’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
21,amha1245,Amharic,3197,O-AGR,,"-ččəhu, etc. ‘2pP’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
21,amha1245,Amharic,3197,O-AGR,,"-ččəhu, etc. ‘2pP’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
21,amha1245,Amharic,3198,S/A-AGR,,"various suffixes, all overt",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Person,person
21,amha1245,Amharic,3198,S/A-AGR,,"various suffixes, all overt",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Role,role
21,amha1245,Amharic,3198,S/A-AGR,,"various suffixes, all overt",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3199,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3199,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3199,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3200,O-AGR,,various prefixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3200,O-AGR,,various prefixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3200,O-AGR,,various prefixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3201,O-AGR,,yi-/ya- ‘1sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3201,O-AGR,,yi-/ya- ‘1sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3201,O-AGR,,yi-/ya- ‘1sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3202,O-AGR,,na- ‘2sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3202,O-AGR,,na- ‘2sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3202,O-AGR,,na- ‘2sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3203,O-AGR,,n- ‘3sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3203,O-AGR,,n- ‘3sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3203,O-AGR,,n- ‘3sP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3204,O-AGR,,ar- ‘1dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3204,O-AGR,,ar- ‘1dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3204,O-AGR,,ar- ‘1dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3205,O-AGR,,nar- ‘2dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3205,O-AGR,,nar- ‘2dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3205,O-AGR,,nar- ‘2dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3206,O-AGR,,nr- ‘3dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3206,O-AGR,,nr- ‘3dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3206,O-AGR,,nr- ‘3dP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3207,O-AGR,,aŋ- ‘1pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3207,O-AGR,,aŋ- ‘1pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3207,O-AGR,,aŋ- ‘1pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3208,O-AGR,,naŋ- ‘2pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3208,O-AGR,,naŋ- ‘2pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3208,O-AGR,,naŋ- ‘2pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
1645,anam1248,Anamuxra,3209,O-AGR,,nŋ- ‘3pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
1645,anam1248,Anamuxra,3209,O-AGR,,nŋ- ‘3pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
1645,anam1248,Anamuxra,3209,O-AGR,,nŋ- ‘3pP’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
429,zuni1245,Zuni,3210,S/O-AGR,,'a:- ‘S/P-pl’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,,agree,-1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Number,number
429,zuni1245,Zuni,3210,S/O-AGR,,'a:- ‘S/P-pl’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,,agree,-1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Role,role
429,zuni1245,Zuni,3211,S/O-AGR,,-nap ‘A-pl’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,following,agree,1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Number,number
429,zuni1245,Zuni,3211,S/O-AGR,,-nap ‘A-pl’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,following,agree,1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Role,role
2054,moha1258,Mohawk,3212,NOM,Case,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,FALSE,FALSE,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
3024,stan1289,Catalan (Balearic),3213,DOM,Case,a(n),argument,PoSWd,TRUE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,,,,,,,,,,,,,assign,,,NP,phrasal,nominal,argument,,,1,FALSE,Role,role
3024,stan1289,Catalan (Balearic),3214,NOM,,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,,,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
571,cent2194,Tamazight (Ayt Ndhir),3215,NOM,,zero (direct/normal state),,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,,,,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,n/a,,,,,,1,FALSE,Role,role
17,tosk1239,Albanian,3216,ACC,Case,-it/n/në,,formative,FALSE,FALSE,,,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,assign,,,,,,,,,1,FALSE,Role,role
17,tosk1239,Albanian,3217,NOM,,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,,,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Person,person
23,stan1318,Arabic,3218,ACC,Case,"-a, -an, -in, -i, -iina [in the sound masculine plural] or -ayni [in the dual]Object pronominal suffixes (Ryding 2006:301)",argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,none,lex-based,D,D,D,,,,,,,,,spreading,spreading,TRUE,,assign,,,NP,phrasal,nominal,argument,,,1,FALSE,Role,role
91,gumu1244,Gumuz,3219,NOM,Case,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,,,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
421,yoru1245,Yoruba,3220,NOM,Case,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,,,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
465,mari1440,Maricopa,3221,ACC,,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,FALSE,FALSE,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
654,nisg1240,Nisgha,3222,NOM,Case,zero,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,D,D,D,,,,FALSE,FALSE,,,,,,,,assign,,,n/a,,,,,,1,FALSE,Role,role
45,cash1254,Cashinahua,3223,S/A-AGR,,-bu/-kan,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,,,,,,,,,,,,following,agree,4,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Role,role
45,cash1254,Cashinahua,3223,S/A-AGR,,-bu/-kan,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,,,,,,,,,,,,following,agree,4,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Number,number
438,maib1239,Maybrat,3224,S/A-AGR,,"t- ‘1s’, n- ‘2s’, y- ‘3M’,  m- ‘3UNMARKED’, p- ‘1p’, n- ‘2p’, m- ‘3p’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Person,person
438,maib1239,Maybrat,3224,S/A-AGR,,"t- ‘1s’, n- ‘2s’, y- ‘3M’,  m- ‘3UNMARKED’, p- ‘1p’, n- ‘2p’, m- ‘3p’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Role,role
438,maib1239,Maybrat,3224,S/A-AGR,,"t- ‘1s’, n- ‘2s’, y- ‘3M’,  m- ‘3UNMARKED’, p- ‘1p’, n- ‘2p’, m- ‘3p’",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,agree,,,V,terminal,verbal,predicate,,,3,TRUE,Number,number
632,wayu1241,Hayu,3225,AGR,,-o(k) ‘EXCL’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
632,wayu1241,Hayu,3225,AGR,,-o(k) ‘EXCL’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
632,wayu1241,Hayu,3225,AGR,,-o(k) ‘EXCL’,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,2,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
632,wayu1241,Hayu,3226,AGR,,-ko/-kʊ '3P',predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,3,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Person,person
632,wayu1241,Hayu,3226,AGR,,-ko/-kʊ '3P',predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,3,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Role,role
632,wayu1241,Hayu,3226,AGR,,-ko/-kʊ '3P',predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,cat-based,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,3,TRUE,V,terminal,verbal,predicate,,,3,TRUE,Number,number
438,maib1239,Maybrat,3227,LOC,,to ‘LOC’,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,inert,,FALSE,,assign,,,NP,phrasal,nominal,argument,,,1,FALSE,Role,role
648,boro1282,Bororo,3228,AGR,,"l- ‘1s’, a- ‘2s’, 0/u- ‘3s’, pa- ‘1pINCL’, xe- ‘1pEXCL’, ta- ‘2p’, e- ‘3p’ (agreement markers on lexical and auxiliary verbs)",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,preceding,agree,,,V,terminal,verbal,predicate,,,2,TRUE,Person,person
648,boro1282,Bororo,3228,AGR,,"l- ‘1s’, a- ‘2s’, 0/u- ‘3s’, pa- ‘1pINCL’, xe- ‘1pEXCL’, ta- ‘2p’, e- ‘3p’ (agreement markers on lexical and auxiliary verbs)",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,preceding,agree,,,V,terminal,verbal,predicate,,,2,TRUE,Number,number
648,boro1282,Bororo,3229,AGR,,l- ‘1s’ (agreement marker on lexical and auxiliary verbs),predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Person,person
648,boro1282,Bororo,3229,AGR,,l- ‘1s’ (agreement marker on lexical and auxiliary verbs),predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,prae,prae,prae,TRUE,TRUE,FALSE,FALSE,FALSE,,,,preceding,agree,-1,TRUE,V,terminal,verbal,predicate,,,2,TRUE,Number,number
