LID,Glottocode,Language,MarkerID,MarkerLabel,MarkerExemplar,MarkerForm,MarkerClausalDomain,MarkerMorphemeType,MarkerIsGrammaticalWord,MarkerIsPersonPortmanteau,MarkerHostRestriction,MarkerIsHostRestricted,MarkerFusion,MarkerFusionBinned6,MarkerFusionIsIsolating,MarkerFusionIsNonlinear,MarkerFusionIsReduplicative,MarkerFusionIsTonal,MarkerIsFlexive,MarkerHasLexicalFlexivity,MarkerStemFlexivity,MarkerFormativeFlexivity,MarkerLocus,MarkerLocusBinned6,MarkerLocusBinned5,MarkerPosition,MarkerPositionBinned4,MarkerPositionBinned5,MarkerHasPreposedExponent,MarkerHasPreposedDefaultExponent,MarkerHasPostposedExponent,MarkerHasMultipleExponents,MarkerHasMultipleDefaultExponents,MarkerBehavior,MarkerBehaviorBinned4,MarkerBehaviorIsSpreading,MarkerPlacement,MarkerSource,MarkerSlot,MarkerIsInOppositionToZero,MarkerHostCategory,MarkerHostProjectionType,MarkerHostSyntacticDomain,MarkerHostClausalDomain,MarkerExpressedMicrorelation,MarkerExpressedMacrorelation,MarkerExpressedCategoriesCount,MarkerExpressesMultipleCategories,MarkerExpressedCategory,MarkerExpressedMacrocategory
35,belh1239,Belhare,5,ERG,Case,-Na; after vowels -Na alternates with -a.  Difference very subtle; -Na more typical in repetitions/clarification,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,NP,phrasal,nominal,argument,A-default,A,1,FALSE,Role,role
35,belh1239,Belhare,5,ERG,Case,-Na; after vowels -Na alternates with -a.  Difference very subtle; -Na more typical in repetitions/clarification,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,NP,phrasal,nominal,argument,U-stim,P,1,FALSE,Role,role
35,belh1239,Belhare,5,ERG,Case,-Na; after vowels -Na alternates with -a.  Difference very subtle; -Na more typical in repetitions/clarification,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,NP,phrasal,nominal,argument,I-default,,1,FALSE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,A-anim,A,3,TRUE,Person,person
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,A-anim,A,3,TRUE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,A-anim,A,3,TRUE,Number,number
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Person,person
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Number,number
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,U-ref,P,3,TRUE,Person,person
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,U-ref,P,3,TRUE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,U-ref,P,3,TRUE,Number,number
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,B-default,P,3,TRUE,Person,person
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,B-default,P,3,TRUE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,B-default,P,3,TRUE,Number,number
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,POSS-default,POSS,3,TRUE,Person,person
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,POSS-default,POSS,3,TRUE,Role,role
35,belh1239,Belhare,6,A-AGR,,mostly suffixes; prefixes in inverse scenarios following a 1/2 > 3 > 3ns hierarchy,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cat-based,none,H,H,H,prae/post,split,split,TRUE,FALSE,TRUE,FALSE,FALSE,inert,,FALSE,,agree,,,V,terminal,verbal,predicate,POSS-default,POSS,3,TRUE,Number,number
74,stan1293,English,17,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,suppletive,stem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,Pro,terminal,nominal,argument,U-default,P,1,FALSE,Role,role
74,stan1293,English,17,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,suppletive,stem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,Pro,terminal,nominal,argument,T-default,P,1,FALSE,Role,role
74,stan1293,English,17,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,suppletive,stem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,none,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,assign,,,Pro,terminal,nominal,argument,A-exp,A,1,FALSE,Role,role
74,stan1293,English,18,[NP],,NP dominated by IP,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,H,H,H,,,,FALSE,FALSE,,,,,,,,,,,n/a,,,,A-default,A,0,FALSE,,
74,stan1293,English,18,[NP],,NP dominated by IP,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,H,H,H,,,,FALSE,FALSE,,,,,,,,,,,n/a,,,,S-default,S,0,FALSE,,
74,stan1293,English,18,[NP],,NP dominated by IP,,,FALSE,FALSE,restricted,TRUE,,,,,,,FALSE,FALSE,,,H,H,H,,,,FALSE,FALSE,,,,,,,,,,,n/a,,,,U-stim,P,0,FALSE,,
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,A-default,A,3,TRUE,Role,role
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,A-default,A,3,TRUE,Number,number
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,A-default,A,3,TRUE,Person,person
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Role,role
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Number,number
74,stan1293,English,19,AGR,,"-s '3s', otherwise zero",predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,V,terminal,verbal,predicate,S-default,S,3,TRUE,Person,person
87,stan1295,German,23,NOM,,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,N_or_Pro,terminal,nominal,argument,A-default,A,1,FALSE,Role,role
87,stan1295,German,23,NOM,,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,N_or_Pro,terminal,nominal,argument,S-default,S,1,FALSE,Role,role
87,stan1295,German,23,NOM,,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,N_or_Pro,terminal,nominal,argument,U-stim,P,1,FALSE,Role,role
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-default,P,2,TRUE,Role,role
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-default,P,2,TRUE,Number,number
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,A-exp,A,2,TRUE,Role,role
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,A-exp,A,2,TRUE,Number,number
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,T-default,P,2,TRUE,Role,role
87,stan1295,German,24,ACC,Case,,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,T-default,P,2,TRUE,Number,number
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,S-default,S,4,TRUE,Role,role
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,S-default,S,4,TRUE,Number,number
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,S-default,S,4,TRUE,Person,person
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,S-default,S,4,TRUE,Honorificity,pragmatic
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,A-default,A,4,TRUE,Role,role
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,A-default,A,4,TRUE,Number,number
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,A-default,A,4,TRUE,Person,person
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,A-default,A,4,TRUE,Honorificity,pragmatic
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,U-stim,P,4,TRUE,Role,role
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,U-stim,P,4,TRUE,Number,number
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,U-stim,P,4,TRUE,Person,person
87,stan1295,German,25,S/A-AGR,,various suffixes,predicate,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,none,H,H,H,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,,,,V,terminal,verbal,predicate,U-stim,P,4,TRUE,Honorificity,pragmatic
404,warl1254,Warlpiri,112,S/A-AGR,,,,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,F,F,FloatingorClitic,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,initial,initial,FALSE,following,,,,S,phrasal,,,A-default,A,0,FALSE,,
404,warl1254,Warlpiri,112,S/A-AGR,,,,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,F,F,FloatingorClitic,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,initial,initial,FALSE,following,,,,S,phrasal,,,S-default,S,0,FALSE,,
404,warl1254,Warlpiri,112,S/A-AGR,,,,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,F,F,FloatingorClitic,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,initial,initial,FALSE,following,,,,S,phrasal,,,U-default,P,0,FALSE,,
404,warl1254,Warlpiri,112,S/A-AGR,,,,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,F,F,FloatingorClitic,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,initial,initial,FALSE,following,,,,S,phrasal,,,T-default,P,0,FALSE,,
404,warl1254,Warlpiri,112,S/A-AGR,,,,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,none,none,F,F,FloatingorClitic,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,initial,initial,FALSE,following,,,,S,phrasal,,,B-default,P,0,FALSE,,
375,tibe1272,Tibetan (Standard Spoken),107,ERG,Case,-ki' or -*s reflexes of *-s,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,NP,phrasal,nominal,argument,Act,A,1,FALSE,Role,role
375,tibe1272,Tibetan (Standard Spoken),107,ERG,Case,-ki' or -*s reflexes of *-s,argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,final,final,FALSE,,,,,NP,phrasal,nominal,argument,POSS-default,POSS,1,FALSE,Role,role
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,S-default,S,2,TRUE,Number,number
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,S-default,S,2,TRUE,Role,role
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,A-default,A,2,TRUE,Number,number
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,A-default,A,2,TRUE,Role,role
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-stim,P,2,TRUE,Number,number
110,icel1247,Icelandic,35,NOM,,-ur/-a/-i/-∅ (sg.); -ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-stim,P,2,TRUE,Role,role
110,icel1247,Icelandic,36,ACC,,-a/-u/-∅ (sg.); -a/-ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-default,P,2,TRUE,Number,number
110,icel1247,Icelandic,36,ACC,,-a/-u/-∅ (sg.); -a/-ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,U-default,P,2,TRUE,Role,role
110,icel1247,Icelandic,36,ACC,,-a/-u/-∅ (sg.); -a/-ar/-ur/-u/-∅ (pl.),argument,formative,FALSE,FALSE,restricted,TRUE,concatenative,concatenative,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,lex-based,lex-based,D,D,D,post,post,post,FALSE,FALSE,TRUE,FALSE,FALSE,spreading,spreading,TRUE,,assign,,,N_or_Pro,terminal,nominal,argument,T-default,P,2,TRUE,Number,number
