LID,Glottocode,Language,HasCase,IsCaseCodedForDefaultPredicates,IsCaseCodedForDitransitivePredicates,IsCaseCodedForOtherPredicates,HasAgreement,IsAgreementCodedForDefaultPredicates,IsAgreementCodedForDitransitivePredicates,IsAgreementCodedForOtherPredicates,IsAgreementMarkersCodedForDefaultPredicates,IsAgreementMarkersCodedForDitransitivePredicates,IsAgreementMarkersCodedForOtherPredicates,PersonNumberCategory
649,jeri1242,Jeli,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
654,nisg1240,Nisgha,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,
656,koro1312,Korowai,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
658,yany1243,Yanyuwa,TRUE,TRUE,,,TRUE,,,,,,,
659,kala1377,Kala Lagaw La,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,,,,
660,band1339,Bandjalang,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
662,apat1240,Apatani,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
663,drun1238,Drung,TRUE,TRUE,TRUE,,TRUE,,,,,,,
664,west2420,Kham,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3du
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3sg
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3pl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1sg
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2pl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2du
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.incl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.incl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.excl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.excl
667,thul1246,Thulung (Mukli),TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2sg
669,gras1249,Koiari,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,,,
673,enap1235,Panare,TRUE,TRUE,TRUE,,TRUE,,,,,,,
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,3pl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,3du
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,3sg
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1sg
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1pl.excl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1du.incl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1pl.incl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,2du
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,2pl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1du.excl
674,limb1266,Limbu,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,2sg
675,kaba1278,Circassian (East),TRUE,FALSE,FALSE,,TRUE,FALSE,,,,,,
676,khor1267,Kurmanjî,TRUE,TRUE,TRUE,,TRUE,,,,,,,
2471,croa1245,Serbian-Croatian,TRUE,TRUE,,,TRUE,,,,,,,
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,1sg
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,1du
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,1pl
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,2sg
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,2du
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3du-low
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3du-high
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3pl-low
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3pl-high
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,2pl
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3sg-low
681,khan1273,Khanty,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,3sg-high
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,1sg
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2sg
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,2pl
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,3sg
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,3pl
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,1pl.excl
682,yuca1254,Yucatec,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,1pl.incl
686,daha1245,Dahalo,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,3pl
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,2pl
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,1pl
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,3sg
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,1sg
687,hopi1249,Hopi,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,2sg
689,lowl1265,Rarámuri,TRUE,FALSE,,,TRUE,TRUE,,,,,,
710,faro1244,Faroese,TRUE,FALSE,,,TRUE,,,,,,,
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,1sg
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,2sg
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,3sg
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,1pl
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,2pl
725,ital1282,Italian,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,3pl
726,stan1289,Catalan (Standard),TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,
727,camp1261,Sardinian,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
740,kiku1240,Kikuyu,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
124,kara1465,Karachay-Balkar,TRUE,TRUE,,,,,,,,,,
752,boka1249,Bokar,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
785,yuhu1238,Máko,TRUE,TRUE,TRUE,FALSE,,,,,,,,
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,3pl
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,1sg
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,2sg
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,1pl
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,2pl
791,mong1331,Khamnigan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,TRUE,,,3sg
808,wath1238,Wathawurrung,TRUE,TRUE,FALSE,FALSE,,,,,,,,
815,yort1237,Yorta Yorta,TRUE,TRUE,TRUE,,,,,,,,,
824,abaz1241,Abaza,TRUE,TRUE,,,TRUE,,,,,,,
842,gulf1241,Arabic (Gulf),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,
844,afri1274,Afrikaans,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
872,akhv1239,Akhvakh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
879,alut1245,Alutor,TRUE,TRUE,,,,,,,,,,
883,alya1239,Alyawarra,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2sg
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2pl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2du
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3pl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.incl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.excl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3du
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.incl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.excl
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1sg
908,athp1241,Athpare,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3sg
918,arab1267,Arabana,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
956,high1278,Nahuatl (Sierra de Zacapoaxtla),TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
957,basa1284,Basaa,TRUE,TRUE,,,,,,,,,,
968,bata1289,Batak (Toba),TRUE,TRUE,,,,,,,,,,
970,bats1242,Tsova-Tush,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,,,,
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,1sg
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,1pl
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,2sg
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,2pl
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,3sg
1010,bina1277,Binandere,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,3pl
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1sg
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,2pl
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,2sg
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-high
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-low
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-high
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-fobv
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-low
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-fobv
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-inanim
1036,siks1238,Blackfoot,TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-inanim
1042,bemb1257,Bemba,TRUE,TRUE,,,TRUE,,,,,,,
1053,bong1285,Bongo,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1056,bugi1244,Bugis,TRUE,TRUE,,,TRUE,FALSE,,,,,,
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3sg
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3pl
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1sg
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2sg
1063,baur1253,Baure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2pl
1067,bret1244,Breton,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,1sg
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,2sg
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,1pl
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,2pl
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,3pl
1094,bash1264,Bashkir,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,,3sg
1099,bali1278,Balinese,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1103,biri1256,Biri,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,
1108,cadd1256,Caddo,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,
1116,cavi1250,Cavineña,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,
1129,nort3189,Zhuang (Northern),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1130,chep1245,Chepang,TRUE,TRUE,FALSE,,TRUE,FALSE,,,,,,
1134,cher1273,Cherokee,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-low
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-high
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-high
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-low
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-inanim
1142,chey1247,Cheyenne,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-inanim
1146,west2650,Cham (Western),TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1169,kore1283,Koreguaje,TRUE,TRUE,,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1172,copt1239,Coptic,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1177,lonw1238,Lonwolwol,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
1183,corn1251,Cornish,TRUE,TRUE,FALSE,,,,,,,,,
1184,crow1244,Crow,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,,,,,
1262,jaru1254,Djaru,TRUE,TRUE,TRUE,FALSE,,,,,,,,
1263,dido1241,Tsez,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
1272,dege1246,Degema,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1276,desa1247,Desano,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1277,east2534,Inuktitut (Quebec-Labrador),TRUE,FALSE,,,TRUE,,,,,,,
1293,sout2789,Dagaare,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1323,dime1235,Dime,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1333,djin1253,Djinang,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1335,djam1256,Djambarrpuyngu,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1343,oira1263,Oirat,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
1348,kenu1243,Nubian (Kunuz),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,1sg
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,2sg
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,1du.incl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,1du.excl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,2du
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,3du
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,1pl.incl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,1pl.excl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,2pl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,3pl
1364,ngar1235,Bilinara,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,3sg
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.incl
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.excl
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
1439,dumi1241,Dumi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
1467,tuva1244,Tuvaluan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
1473,enge1239,Engenni,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1492,fonn1241,Fongbe,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1505,east2447,Futuna (East),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1511,nige1253,Fula (Nigerian),TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1531,ghod1238,Godoberi,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,,,
1533,gade1242,Gade,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1536,gura1252,Gurr-goni,TRUE,TRUE,,,,,,,,,,
1556,godi1239,Godié,TRUE,TRUE,,,,,,,,,,
1573,fare1241,Gurenne,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1577,guan1269,Guanano,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1597,hait1244,Haitian Creole,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1600,huic1243,Huichol,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,
1615,hooo1248,Ho,TRUE,FALSE,,,TRUE,,,,,,,
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
1623,halk1245,Halkomelem,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
1628,hawa1245,Hawaiian,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
1644,ilok1237,Ilocano,TRUE,TRUE,,,,,,,,,,
1650,iqui1243,Iquito,TRUE,TRUE,TRUE,FALSE,,,,,,,,
1671,java1254,Javanese,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1682,jeha1242,Jahai,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,1sg
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,2sg
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,1pl
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,1du
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,2pl
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,2du
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,3pl
1691,juan1238,Juang,TRUE,TRUE,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,3du
1692,hupd1244,Hup,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1703,kawa1283,Kawaiisu,TRUE,TRUE,,,,,,,,,,
