LID,Glottocode,Language,HasCase,IsCaseCodedForDefaultPredicates,IsCaseCodedForDitransitivePredicates,IsCaseCodedForOtherPredicates,HasAgreement,IsAgreementCodedForDefaultPredicates,IsAgreementCodedForDitransitivePredicates,IsAgreementCodedForOtherPredicates,IsAgreementMarkersCodedForDefaultPredicates,IsAgreementMarkersCodedForDitransitivePredicates,IsAgreementMarkersCodedForOtherPredicates,PersonNumberCategory
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,1du
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,2du
113,ines1240,Ineseño,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,3du
114,ingu1240,Ingush,TRUE,FALSE,,,TRUE,,,,,,,
116,itel1242,Itelmen,TRUE,TRUE,,,TRUE,FALSE,,,,,,
118,nucl1643,Japanese,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,low
118,nucl1643,Japanese,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,high
119,jaqa1244,Jaqaru,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
123,kanu1279,Kanuri,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,,,
125,karo1304,Karok,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
126,kate1253,Kâte,TRUE,TRUE,,,TRUE,TRUE,,,,,,
128,kaya1319,Kayardild,,,,,,,,,,,,
129,kett1243,Ket,TRUE,TRUE,,,TRUE,FALSE,,,,,,
130,west2599,Kewa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
131,kima1246,Kimaama,TRUE,FALSE,,,TRUE,,,,,,,
132,kiow1266,Kiowa,TRUE,FALSE,,,TRUE,,,,,,,
134,nort2930,Kiwai,TRUE,TRUE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
135,koas1236,Koasati,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,
136,kobo1249,Kobon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,
138,komb1274,Kombai,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,
139,komi1268,Komi (Zyrian),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du_masc2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du_fem2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg_masc2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg_fem2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg_neu2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du_masc2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du_fem2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du_neu2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl_masc2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl_fem2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl_neu2378
2378,roto1249,Rotokas,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
141,kore1280,Korean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
142,kota1263,Kota,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
147,kuna1268,Kunama,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,
148,kung1261,!Kung,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
149,goon1238,Kuniyanti,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,
150,kute1249,Kutenai,TRUE,TRUE,,,TRUE,FALSE,,,,,,
154,haka1240,Hakka Lai,TRUE,TRUE,TRUE,,TRUE,,,,,,,
155,lakk1252,Lak,TRUE,TRUE,,,TRUE,TRUE,,,,,,
156,lako1247,Lakhota,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,
157,lama1277,Lamaholot,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
159,lang1324,Lango,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
162,lezg1247,Lezgi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
163,lugb1240,Logbara,TRUE,FALSE,,,TRUE,FALSE,,,,,,
165,gand1255,Luganda,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
166,luis1253,Luiseño,TRUE,TRUE,,,TRUE,FALSE,,,,,,
167,masa1300,Maa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,
168,nort2952,Maidu (Northeast),TRUE,FALSE,,,TRUE,FALSE,,,,,,
169,mait1250,Maithili,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl.incl
170,mull1237,Malak-Malak,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl.excl
171,mand1415,Mandarin,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
172,mand1436,Mandinka,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
173,mang1381,Mangarayi,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,
175,maor1246,Maori,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
176,mapu1245,Mapudungun,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,
178,mari1424,Marrithiyel,TRUE,FALSE,,,TRUE,TRUE,,,,,,
179,mart1255,Martuthunira,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
181,maun1240,Mawng,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
3037,east2370,Miao (Eastern Qiandong),TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
184,misk1235,Miskito,TRUE,FALSE,,,TRUE,FALSE,,,,,,
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,1pl.incl
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,2pl
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,3pl
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,2sg
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,1sg
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,3sg
186,sanm1295,Mixtec (Chalcatongo),TRUE,FALSE,,,TRUE,FALSE,,,TRUE,,,1pl.excl
188,halh1238,Mongolian (Khalkha),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
191,siwa1245,Motuna,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
192,movi1243,Movima,TRUE,TRUE,,,TRUE,,,,,,,
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3du
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2du
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1du
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
193,east2379,Mparntwe Arrernte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
196,murr1258,Murrinh-patha,TRUE,FALSE,,,TRUE,,,,,,,
197,naha1261,Nahali,TRUE,TRUE,,,TRUE,FALSE,,,,,,
198,naka1260,Nakkara,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
199,nama1264,Nama,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
200,sout2994,Nambikwara,TRUE,FALSE,,,TRUE,FALSE,,,,,,
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
201,nana1257,Nanai,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
202,natc1249,Natchez,TRUE,TRUE,,,TRUE,FALSE,,,,,,
205,nene1249,Nenets (Tundra),TRUE,FALSE,,,TRUE,FALSE,,,,,,
206,nepa1254,Nepali,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,
207,nara1262,Nera,TRUE,FALSE,,,TRUE,FALSE,,,,,,
208,nezp1238,Nez Perce,,,,,TRUE,FALSE,,,,,,
210,wang1291,Ngiyambaa,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
211,ngka1235,Ngkalmpw Knwme,TRUE,TRUE,,,TRUE,,,,,,,
223,sout2729,Pumi,TRUE,TRUE,,,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,
225,lahu1253,Lahu,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
317,nuuc1236,Nuuchahnulth,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,
318,nung1290,Nunggubuyu,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
319,nyig1240,Nyigina,TRUE,TRUE,TRUE,,TRUE,,,,,,,
320,oira1263,Oirata,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-high
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-anim-low
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-high
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-anim-low
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-inanim-high
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3pl-inanim-low
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-inanim-low
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,3sg-inanim-high
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1sg
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,2sg
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,2pl
3069,cent2136,Ojibwa (Central),TRUE,FALSE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
323,tega1236,Orig,TRUE,TRUE,,,TRUE,FALSE,,,,,,
324,east2652,Oromo,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
325,osse1243,Ossetic,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,,,
326,paez1247,Paez,TRUE,FALSE,,,,,,,,,,
328,toho1245,O’odham,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,
329,paum1247,Paumarí,TRUE,FALSE,,,TRUE,FALSE,,,,,,
331,pawn1254,Pawnee,TRUE,TRUE,,,TRUE,FALSE,,,,,,
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1sg
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,2sg
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,1pl
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,2pl
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,3pl
332,pipi1250,Pipil,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,,3sg
333,pira1253,Pirahã,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
337,kich1262,Quiche,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
338,quil1240,Quileute,TRUE,FALSE,,,TRUE,FALSE,,,,,,
339,resi1247,Resígaro,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg-fem340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg-fem340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg-neu340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg-neu340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg-masc340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg-neu340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg-masc340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg-fem340
340,russ1263,Russian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg-masc340
342,teni1238,Sahaptin,TRUE,FALSE,,,TRUE,FALSE,,,,,,
343,sahu1245,Sahu,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
344,sali1253,Salinan,TRUE,TRUE,,,TRUE,FALSE,,,,,,
345,salt1242,Salt-Yui,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,
347,sand1273,Sandawe,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,
348,sanu1240,Sanuma,TRUE,TRUE,,,TRUE,FALSE,,,,,,
349,sene1264,Seneca,TRUE,TRUE,,,TRUE,FALSE,,,,,,
351,shas1239,Shasta,TRUE,TRUE,,,TRUE,FALSE,,,,,,
352,shua1257,Shuar,TRUE,TRUE,,,TRUE,FALSE,,,,,,
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-hum
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-hum
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-non-hum
354,nort2942,Slave,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-non-hum
355,soma1255,Somali,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,,,
356,sout2985,Miwok (Southern Sierra),TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
358,suen1241,Suena,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,1sg
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,2sg
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,3sg
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,1pl
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,2pl
359,sulk1246,Sulka,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,3pl
360,sume1241,Sumerian,,FALSE,FALSE,FALSE,,,,,,,,
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,1sg
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,2sg
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,1pl
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,2pl
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,3pl-low
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,3sg-high
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,3pl-high
361,swah1253,Swahili,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,3sg-low
362,taga1270,Tagalog,TRUE,TRUE,TRUE,,TRUE,,,,,,,
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-high
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-high
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl-low
363,take1257,Takelma,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg-low
364,kula1280,Tanglapui,TRUE,TRUE,,,TRUE,FALSE,,,,,,
365,pure1242,Tarascan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,
369,tehi1237,Tehit,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,,
370,tele1256,Telefol,TRUE,FALSE,,,TRUE,FALSE,,,,,,
371,temi1246,Temiar,TRUE,FALSE,FALSE,,TRUE,FALSE,,,,,,
372,hueh1236,Tepehua (Huehuetla),TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2pl
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1sg
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2sg
373,tera1251,Tera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2pl
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1pl
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3pl
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1sg
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2sg
374,thai1261,Thai,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3sg
377,timu1245,Timucua,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
378,tiwi1244,Tiwi,TRUE,TRUE,,,TRUE,FALSE,FALSE,,,,,
379,tlin1245,Tlingit,TRUE,TRUE,TRUE,,TRUE,,,,,,,
382,tonk1249,Tonkawa,TRUE,FALSE,,,TRUE,,,,,,,
383,trum1247,Trumaí,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
384,tuka1249,Tukang Besi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,highest
384,tuka1249,Tukang Besi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,non-highest
385,shos1248,Tümpisa Shoshone,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
386,tuni1252,Tunica,TRUE,TRUE,,,TRUE,FALSE,,,,,,
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1sg
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1pl
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2sg
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2pl
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl-x
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl-y
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg-y
387,tuvi1240,Tuva,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg-x
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1sg
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2sg
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3sg
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2pl
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3pl
