LID,Glottocode,Language,SelectorID,MarkerID,SelectorType,SelectorLabel,ReferentialCondition,CoargumentAtr,CoargumentP,PredicateClassID,MarkerSlot,ClauseRankCondition,CategoryCondition,SyntacticDomainCondition,PolarityCondition,SelectedRoles
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-pl,,,158,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-pl,,,692,,main,NIMP,,AFF,P
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,1,,main,NIMP,,AFF,S
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,2,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,3,,main,NIMP,,AFF,Aditr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,88,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,139,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,140,,main,NIMP,,AFF,Aditr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,141,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,142,,main,NIMP,,AFF,P
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,157,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,158,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,N-sg,,,692,,main,NIMP,,AFF,P
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,1,,main,NIMP,,AFF,S
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,2,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,3,,main,NIMP,,AFF,Aditr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,88,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,139,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,140,,main,NIMP,,AFF,Aditr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,141,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,142,,main,NIMP,,AFF,P
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,157,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,158,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,425,1891,case marker or adposition,NOM case,Pro,,,692,,main,NIMP,,AFF,P
78,finn1318,Finnish,426,,case marker or adposition,ALL case,N-pl,,,3,,main,NIMP,,AFF,G
78,finn1318,Finnish,426,,case marker or adposition,ALL case,N-pl,,,88,,main,NIMP,,AFF,P
78,finn1318,Finnish,426,,case marker or adposition,ALL case,N-sg,,,3,,main,NIMP,,AFF,G
78,finn1318,Finnish,426,,case marker or adposition,ALL case,N-sg,,,88,,main,NIMP,,AFF,P
78,finn1318,Finnish,426,,case marker or adposition,ALL case,Pro,,,3,,main,NIMP,,AFF,G
78,finn1318,Finnish,426,,case marker or adposition,ALL case,Pro,,,88,,main,NIMP,,AFF,P
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-pl,,,139,,main,NIMP,,AFF,P
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-pl,,,140,,main,NIMP,,AFF,G
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-pl,,,692,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-sg,,,139,,main,NIMP,,AFF,P
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-sg,,,140,,main,NIMP,,AFF,G
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,N-sg,,,692,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,Pro,,,139,,main,NIMP,,AFF,P
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,Pro,,,140,,main,NIMP,,AFF,G
78,finn1318,Finnish,1437,2104,case marker or adposition,ILL case,Pro,,,692,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1438,1395,case marker or adposition,PART case,N-pl,,,141,,main,NIMP,,AFF,P
78,finn1318,Finnish,1438,1395,case marker or adposition,PART case,N-sg,,,141,,main,NIMP,,AFF,P
78,finn1318,Finnish,1438,1395,case marker or adposition,PART case,Pro,,,141,,main,NIMP,,AFF,P
78,finn1318,Finnish,1439,2105,case marker or adposition,ADES case,N-pl,,,142,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1439,2105,case marker or adposition,ADES case,N-sg,,,142,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1439,2105,case marker or adposition,ADES case,Pro,,,142,,main,NIMP,,AFF,Atr
78,finn1318,Finnish,1447,2116,case marker or adposition,ELAT case,N-pl,,,158,,main,NIMP,,AFF,P
78,finn1318,Finnish,1447,2116,case marker or adposition,ELAT case,N-sg,,,158,,main,NIMP,,AFF,P
78,finn1318,Finnish,1447,2116,case marker or adposition,ELAT case,Pro,,,158,,main,NIMP,,AFF,P
79,stan1290,French (colloquial),4727,4857,agreement (grammatical),S/A agreement,,,,1,,main,,,,S
79,stan1290,French (colloquial),4727,4857,agreement (grammatical),S/A agreement,,,,2,,main,,,,Atr
79,stan1290,French (colloquial),4727,4857,agreement (grammatical),S/A agreement,,,,3,,main,,,,Aditr
79,stan1290,French (colloquial),3796,3910,agreement (marker),Subject agreement (1pl),1pl,,,1,1,main,,,,S
79,stan1290,French (colloquial),3796,3910,agreement (marker),Subject agreement (1pl),1pl,,,2,1,main,,,,Atr
79,stan1290,French (colloquial),3797,3912,agreement (marker),Subject agreement (2pl),2pl,,,1,1,main,,,,S
79,stan1290,French (colloquial),3797,3912,agreement (marker),Subject agreement (2pl),2pl,,,2,1,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,1plPro,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,1plPro,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,1plPro,,,2,,main,,,,P
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,1sgPro,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,1sgPro,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,2plPro,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,2plPro,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,2plPro,,,2,,main,,,,P
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,2sgPro,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,2sgPro,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3plPro-fem79,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3plPro-fem79,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3plPro-fem79,,,2,,main,,,,P
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3plPro-masc79,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3plPro-masc79,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3sgPro-fem79,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3sgPro-fem79,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3sgPro-fem79,,,2,,main,,,,P
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3sgPro-masc79,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,3sgPro-masc79,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,N,,,1,,main,,,,S
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,N,,,2,,main,,,,Atr
79,stan1290,French (colloquial),428,452,case marker or adposition,NOM case,N,,,2,,main,,,,P
79,stan1290,French (colloquial),3794,452,case marker or adposition,ACC case,1sgPro,,,2,,main,,,,P
79,stan1290,French (colloquial),3794,452,case marker or adposition,ACC case,2sgPro,,,2,,main,,,,P
79,stan1290,French (colloquial),3794,452,case marker or adposition,ACC case,3plPro-masc79,,,2,,main,,,,P
79,stan1290,French (colloquial),3794,452,case marker or adposition,ACC case,3sgPro-masc79,,,2,,main,,,,P
81,furr1244,Fur,436,,agreement (grammatical),agreement,,,,1,,main,,,,S
81,furr1244,Fur,436,,agreement (grammatical),agreement,,,,2,,main,,,,Atr
81,furr1244,Fur,436,,agreement (grammatical),agreement,,,,3,,main,,,,Aditr
84,gara1269,Garrwa,150,1475,case marker or adposition,ERG case,N,,,2,,main,,,,Atr
84,gara1269,Garrwa,437,,case marker or adposition,ABS case,N,,,1,,main,,,,S
84,gara1269,Garrwa,437,,case marker or adposition,ABS case,N,,,2,,main,,,,P
84,gara1269,Garrwa,437,,case marker or adposition,ABS case,Pro,,,1,,main,,,,S
84,gara1269,Garrwa,437,,case marker or adposition,ABS case,Pro,,,2,,main,,,,Atr
84,gara1269,Garrwa,4684,,case marker or adposition,ACC case,Pro,,,2,,main,,,,P
85,gbay1287,Gbeya,438,1894,case marker or adposition,ABS case,N,,,1,,main,,,,S
85,gbay1287,Gbeya,438,1894,case marker or adposition,ABS case,N,,,2,,main,,,,Atr
85,gbay1287,Gbeya,438,1894,case marker or adposition,ABS case,N,,,2,,main,,,,P
85,gbay1287,Gbeya,438,1894,case marker or adposition,ABS case,Pro,,,2,,main,,,,P
85,gbay1287,Gbeya,440,1895,case marker or adposition,NOM case,Pro,,,1,,main,,,,S
85,gbay1287,Gbeya,440,1895,case marker or adposition,NOM case,Pro,,,2,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,1sgPro,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,2sgPro,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,3plPro,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-fem87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-masc87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,3sgPro-neut87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,N-fem-sg87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,N-masc-sg87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,N-neut-sg87,,,801,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,3,,main,,,,G
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,91,,main,,,,P
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,93,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,94,,main,,,,Atr
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,352,,main,,,,S
87,stan1295,German,57,26,case marker or adposition,DAT case,N-pl,,,801,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,1,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,2,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,3,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,91,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,92,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,94,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,104,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,210,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,353,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,354,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,355,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,784,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,785,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,790,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,791,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,792,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,794,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,795,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,796,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,797,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,799,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,800,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,802,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,803,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,804,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,805,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,806,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,809,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1plPro,,,812,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,1,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,2,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,3,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,91,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,92,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,94,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,104,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,210,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,353,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,354,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,355,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,784,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,785,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,790,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,791,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,792,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,794,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,795,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,796,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,797,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,799,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,800,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,802,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,803,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,804,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,805,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,806,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,809,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,1sgPro,,,812,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,1,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,2,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,3,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,91,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,92,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,94,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,104,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,210,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,353,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,354,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,355,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,784,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,785,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,790,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,791,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,792,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,794,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,795,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,796,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,797,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,799,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,800,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,802,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,803,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,804,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,805,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,806,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,809,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2plPro,,,812,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,1,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,2,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,3,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,91,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,92,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,94,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,104,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,210,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,353,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,354,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,355,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,784,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,785,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,790,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,791,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,792,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,794,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,795,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,796,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,797,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,799,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,800,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,802,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,803,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,804,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,805,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,806,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,809,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,2sgPro,,,812,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,1,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,2,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,2,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,3,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,3,,main,,,,T
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,35,,main,,,,S
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,91,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,92,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,94,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,104,,main,,,,Atr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,104,,main,,,,P
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,210,,main,,,,Aditr
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,210,,main,,,,T
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,210,,main,,,,G
87,stan1295,German,111,23,case marker or adposition,NOM case,3plPro,,,353,,main,,,,Aditr
