LID,Glottocode,Language,HasClusivity,ClusivityType,HasClusivityAsPerson,HasClusivityWithMinimalNumberSystem
1935,west2555,Manobo (Western Bukidnon),TRUE,min/aug type,TRUE,TRUE
1644,ilok1237,Ilocano,TRUE,min/aug type,TRUE,TRUE
2309,pala1344,Palauan,TRUE,plain i/e type,FALSE,FALSE
2752,ming1252,Mingrelian,FALSE,no i/e,,
1926,lazz1240,Laz,FALSE,no i/e,,
2015,manc1252,Manchu,TRUE,plain i/e type,FALSE,FALSE
1397,ruka1240,Rukai,TRUE,plain i/e type,FALSE,FALSE
685,klam1254,Klamath,FALSE,no i/e,,
2970,saar1237,Saaroa,TRUE,plain i/e type,FALSE,FALSE
1739,kusu1250,Kusunda,FALSE,no i/e,,
458,adyg1241,Adyghe (West Circassian),FALSE,no i/e,,
1036,siks1238,Blackfoot,TRUE,plain i/e type,FALSE,FALSE
192,movi1243,Movima,TRUE,plain i/e type,FALSE,FALSE
2994,sanf1258,Huave (San Francisco del Mar),TRUE,min/aug type,TRUE,TRUE
2779,yele1255,Yelî Dnye,FALSE,no i/e,,
459,isth1244,Zapotec (Isthmus),TRUE,plain i/e type,FALSE,FALSE
551,leal1235,Chinantec (Lealao),TRUE,plain i/e type,FALSE,FALSE
392,urar1246,Urarina,TRUE,plain i/e type,FALSE,FALSE
3101,assy1241,Neo-Aramaic (Barwar),FALSE,no i/e,,
2050,moco1246,Mocoví,FALSE,no i/e,,
3105,djeo1235,Djeoromitxi,FALSE,no i/e,,
3106,arik1265,Arikapú,FALSE,no i/e,,
2564,thom1243,Thompson,FALSE,no i/e,,
2984,mian1256,Mian,TRUE,plain i/e type,FALSE,FALSE
896,goem1240,Goemai,FALSE,no i/e,FALSE,FALSE
561,ngit1239,Ngiti,TRUE,plain i/e type,FALSE,FALSE
790,moch1259,Mochica,FALSE,no i/e,FALSE,FALSE
975,bard1255,Bardi,TRUE,min/aug type,TRUE,TRUE
2641,turk1308,Turkana,TRUE,plain i/e type,FALSE,FALSE
780,kwaz1243,Kwazá,TRUE,plain i/e type,FALSE,FALSE
687,hopi1249,Hopi,FALSE,no i/e,FALSE,FALSE
1115,mose1249,Mosetén,TRUE,plain i/e type,FALSE,FALSE
1116,cavi1250,Cavineña,TRUE,plain i/e type,FALSE,FALSE
426,yura1255,Yurakare,FALSE,no i/e,FALSE,FALSE
1692,hupd1244,Hup,FALSE,no i/e,FALSE,FALSE
738,even1260,Even,TRUE,plain i/e type,FALSE,FALSE
1936,macu1259,Macushi,TRUE,plain i/e type,FALSE,FALSE
885,yane1238,Amuesha,FALSE,no i/e,FALSE,FALSE
3232,isco1239,Iskonawa,TRUE,excl as person type,TRUE,FALSE
3235,uduk1239,Uduk,TRUE,plain i/e type,FALSE,FALSE
2412,seri1257,Seri,FALSE,no i/e,FALSE,FALSE
2308,olut1240,Olutec,TRUE,excl as person type,TRUE,FALSE
1706,kadi1248,Kadiwéu,FALSE,no i/e,FALSE,FALSE
595,nort2699,Kolami,TRUE,plain i/e type,FALSE,FALSE
1750,khar1287,Kharia,TRUE,plain i/e type,FALSE,FALSE
2893,lati1261,Latin,FALSE,no i/e,FALSE,FALSE
2714,lowe1385,Sorbian (Lower),FALSE,no i/e,FALSE,FALSE
2716,uppe1395,Sorbian (Upper),FALSE,no i/e,FALSE,FALSE
3198,wara1302,Barupu,FALSE,no i/e,FALSE,FALSE
691,tibe1272,Tibetan (Lhasa),FALSE,no i/e,FALSE,FALSE
614,cent1989,Cambodian,FALSE,no i/e,FALSE,FALSE
1363,nang1259,Ngan'gityemerri,TRUE,plain i/e type,FALSE,FALSE
1621,hupa1239,Hupa,FALSE,no i/e,FALSE,FALSE
1182,cree1270,Creek,FALSE,no i/e,FALSE,FALSE
2511,taba1259,Tabasaran,TRUE,plain i/e type,FALSE,FALSE
2577,tsak1249,Tsakhur,FALSE,no i/e,FALSE,FALSE
1816,kryt1240,Kryz,FALSE,no i/e,FALSE,FALSE
917,arch1244,Archi,TRUE,plain i/e type,FALSE,FALSE
389,udii1243,Udi,FALSE,no i/e,FALSE,FALSE
1527,mali1284,Mali,FALSE,no i/e,FALSE,FALSE
3240,ashe1272,Ashéninka Perené,TRUE,excl as person type,TRUE,FALSE
