ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Source,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
663,Drung,,25.5,103,drun1238,duu,3194; 5508; 6341,"Dulong, Drung, Derung",Sino-Tibetan,,,,Nungish,,,,,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
664,Kham,,28.5,82.75,west2420,kjl,13095; 13164,"Kham, Kham-Magar, Takale, Takale Kham, Western Parbate",Sino-Tibetan,,,,Remnant Himalayish,,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
665,Yana,,40.5,-122,yana1271,ynn,3236; 3232; 3233,Yana,Yana,,,,,,,,,,,,hg,North America,W N America,California,Americas
666,Coahuiltec,,28,-100,coah1252,xcw,,"Coahuilteco,Coahuiltec",Coahuiltec,,,,,,,,,,true,,not hg,North America,C America,Mesoamerica,Americas
667,Thulung (Mukli),,27.43,86.67,thul1246,tdh,11463; 3486; 6550; 13368; 13805; 13141,Thulung Rai,Sino-Tibetan,,,,Kiranti,Midwestern Kiranti,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
668,Totonac (Misantla),,19.92,-96.92,yecu1235,tlc,6864,Totonac (Misantla),Totonac-Tepehuan,,,,,,,,,,true,,not hg,North America,C America,Mesoamerica,Americas
669,Koiari,,-9.5,147.33,gras1249,kbk,204,"Koiari (Grass),Koiari",Koiarian,,Trans New Guinea,Southeast Papuan,Koiaric,,,,,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
670,Khalaj,,35,50,turk1303,klj,3631,"Khalaj, Chaladsch",Turkic,,,Altaic,Common Turkic,Oghuz,Arghu,,,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
672,Jingpho,,28,98.33,jing1260,kac,11780; 3182; 5325; 5517,"Jinghpo, Jingphaw",Sino-Tibetan,,,,Brahmaputran (Sal),Kachinic,,,,,,,,Eurasia,S/SE Asia,Indic,Eurasia
673,Panare,,6.5,-66,enap1235,pbh,6857; 5528; 13316; 6866,Panare,Cariban,Carib,,,,,,,,,,,,South America,S America,NE South America,Americas
674,Limbu,,27.17,87.75,limb1266,lif,3735; 6125; 12180; 3732; 11354; 3727; 6406; 13478; 3747; 5337; 11360; 12455; 6126; 395,Limbu,Sino-Tibetan,,,,Kiranti,Central-Eastern Kiranti,Greater Eastern Kiranti,Yakkha-Limbu,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
675,Circassian (East),,43.3,43.3,kaba1278,kbd,5489; 2886,"Kabardian,Circassian (East)",West Caucasian,,,,Circassian,,,Circassian,,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
676,Kurmanjî,,38,42,khor1267,kur,3633; 6378; 6380; 6379; 5538,"Kurmanjî, Northern Kurdish, Kurmancî, Kirmancî, Kermancî, Kurdi, Kurdî",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,Kurdish,,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
677,Swedish,,60,15,swed1254,swe,,Swedish,Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
678,Bulgarian,,42.5,25,bulg1262,bul,,Bulgarian,Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,South Slavic,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
679,Udmurt,,57.5,52.5,udmu1245,udm,4002; 2117,Udmurt,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Permian,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
680,Mansi,,62,62,mans1258,mns,2174; 3999; 2119; 3558; 4028; 4037,Mansi,Uralic,,,Indo-Uralic,Finno-Ugric,Ugric,Ob-Ugric,,,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
681,Khanty,,65,65,khan1273,kca,4029; 2118; 13290; 3553; 659; 4000; 4038; 2651; 3881; 4338; 2458; 4036; 3557,"Ostyak, Khanty",Uralic,,,Indo-Uralic,Finno-Ugric,Ugric,Ob-Ugric,Khanty,,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
682,Yucatec,,20,-89,yuca1254,yua,6262; 13595; 13198; 5493; 3067; 3622; 6664; 7116; 5759; 6863; 2194; 6862; 2297; 5429; 13596; 5741; 2193,Yucatec,Mayan,,,,Yucatecan,,,,,,,,,North America,C America,Mesoamerica,Americas
683,Romanian,,46,25,roma1327,ron,13406; 13405,Romanian,Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
685,Klamath,,42.5,-121.5,klam1254,kla,6750; 6340; 3000; 6870; 6076; 3835; 2437; 6752; 6885; 7137,Klamath,Plateau Penutian,,,California-Plateau Penutian,Klamath-Sahaptian,,,,,,,,hg,North America,W N America,Basin and Plains,Americas
686,Dahalo,,-2.33,40.5,daha1245,dal,401,Dahalo,Cushitic,,,Afroasiatic,Southern Cushitic,,,,,,,,hg,Africa,Africa,S Africa,Africa
687,Hopi,,36,-110,hopi1249,hop,4615; 13225; 7180; 702; 4179; 2997; 7215; 7161; 1146; 2998; 535,Hopi,Uto-Aztecan,,,,Northern Uto-Aztecan,,,,,,,,,North America,W N America,Basin and Plains,Americas
688,Cora,,22.17,-104.83,cora1260,crn,2398; 2155,Cora,Uto-Aztecan,,,,Southern Uto-Aztecan,Sonoran,,,,,,,,North America,C America,Mesoamerica,Americas
689,Rarámuri,,27.4489,-107.2922,lowl1265,tac,13214,"Rarámuri, Tarahumara, Choguitá Rarámuri",Uto-Aztecan,,,,Southern Uto-Aztecan,,,Tarahumaran,,,,,,North America,C America,Mesoamerica,Americas
690,Manange,,28.4,84.01,mana1288,nmm,11569; 11672; 5006; 1585,"Manange, Manangba, Manang, Manangbhot, Manangbolt, Manange, Manangi, Nyeshang, Nyishang",Sino-Tibetan,,,,Bodic,Tamangic (TGTM),,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
691,Tibetan (Lhasa),,29.65,91.1,tibe1272,bod,190; 13151; 13516; 13107,Tibetan (Lhasa),Sino-Tibetan,,,,Bodic,Tibetan,Central Tibetan (U-Tsang),,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
692,Limilngan,,-12.5,131.92,nucl1327,lmc,,Limilngan,Limilngan,,,,,,,,,,,,hg,Australia,Australia,N Australia,Pacific
693,Jarawara,,-7.5,-65.5,jama1261,jaa,2930; 3569; 6162; 6856; 6063; 2936; 6270,Jarawara,Arawan,Arauan,,,,,,,,,,,not hg,South America,S America,NE South America,Americas
694,Fox,,43,-83,mesk1242,sac,6891; 3796; 2626; 6533; 3029; 6841; 2231; 2234; 2232; 2631; 2244; 2323; 2243; 6383; 2235; 6842; 2326; 2327; 2247,Fox,Algic,,,,Algonquian,,,,,,,,hg,North America,E N America,E North America,Americas
695,Chamicuro,,-5.23,-75.48,cham1318,ccc,,Chamicuro,Arawakan,Maipurean,,,,,,,,,,,,South America,S America,NE South America,Americas
696,Wayuu,,12,-72,wayu1243,guc,,"Goajiro,Wayuu (Goajiro Arawak)",Arawakan,,,,Caribbean,,,,,,,,,South America,S America,NE South America,Americas
697,Mazateco (Huautla),,18.25,-96.83,huau1238,mau,5294; 3651,"Mazatec (Huautla), Huautla Mazateco",Otomanguean,,,,Popolocan,,,,,,,,,North America,C America,Mesoamerica,Americas
699,Sanskrit,,25,77,sans1269,san,,Sanskrit,Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Sanskrit,,,,,,,Eurasia,S/SE Asia,Indic,Eurasia
700,Saami (North),,69,24,nort2671,sme,3501; 2729; 2713; 2711,North Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
701,Saami (South),,62.35,11.24,sout2674,sma,,South Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,W and SW Eurasia,Europe,Eurasia
702,Saami (Lule),,68.03,16.04,lule1254,smj,,Lule Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,W and SW Eurasia,Europe,Eurasia
703,Saami (Pite),,66.03,17.54,pite1240,sje,,Pite Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,W and SW Eurasia,Europe,Eurasia
704,Saami (Ume),,65.32,17.3,umes1235,sju,,Ume Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,W and SW Eurasia,Europe,Eurasia
705,Saami (Skolt),,69.38,29.04,skol1241,sms,,Skolt Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
706,Saami (Inari),,68.54,27.01,inar1241,smn,,"Enare Saami,Inari Saami",Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
707,Saami (Ter),,67.14,39.39,ters1235,sjt,,Ter Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
708,Saami (Akkala),,67.3,32.45,akka1237,sia,,Akkala Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
709,Saami (Kildin),,67,37,kild1236,sjd,,Kildin Saami,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
710,Faroese,,62,-7,faro1244,fao,,Faroese,Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
711,Norwegian (Bokmål),,59.55,10.45,norw1259,nob,,"Norwegian (Bokmål), Norwegian",Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
712,Norwegian (Nynorsk),,62.09,6.06,norw1258,nno,,Norwegian (Nynorsk),Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
713,Enets (Forest),,67.5,86.5,fore1265,enf,4039,"Yenisei Samoyed, Enets (Forest)",Uralic,,,Indo-Uralic,Samoyedic,Northern Samoyedic,,,,,,,split,Eurasia,N-C Asia,Inner Asia,Eurasia
714,Shetland Norn,,60.09,-1.09,west2805,nrn,,Shetland Norn,Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
715,Scottish Gaelic,,57,-4,scot1245,gla,6778; 5301; 2110,Scottish Gaelic,Indo-European,,,Indo-Uralic,Italic-Celtic,Celtic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
716,Nenets (Forest),,57.09,65.31,fore1274,yrk,,Forest Nenets,Uralic,,,Indo-Uralic,Samoyedic,Northern Samoyedic,,,,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
717,Komi (Permyak),,59.5,54.5,komi1269,koi,,Komi (Permyak),Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Permian,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
718,Paiute (Northern),,42,-118,nort2954,pao,2394; 13221,Northern Paiute,Uto-Aztecan,,,,Northern Uto-Aztecan,Numic,,,,,,,hg,North America,W N America,Basin and Plains,Americas
719,Tofa (Karagas),,53.75,98,kara1462,kim,,Tofa (Karagas),Turkic,,,Altaic,Common Turkic,Northern Turkish,Siberian,,,,true,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
720,Tibetan (Kyirong),,28.28,85.16,kyer1238,kgy,12353; 4555; 13644; 13649; 13096,"Kyerung,Tibetan (Kyirong)",Sino-Tibetan,,,,Bodic,Tibetan,Central Tibetan (U-Tsang),,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
722,Qiang (Northern),,32,102.67,nort2722,cng,3573; 13345; 6497; 6344; 6404; 5336; 13083; 3191,Qiang,Sino-Tibetan,,,,Qiangic,,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
723,Tibetan (Dege),,31.5,98.4,kham1282,khg,13097; 13649,Tibetan (Dege),Sino-Tibetan,,,,Bodic,Tibetan,Eastern Kham Tibetan,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
724,Tamang (Eastern),,28,85.25,east2347,taj,13152,Tamang,Sino-Tibetan,,,,Bodic,Tamangic (TGTM),,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
725,Italian,,43,12,ital1282,ita,13843; 641; 13730; 13109; 1231; 13791; 13393; 4321,"Italiano,Italian",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
726,Catalan (Standard),,41.75,2,stan1289,cat,11407,"Català, Bacavès, Catalonian, Catalan, Central Catalan",Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
727,Sardinian,,40,9,camp1261,srd,13803,Sardinian,Indo-European,,,Indo-Uralic,Italic-Celtic,Italic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
728,Kaike,,29.1,83.05,kaik1246,kzq,,Kaike,Sino-Tibetan,,,,Bodic,Tamangic (TGTM),,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
729,Magar,,28.83,83.59,east2352,mgp,3746,Magar,Sino-Tibetan,,,,Remnant Himalayish,,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
730,Thakali,,29,83.75,thak1245,ths,,Thakali,Sino-Tibetan,,,,Bodic,Tamangic (TGTM),,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
732,Etruscan,,43.42,11,etru1241,ett,,Etruscan,Etruscan,,,,,,,,,,true,,,Eurasia,W and SW Eurasia,Europe,Eurasia
733,Tasmanian,,-42.17,146.5,west2205,xtz,,Tasmanian,Tasmanian,,,,,,,,,,true,,,Australia,Australia,S Australia,Pacific
734,Dalska,,61.22,14.07,dale1238,qer,,"Älvdalska, Elfdalska, Dalmål, Dalecarlian,Dalska",Indo-European,,,Indo-Uralic,Germanic,North Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
735,Raji,,28.44,81.16,raji1240,rji,,"Rajibar,Raji",Sino-Tibetan,,,,Raji,,,,,Himalaya,,,not hg,Eurasia,S/SE Asia,Indic,Eurasia
736,Takia,,-4.67,146,taki1248,tbc,3883; 2609,Takia,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
737,Saliba,,-10.58,150.72,sali1295,sbe,3575; 3884; 7147; 6396,Saliba,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
738,Even,,59.37,151.18,even1260,eve,2440; 3969; 2462; 2461; 4024,"Even, Lamut",Tungusic,,,Altaic,Northern Tungusic,Northeastern Tungusic,,,,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
739,Korana,,-29.5,20.5,kora1292,kqz,,"Koranna,Korana, !ora",Kwadi-Khoe,,,,Khoekhoe,,,,,,,,,Africa,Africa,S Africa,Africa
740,Kikuyu,,-0.75,36.75,kiku1240,kik,5574; 5622; 2420; 5607; 2766; 5559; 5939,"Gikuyu, Gekoyo, Kikuyu",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
741,Rundi,,-3.5,30,rund1242,run,5383; 2511,"Kirundi, Urundi, Rundi",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,,,,,Africa,Africa,S Africa,Africa
742,Moro,,11,30.17,moro1285,mor,,"Dhimorong,Moro",Kordofanian,,Niger-Kordofanian,,,,,,,,,,,Africa,Africa,African Savannah,Africa
743,Tiro,,10.68,30.41,tira1254,tic,,"Tira, Thiro, Lithiro, Tiro",Kordofanian,,Niger-Kordofanian,,,,,,,,,,,Africa,Africa,African Savannah,Africa
744,Nyimang,,12.17,29.33,amas1236,nyi,,"Ama,Nyimang",Nyima,,Core Nilo-Saharan,Eastern Sudanic,,,,,,,,,,Africa,Africa,African Savannah,Africa
745,Anguthimri,,-12.33,141.83,alng1239,aid,,Anguthimri,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,,,,,Australia,Australia,N Australia,Pacific
746,Arapesh (Abu),,-3.45,142.95,abuu1241,ado,,"Arapesh (Abu), But Arapesh, Weri",Torricelli,,,Torricelli-Lower Sepik,Kombio,Arapesh,,,,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
747,Ayomán,,11,-69,jira1235,,,Ayomán,Jirajaran,,,,,,,,,,,,,South America,S America,NE South America,Americas
748,Azerbaijani,,40.5,48.5,azer1255,aze,,Azerbaijani,Turkic,,,Altaic,Common Turkic,Oghuz,,,,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
749,Bahuana,,-0.5,-62.5,bare1276,bae,,Bahuana,Arawakan,,,,North Amazonian,,,,,,,,,South America,S America,NE South America,Americas
750,Berber (Figuig),,32.5,-1.5,cent2194,tzm,,Berber (Figuig),Berber,,,Afroasiatic,,,,Berber,,,,,,Africa,Africa,N Africa,Africa
751,Betoi,,7.17,-71.25,beto1236,qtd,,Betoi,Betoi,,,,,,,,,,,,not hg,South America,S America,NE South America,Americas
752,Bokar,,28.5,94.67,boka1249,,,Bokar,Sino-Tibetan,,,,Tani,Eastern Tani,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
753,Bori,,28.33,94.75,bori1243,adi,,Bori,Sino-Tibetan,,,,Tani,Western Tani,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
754,Bugun,,27.5,92.58,bugu1246,bgg,,Bugun,Sino-Tibetan,,,,Greater Sherdukpen,,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
755,Bularnu,,-21,138,yind1248,yil,,Bularnu,Pama-Nyungan,,,Macro-Pama-Nyungan,Warluwarric,,,,,,,,,Australia,Australia,S Australia,Pacific
756,Canela,,-6,-45,cane1242,ram,3677,"Canela, Kanela",Macro-Ge,,,,Ge,Amazonian Ge,Northern Ge,,,,,,,South America,S America,NE South America,Americas
757,Chasta Costa,,42.67,-124,rogu1236,coq,,Chasta Costa,Na-Dene,,,,Athabaskan,,,,,,,,not hg,North America,W N America,California,Americas
758,Chemakum,,48.08,-122.92,chim1310,xch,,Chemakum,Chimakuan,,,,,,,,,,,,hg,North America,W N America,Alaska-Oregon,Americas
759,Colac,,-38.33,143.5,cola1237,,,Colac,Pama-Nyungan,,,Macro-Pama-Nyungan,Kulinic,,,,,,,,,Australia,Australia,S Australia,Pacific
760,Comecrudo,,25.83,-99,come1251,xcm,,Comecrudo,Comecrudan,,,,,,,,,,,,not hg,North America,C America,Mesoamerica,Americas
761,Costanoan,,37,-122,sout2986,css,,Costanoan,Yokuts-Utian,,,California-Plateau Penutian,Utian,Miwok-Costanoan,Costanoan,,,,,,hg,North America,W N America,California,Americas
762,Cuica,,9,-70.5,cuic1234,,,"Cuica, Timoté, Timoté-Cuica",Macro-Ge,,,,Timotean,,,,,,,,,South America,S America,NE South America,Americas
763,Dong,,27,109,nort2735,doc,6997; 7048; 5522,Dong,Tai-Kadai,,,,,,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
764,Esmeralda,,0.33,-79.83,atac1235,,,"Esmeraldeño, Esmeralda, Tacame, Atacame",Esmeralda,"Tacame, Esmeraldeño, Atacame",,,,,,,,,,,not hg,South America,S America,Andean,Americas
765,Eudeve,,29.17,-109.67,opat1246,opt,,Eudeve,Uto-Aztecan,,,,Southern Uto-Aztecan,Sonoran,,,,,,,,North America,C America,Mesoamerica,Americas
766,Frisian,,53,5,fris1239,,,Frisian,Indo-European,,,Indo-Uralic,Germanic,West Germanic,Frisian,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
767,Gallong,,28.17,94.67,galo1242,adl,,"Gallong, Adi, Adi-Gallong, Adi-Galo, Gallong, Galong",Sino-Tibetan,,,,Tani,Western Tani,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
769,Guaque,,1,-72.08,cari1279,cbd,,Guaque,Cariban,Carib,,,,,,,,,,,,South America,S America,NE South America,Americas
770,Sign Language Hong Kong,,22.5,114,hong1241,hks,,Sign Language Hong Kong,Sign Language Hong Kong,,,,,,,,,,,signed,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
772,Sign Language International,,,,inte1259,ils,,Sign Language International,Sign Language International,,,,,,,,,,,signed,,,,,
773,Juat,,-31,115.5,nyun1247,nys,,Juat,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Nyungic,,,,,,,,Australia,Australia,S Australia,Pacific
774,Karankawa,,28,-97,kara1289,zkk,,Karankawa,Karankawa,,,,,,,,,,,,not hg,North America,E N America,Basin and Plains,Americas
775,Kaurna,,-34.25,138.5,kaur1267,zku,,Kaurna,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Yura,,,,,,,,Australia,Australia,S Australia,Pacific
776,Kenyah (Umaí Lung),,3,115.83,main1275,xkl,,Kenyah (Umaí Lung),Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
777,Kott,,57,94,kott1239,zko,,Kott,Yeniseian,,,,,,,,,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
778,Kriol (Fitzroy Crossing),,-18.17,125.58,krio1252,rop,,Kriol (Fitzroy Crossing),Kriol (Fitzroy Crossing),,,,,,,,creole,,,,,Australia,Australia,N Australia,Pacific
779,Kuala,,-0.42,110.42,kual1252,bjn,,Kualan,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,Malayan / Malayic,,,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
780,Kwazá,,-12.58,-60.67,kwaz1243,xwa,,"Kwaza, Koaia, Kwazá, Arara",Kwaza,,,,,,,,,,,,,South America,S America,NE South America,Americas
781,Lughat al-Isharat al-Lubnaniya,,34,35.83,jord1238,jos,,Lughat al-Isharat al-Lubnaniya,Lughat al-Isharat al-Lubnaniya,,,,,,,,,,,signed,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
782,Lule,,-28,-64,lule1238,ule,,Lule,Lule-Vilela,,,,Lule,,,,,,,,hg,South America,S America,SE South America,Americas
783,Madimadi,,-34.5,143.5,kuli1251,dmd,,"Madimadi, Madhi Madhi, Muthimuthi, madhimadhi",Pama-Nyungan,,,Macro-Pama-Nyungan,Kulinic,,,,,,,,,Australia,Australia,S Australia,Pacific
784,Maipure,,5.5,-67.5,maip1246,qij,,Maipure,Arawakan,Maipurean,,,,,,,,,,,,South America,S America,NE South America,Americas
785,Máko,,0.42,-69.83,yuhu1238,yab,13321,"Máku, Máko, Maco, Macu, Makú",Máko,,,,,,,,,,,,hg,South America,S America,NE South America,Americas
786,Rongpo,,30.25,79.58,rong1264,rnp,,"Marchha, Rongpo, Rangpa",Sino-Tibetan,,,,West Himalayish,Greater Kinnauri,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
787,Mayi-Yapi,,-20,141,mayk1239,mnt,,Mayi-Yapi,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Mayabic,,,,,,,,Australia,Australia,N Australia,Pacific
788,Mbabaram,,-17.17,145,mbab1239,vmb,,Mbabaram,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Southern Pama,,,,,,,hg,Australia,Australia,N Australia,Pacific
789,Milang,,28.5,95.25,mila1245,,,Milang,Sino-Tibetan,,,,Tani,Eastern Tani,,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
790,Mochica,,-7.5,-79.33,moch1259,omc,,"Mochica, Chimú, Yunga, Yunca, Muchic",Mochica,"Mochica, Chimuan",,,,,,,,,,,,South America,S America,Andean,Americas
791,Khamnigan,,49,117,mong1331,mon,13284,Mongol (Khamnigan),Mongolic,Mongolian,,Altaic,,,,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
792,Nahuatl (Huauchinango),,20.17,-98.08,zaca1241,nhi,,Nahuatl (Huauchinango),Uto-Aztecan,,,,Southern Uto-Aztecan,Aztecan,,,,,,,,North America,C America,Mesoamerica,Americas
793,Nahuatl (Milpa Alta),,19.25,-99.17,more1259,,,Nahuatl (Milpa Alta),Uto-Aztecan,,,,Southern Uto-Aztecan,Aztecan,,,,,,,,North America,C America,Mesoamerica,Americas
794,Nahuatl (Pochutla),,15.75,-96.5,poch1244,xpo,,Nahuatl (Pochutla),Uto-Aztecan,,,,Southern Uto-Aztecan,Aztecan,,,,,,,,North America,C America,Mesoamerica,Americas
795,Nhanda,,-27,114.17,nhan1238,nha,,Nhanda,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Kartu,,,,,,,,Australia,Australia,S Australia,Pacific
796,Puquina,,-16.5,-68.5,puqu1242,puq,,Puquina,Puquina,"Puquina-Collahuaya, Puquina-Callahuaya",,,,,,,,,,,,South America,S America,Andean,Americas
797,Quechua (Bolivian),,-20,-66,sout2991,quh,,Quechua (Bolivian),Quechuan,,,Quechumaran (Andean),,,,,,,,,not hg,South America,S America,Andean,Americas
798,Romani (Sepecides),,38.25,27,balk1252,rmn,13098; 13099,Romani (Sepecides),Indo-European,,,Indo-Uralic,Indo-Iranian,Indo-Aryan,Central Indo-Aryan,Romani,,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
799,Russian-Chinese Pidgin,,48.8,132.95,kjac1234,,,Birobidjan,Russian-Chinese Pidgin,Birobidjan,,,,,,,creole,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
800,Sorbian,,51.5,14,sorb1249,,,Sorbian,Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,West Slavic,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
801,Tasmanian (Oyster Bay to Pitwater),,-42.5,147.75,tasm1247,xtz,,Tasmanian (Oyster Bay to Pitwater),Tasmanian,,,,,,,,,,,,,Australia,Australia,S Australia,Pacific
803,Tupi,,-6,-36,tupi1274,tpw,,Tupi,Tupian,,,,Tupi-Guaraní,,,,,,,,not hg,South America,S America,NE South America,Americas
804,Tzeltal,,16.83,-92.25,tzel1254,tzh,,Tzeltal,Mayan,,,,Greater Tzeltalan,Tzeltalan,,,,,,,,North America,C America,Mesoamerica,Americas
805,Uzbek,,39,66,uzbe1247,uzb,13554,Uzbek,Turkic,,,Altaic,Common Turkic,Karluk (Southeastern Turkic),,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
