ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Source,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
1434,Tzeltal (Tenejapa),,16.67,-92.33,tzel1254,tzh,,Tzeltal (Tenejapa),Mayan,,,,Greater Tzeltalan,Tzeltalan,,,,,,,,North America,C America,Mesoamerica,Americas
1435,Berber (Ayt Seghrouchen Middle Atlas),,33.33,-4.67,cent2194,tzm,,Berber (Ayt Seghrouchen Middle Atlas),Berber,,,Afroasiatic,,,,Berber,,,,,,Africa,Africa,N Africa,Africa
1436,Duna,,-5.5,142.5,duna1248,duc,,Duna,Duna-Pogaia,Duna-Bogaya,Trans New Guinea,,,,,,,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
1437,Duka,,11.17,5.08,huns1239,dud,,Duka,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Kainji,,,,,,,,,Africa,Africa,African Savannah,Africa
1438,Paita,,-22.08,166.5,dumb1241,duf,6276,"Paita, Dumbea, Ndrumbea, Dubea, Drubea",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,,,,,Eurasia,NG and Oceania,Oceania,Pacific
1439,Dumi,,27.25,86.67,dumi1241,dus,939; 12798; 4730; 3707; 1810,Dumi,Sino-Tibetan,,,,Kiranti,Western Kiranti,Upper Dudhkosi,,,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
1440,Dutch,,52.5,6,dutc1256,nld,13132; 1044,Dutch,Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
1441,Chemehuevi,,34.33,-115.17,utes1238,ute,,Chemehuevi,Uto-Aztecan,,,,Northern Uto-Aztecan,Numic,,,,,,,,North America,W N America,Basin and Plains,Americas
1444,Krymchak,,45,34.25,krym1236,jct,,Krymchak,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,,,,,Eurasia,W and SW Eurasia,Inner Asia,Eurasia
1445,Patwin,,39,-122.33,patw1250,pwi,,Patwin,Wintuan,,,California-Plateau Penutian,,,,,,,,,hg,North America,W N America,California,Americas
1446,Yiddish (Bessarabian),,47,28.5,east2295,ydd,,Yiddish (Bessarabian),Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,,,,,Eurasia,W and SW Eurasia,Inner Asia,Eurasia
1447,Yiddish (Lithuanian),,55,25,east2295,ydd,,Yiddish (Lithuanian),Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
1448,Yiddish (Lodz),,51.75,19.42,east2295,ydd,,Yiddish (Lodz),Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
1450,Dyimini,,8.42,-4.42,djim1235,dyi,,Dyimini,Senufo,,Niger-Kordofanian,Niger-Congo,Tagwana-Djimini,,,,,,,,,Africa,Africa,African Savannah,Africa
1451,Wikchamni,,36.42,-119.08,yoku1256,yok,,Wikchamni,Yokuts-Utian,,,California-Plateau Penutian,,,,,,,,,hg,North America,W N America,California,Americas
1452,Yokuts (Yaudanchi),,36.08,-119.08,yoku1256,yok,,Yokuts (Yaudanchi),Yokuts-Utian,,,California-Plateau Penutian,Yokutsan,,,,,,,,,North America,W N America,California,Americas
