ID,Name,Description,module,submodule,kind,datatype,dim,typespec,unitset,multivalued,dataset
583,MarkerPositionBinned4ForReflexive,GrammaticalMarkers::MarkerPositionBinned4 value for Reflexive,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
584,MarkerPositionBinned4ForClassifier,GrammaticalMarkers::MarkerPositionBinned4 value for Classifier,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
585,MarkerPositionBinned4ForME,GrammaticalMarkers::MarkerPositionBinned4 value for ME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
586,MarkerPositionBinned4ForRepetition,GrammaticalMarkers::MarkerPositionBinned4 value for Repetition,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
587,MarkerPositionBinned4ForSpatial,GrammaticalMarkers::MarkerPositionBinned4 value for Spatial,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
588,MarkerPositionBinned4ForMotion,GrammaticalMarkers::MarkerPositionBinned4 value for Motion,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
589,MarkerPositionBinned4ForModality,GrammaticalMarkers::MarkerPositionBinned4 value for Modality,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
590,MarkerPositionBinned4ForDirection,GrammaticalMarkers::MarkerPositionBinned4 value for Direction,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
591,MarkerPositionBinned4ForPosterior,GrammaticalMarkers::MarkerPositionBinned4 value for Posterior,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
592,MarkerPositionBinned4ForControl,GrammaticalMarkers::MarkerPositionBinned4 value for Control,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
593,MarkerPositionBinned4ForQuotative,GrammaticalMarkers::MarkerPositionBinned4 value for Quotative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
594,MarkerPositionBinned4ForReversative,GrammaticalMarkers::MarkerPositionBinned4 value for Reversative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
595,MarkerPositionBinned4ForAffect,GrammaticalMarkers::MarkerPositionBinned4 value for Affect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
596,MarkerPositionBinned4ForAE,GrammaticalMarkers::MarkerPositionBinned4 value for AE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
597,MarkerPositionBinned4ForTAME,GrammaticalMarkers::MarkerPositionBinned4 value for TAME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
598,MarkerPositionBinned4ForConditional,GrammaticalMarkers::MarkerPositionBinned4 value for Conditional,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
599,MarkerPositionBinned4ForPossessor,GrammaticalMarkers::MarkerPositionBinned4 value for Possessor,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
600,MarkerPositionBinned4ForTAE,GrammaticalMarkers::MarkerPositionBinned4 value for TAE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
601,MarkerPositionBinned4ForTN,GrammaticalMarkers::MarkerPositionBinned4 value for TN,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned4
605,MarkerPositionBinned5ForTAM,GrammaticalMarkers::MarkerPositionBinned5 value for TAM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
606,MarkerPositionBinned5ForPolarity,GrammaticalMarkers::MarkerPositionBinned5 value for Polarity,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
607,MarkerPositionBinned5ForVoice,GrammaticalMarkers::MarkerPositionBinned5 value for Voice,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
608,MarkerPositionBinned5ForMood,GrammaticalMarkers::MarkerPositionBinned5 value for Mood,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
609,MarkerPositionBinned5ForValence,GrammaticalMarkers::MarkerPositionBinned5 value for Valence,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
610,MarkerPositionBinned5ForAktionsart,GrammaticalMarkers::MarkerPositionBinned5 value for Aktionsart,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
611,MarkerPositionBinned5ForConnective,GrammaticalMarkers::MarkerPositionBinned5 value for Connective,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
612,MarkerPositionBinned5ForSemistem,GrammaticalMarkers::MarkerPositionBinned5 value for Semistem,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
613,MarkerPositionBinned5ForReferential,GrammaticalMarkers::MarkerPositionBinned5 value for Referential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
614,MarkerPositionBinned5ForCausative,GrammaticalMarkers::MarkerPositionBinned5 value for Causative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
615,MarkerPositionBinned5ForAspect,GrammaticalMarkers::MarkerPositionBinned5 value for Aspect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
616,MarkerPositionBinned5ForTM,GrammaticalMarkers::MarkerPositionBinned5 value for TM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
617,MarkerPositionBinned5ForDeixis,GrammaticalMarkers::MarkerPositionBinned5 value for Deixis,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
618,MarkerPositionBinned5ForMSE,GrammaticalMarkers::MarkerPositionBinned5 value for MSE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
619,MarkerPositionBinned5ForQuantificational,GrammaticalMarkers::MarkerPositionBinned5 value for Quantificational,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
620,MarkerPositionBinned5ForMA,GrammaticalMarkers::MarkerPositionBinned5 value for MA,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
621,MarkerPositionBinned5ForTense,GrammaticalMarkers::MarkerPositionBinned5 value for Tense,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
622,MarkerPositionBinned5ForTA,GrammaticalMarkers::MarkerPositionBinned5 value for TA,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
623,MarkerPositionBinned5ForPotentialis,GrammaticalMarkers::MarkerPositionBinned5 value for Potentialis,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
624,MarkerPositionBinned5ForApplicative,GrammaticalMarkers::MarkerPositionBinned5 value for Applicative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
625,MarkerPositionBinned5ForNumber,GrammaticalMarkers::MarkerPositionBinned5 value for Number,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
626,MarkerPositionBinned5ForReflexiveAndReciprocal,GrammaticalMarkers::MarkerPositionBinned5 value for ReflexiveAndReciprocal,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
627,MarkerPositionBinned5ForVersion,GrammaticalMarkers::MarkerPositionBinned5 value for Version,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
628,MarkerPositionBinned5ForIllocution,GrammaticalMarkers::MarkerPositionBinned5 value for Illocution,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
629,MarkerPositionBinned5ForMTN,GrammaticalMarkers::MarkerPositionBinned5 value for MTN,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
630,MarkerPositionBinned5ForStatus,GrammaticalMarkers::MarkerPositionBinned5 value for Status,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
631,MarkerPositionBinned5ForEvidential,GrammaticalMarkers::MarkerPositionBinned5 value for Evidential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
632,MarkerPositionBinned5ForConstruct,GrammaticalMarkers::MarkerPositionBinned5 value for Construct,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
633,MarkerPositionBinned5ForNominalizer,GrammaticalMarkers::MarkerPositionBinned5 value for Nominalizer,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
634,MarkerPositionBinned5ForHonorificity,GrammaticalMarkers::MarkerPositionBinned5 value for Honorificity,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
635,MarkerPositionBinned5ForFocus,GrammaticalMarkers::MarkerPositionBinned5 value for Focus,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
636,MarkerPositionBinned5ForSwitchReference,GrammaticalMarkers::MarkerPositionBinned5 value for SwitchReference,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
637,MarkerPositionBinned5ForSymmetricalVoice,GrammaticalMarkers::MarkerPositionBinned5 value for SymmetricalVoice,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
638,MarkerPositionBinned5ForRECIP,GrammaticalMarkers::MarkerPositionBinned5 value for RECIP,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
639,MarkerPositionBinned5ForTE,GrammaticalMarkers::MarkerPositionBinned5 value for TE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
640,MarkerPositionBinned5ForReflexive,GrammaticalMarkers::MarkerPositionBinned5 value for Reflexive,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
641,MarkerPositionBinned5ForClassifier,GrammaticalMarkers::MarkerPositionBinned5 value for Classifier,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
642,MarkerPositionBinned5ForME,GrammaticalMarkers::MarkerPositionBinned5 value for ME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
643,MarkerPositionBinned5ForRepetition,GrammaticalMarkers::MarkerPositionBinned5 value for Repetition,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
644,MarkerPositionBinned5ForSpatial,GrammaticalMarkers::MarkerPositionBinned5 value for Spatial,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
645,MarkerPositionBinned5ForMotion,GrammaticalMarkers::MarkerPositionBinned5 value for Motion,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
646,MarkerPositionBinned5ForModality,GrammaticalMarkers::MarkerPositionBinned5 value for Modality,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
647,MarkerPositionBinned5ForDirection,GrammaticalMarkers::MarkerPositionBinned5 value for Direction,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
648,MarkerPositionBinned5ForPosterior,GrammaticalMarkers::MarkerPositionBinned5 value for Posterior,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
649,MarkerPositionBinned5ForControl,GrammaticalMarkers::MarkerPositionBinned5 value for Control,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
650,MarkerPositionBinned5ForQuotative,GrammaticalMarkers::MarkerPositionBinned5 value for Quotative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
651,MarkerPositionBinned5ForReversative,GrammaticalMarkers::MarkerPositionBinned5 value for Reversative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
652,MarkerPositionBinned5ForAffect,GrammaticalMarkers::MarkerPositionBinned5 value for Affect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
653,MarkerPositionBinned5ForAE,GrammaticalMarkers::MarkerPositionBinned5 value for AE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
654,MarkerPositionBinned5ForTAME,GrammaticalMarkers::MarkerPositionBinned5 value for TAME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
655,MarkerPositionBinned5ForConditional,GrammaticalMarkers::MarkerPositionBinned5 value for Conditional,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
656,MarkerPositionBinned5ForPossessor,GrammaticalMarkers::MarkerPositionBinned5 value for Possessor,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
657,MarkerPositionBinned5ForTAE,GrammaticalMarkers::MarkerPositionBinned5 value for TAE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
658,MarkerPositionBinned5ForTN,GrammaticalMarkers::MarkerPositionBinned5 value for TN,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),value-list,1,"""string""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerPositionBinned5
662,MarkerHasPreposedExponentForTAM,GrammaticalMarkers::MarkerHasPreposedExponent value for TAM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
663,MarkerHasPreposedExponentForPolarity,GrammaticalMarkers::MarkerHasPreposedExponent value for Polarity,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
664,MarkerHasPreposedExponentForVoice,GrammaticalMarkers::MarkerHasPreposedExponent value for Voice,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
665,MarkerHasPreposedExponentForMood,GrammaticalMarkers::MarkerHasPreposedExponent value for Mood,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
666,MarkerHasPreposedExponentForValence,GrammaticalMarkers::MarkerHasPreposedExponent value for Valence,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
667,MarkerHasPreposedExponentForAktionsart,GrammaticalMarkers::MarkerHasPreposedExponent value for Aktionsart,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
668,MarkerHasPreposedExponentForConnective,GrammaticalMarkers::MarkerHasPreposedExponent value for Connective,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
669,MarkerHasPreposedExponentForSemistem,GrammaticalMarkers::MarkerHasPreposedExponent value for Semistem,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
670,MarkerHasPreposedExponentForReferential,GrammaticalMarkers::MarkerHasPreposedExponent value for Referential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
671,MarkerHasPreposedExponentForCausative,GrammaticalMarkers::MarkerHasPreposedExponent value for Causative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
672,MarkerHasPreposedExponentForAspect,GrammaticalMarkers::MarkerHasPreposedExponent value for Aspect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
673,MarkerHasPreposedExponentForTM,GrammaticalMarkers::MarkerHasPreposedExponent value for TM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
674,MarkerHasPreposedExponentForDeixis,GrammaticalMarkers::MarkerHasPreposedExponent value for Deixis,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
675,MarkerHasPreposedExponentForMSE,GrammaticalMarkers::MarkerHasPreposedExponent value for MSE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
676,MarkerHasPreposedExponentForQuantificational,GrammaticalMarkers::MarkerHasPreposedExponent value for Quantificational,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
677,MarkerHasPreposedExponentForMA,GrammaticalMarkers::MarkerHasPreposedExponent value for MA,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
