LID,Glottocode,Language,CaseMarkerMorphemeType,TenseMarkerMorphemeType,NegationMarkerMorphemeType,NounPluralMarkerMorphemeType,CaseMarkerIsPersonPortmanteau,TenseMarkerIsPersonPortmanteau,NegationMarkerIsPersonPortmanteau,NounPluralMarkerIsPersonPortmanteau,CaseMarkerHostRestriction,TenseMarkerHostRestriction,NegationMarkerHostRestriction,NounPluralMarkerHostRestriction,CaseMarkerFusion,TenseMarkerFusion,NegationMarkerFusion,NounPluralMarkerFusion,CaseMarkerFusionBinned6,TenseMarkerFusionBinned6,NegationMarkerFusionBinned6,NounPluralMarkerFusionBinned6,CaseMarkerFusionIsIsolating,TenseMarkerFusionIsIsolating,NegationMarkerFusionIsIsolating,NounPluralMarkerFusionIsIsolating,CaseMarkerFusionIsNonlinear,TenseMarkerFusionIsNonlinear,NegationMarkerFusionIsNonlinear,NounPluralMarkerFusionIsNonlinear,CaseMarkerFusionIsReduplicative,TenseMarkerFusionIsReduplicative,NegationMarkerFusionIsReduplicative,NounPluralMarkerFusionIsReduplicative,CaseMarkerFusionIsTonal,TenseMarkerFusionIsTonal,NegationMarkerFusionIsTonal,NounPluralMarkerFusionIsTonal,CaseMarkerStemFlexivity,TenseMarkerStemFlexivity,NegationMarkerStemFlexivity,NounPluralMarkerStemFlexivity,CaseMarkerFormativeFlexivity,TenseMarkerFormativeFlexivity,NegationMarkerFormativeFlexivity,NounPluralMarkerFormativeFlexivity,CaseMarkerPosition,TenseMarkerPosition,NegationMarkerPosition,NounPluralMarkerPosition,CaseMarkerPositionBinned4,TenseMarkerPositionBinned4,NegationMarkerPositionBinned4,NounPluralMarkerPositionBinned4,CaseMarkerPositionBinned5,TenseMarkerPositionBinned5,NegationMarkerPositionBinned5,NounPluralMarkerPositionBinned5,CaseMarkerHasPreposedExponent,TenseMarkerHasPreposedExponent,NegationMarkerHasPreposedExponent,NounPluralMarkerHasPreposedExponent,CaseMarkerHasPreposedDefaultExponent,TenseMarkerHasPreposedDefaultExponent,NegationMarkerHasPreposedDefaultExponent,NounPluralMarkerHasPreposedDefaultExponent,CaseMarkerHasPostposedExponent,TenseMarkerHasPostposedExponent,NegationMarkerHasPostposedExponent,NounPluralMarkerHasPostposedExponent,CaseMarkerHasMultipleExponents,TenseMarkerHasMultipleExponents,NegationMarkerHasMultipleExponents,NounPluralMarkerHasMultipleExponents,CaseMarkerHasMultipleDefaultExponents,TenseMarkerHasMultipleDefaultExponents,NegationMarkerHasMultipleDefaultExponents,NounPluralMarkerHasMultipleDefaultExponents,CaseMarkerBehavior,TenseMarkerBehavior,NegationMarkerBehavior,NounPluralMarkerBehavior,CaseMarkerBehaviorBinned4,TenseMarkerBehaviorBinned4,NegationMarkerBehaviorBinned4,NounPluralMarkerBehaviorBinned4,CaseMarkerBehaviorIsSpreading,TenseMarkerBehaviorIsSpreading,NegationMarkerBehaviorIsSpreading,NounPluralMarkerBehaviorIsSpreading,CaseMarkerExpressedCategoriesCount,TenseMarkerExpressedCategoriesCount,NegationMarkerExpressedCategoriesCount,NounPluralMarkerExpressedCategoriesCount,CaseMarkerExpressesMultipleCategories,TenseMarkerExpressesMultipleCategories,NegationMarkerExpressesMultipleCategories,NounPluralMarkerExpressesMultipleCategories
421,yoru1245,Yoruba,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,isolating,isolating,isolating,,isolating,isolating,isolating,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,,,prae,prae,prae,,prae,prae,prae,,prae,prae,prae,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,initial,,,,initial,,,FALSE,FALSE,1,1,2,1,FALSE,FALSE,TRUE,FALSE
10,west2632,Acoma,,,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,concatenative,isolating_then_concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,cat-based,lex-based,,prae,circum,post,,prae,in/simul,post,,prae,simul,post,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,,,inert,,,,,,,,FALSE,1,3,2,1,FALSE,TRUE,TRUE,FALSE
456,west2369,Persian,formative,,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,lex-based,none,,,,none,,post,post,prae,post,post,post,prae,post,post,post,prae,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,inert,,,,,,,FALSE,FALSE,1,1,1,1,FALSE,FALSE,FALSE,FALSE
512,apur1254,Apurina,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,cat-based,,post,prae,post,,post,prae,post,,post,prae,post,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,inert,,,,,,,FALSE,FALSE,0,1,1,1,FALSE,FALSE,FALSE,FALSE
159,lang1324,Lango,,,PoSWd,formative,FALSE,,FALSE,FALSE,restricted,,restricted,restricted,,,isolating,replacive,,,isolating,replacive,,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,lex-based,,prae,prae,post,,prae,prae,post,,prae,prae,post,,,TRUE,FALSE,,,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,spreading,,,,spreading,,,FALSE,TRUE,1,,1,1,FALSE,,FALSE,FALSE
502,nucl1301,Turkish,formative,formative,,,FALSE,FALSE,,,,restricted,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,none,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,inert,,,final,,,,FALSE,FALSE,,,1,1,,,FALSE,FALSE,,
149,goon1238,Kuniyanti,formative,,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,,,concatenative,isolating_or_concatenative,isolating,concatenative,concatenative,concatenative,isolating,concatenative,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,,none,,none,,none,,post,prae,prae,post,post,prae,prae,post,post,prae,prae,post,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,flexible,,,flexible,,,,,FALSE,,,FALSE,1,1,0,1,FALSE,FALSE,FALSE,FALSE
112,imon1245,Imonda,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative,concatenative,isolating_then_concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,none,,,,none,,post,post,circum,post,post,post,in/simul,post,post,post,simul,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,inert,inert,,,,,,,FALSE,FALSE,1,1,1,0,FALSE,FALSE,FALSE,FALSE
515,bagi1246,Bagirmi,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,isolating,concatenative,,concatenative,isolating,concatenative,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,,,,post,post,,,post,post,,,post,post,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,inert,final,,,,final,,,FALSE,FALSE,0,3,1,1,FALSE,TRUE,FALSE,FALSE
378,tiwi1244,Tiwi,,,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,,concatenative,isolating,concatenative,,concatenative,isolating,concatenative,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,lex-based,,,,lex-based,,prae,prae,post,,prae,prae,post,,prae,prae,post,,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,initial,,,,initial,,,,FALSE,,0,0,1,1,FALSE,FALSE,FALSE,FALSE
179,mart1255,Martuthunira,formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,concatenative,concatenative,isolating,,concatenative,concatenative,isolating,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,,,,lex-based,,,,post,post,prae,post,post,post,prae,post,post,post,prae,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spreading,,initial,,spreading,,initial,,TRUE,,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
438,maib1239,Maybrat,,,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,,,isolating,,,,isolating,,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,none,,,,none,,,,post,,,,post,,,,post,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,final,,,,final,,,,FALSE,,1,0,1,0,FALSE,FALSE,FALSE,FALSE
497,supy1237,Supyire,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,isolating,isolating,concatenative,,isolating,isolating,concatenative,,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,,,,none,,,,post,post,post,,post,post,post,,post,post,post,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,initial,final,,,initial,final,,,FALSE,FALSE,,1,1,1,2,FALSE,FALSE,FALSE,TRUE
501,mani1292,Meithei,formative,formative,,,FALSE,FALSE,,,,,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,,,,none,,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,inert,,,final,,,,FALSE,FALSE,,,1,1,,,FALSE,FALSE,,
564,rapa1244,Rapanui,formative,formative,,,FALSE,FALSE,,,restricted,restricted,,,isolating,isolating,,,isolating,isolating,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,none,,,prae,prae,,,prae,prae,,,prae,prae,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,,,,,,,,FALSE,,,1,1,,,FALSE,FALSE,,
576,wari1268,Wari,,PoSWd,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,isolating,concatenative,,,isolating,concatenative,,,TRUE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,cat-based,cat-based,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,,,,,,,,FALSE,,1,3,1,0,FALSE,TRUE,FALSE,FALSE
384,tuka1249,Tukang Besi,formative,formative,PoSWd,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,isolating,concatenative,isolating,,isolating,concatenative,isolating,,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,,none,,none,,none,,prae,prae,prae,,prae,prae,prae,,prae,prae,prae,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,initial,inert,initial,,initial,,initial,,FALSE,FALSE,FALSE,,2,4,1,0,TRUE,TRUE,FALSE,FALSE
333,pira1253,Pirahã,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,none,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,inert,inert,,,,,,,FALSE,FALSE,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
98,haus1257,Hausa,,formative,,formative,FALSE,FALSE,,FALSE,restricted,restricted,,,,isolating,,concatenative,,isolating,,concatenative,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,cat-based,,,,none,,lex-based,,prae,,in/post,,prae,,split,,prae,,split,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,inert,,inert,,,,,,FALSE,,FALSE,0,1,,1,FALSE,FALSE,,FALSE
77,fiji1243,Fijian (Boumaa),,formative,PoSWd,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,isolating,isolating,,,isolating,isolating,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,none,,,prae,post,,,prae,post,,,prae,post,,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,inert,initial,,,,initial,,,FALSE,FALSE,,0,1,1,0,FALSE,FALSE,FALSE,FALSE
500,hmon1264,Hmong Njua,,formative,formative,,FALSE,FALSE,FALSE,,restricted,restricted,restricted,,,isolating,isolating,,,isolating,isolating,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,none,,,post,prae,,,post,prae,,,post,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,inert,,,final,,,,FALSE,FALSE,,0,1,1,,FALSE,FALSE,FALSE,
569,stan1288,Spanish,PoSWd,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,lex-based,none,,none,cat-based,none,,prae,post,prae,simul,prae,post,prae,in/simul,prae,post,prae,simul,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,initial,inert,initial,,initial,,initial,,FALSE,FALSE,FALSE,,1,4,1,0,FALSE,TRUE,FALSE,FALSE
210,wang1291,Ngiyambaa,formative,formative,,,FALSE,FALSE,,FALSE,restricted,,,restricted,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,,,,none,,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,spreading,,,,spreading,,,,TRUE,,,,1,1,,0,FALSE,FALSE,,FALSE
199,nama1264,Nama,formative,formative,PoSWd,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,concatenative,isolating,isolating,concatenative,concatenative,isolating,isolating,concatenative,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,,none,,none,,cat-based,cat-based,post,prae,post,post,post,prae,post,post,post,prae,post,post,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,final,inert,on head,inert,final,,on head,,FALSE,FALSE,FALSE,FALSE,1,1,1,2,FALSE,FALSE,FALSE,TRUE
504,greb1256,Grebo,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,concatenative,isolating,concatenative,,concatenative,isolating,concatenative,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,both,lex-based,,,none,lex-based,lex-based,,,simul,post,,,in/simul,post,,,simul,post,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,TRUE,,,TRUE,FALSE,,,TRUE,FALSE,,inert,inert,inert,,,,,,FALSE,FALSE,FALSE,0,1,1,1,FALSE,FALSE,FALSE,FALSE
503,yaqu1251,Yaqui,formative,formative,,,FALSE,FALSE,,,semi-restricted,restricted,,,concatenative_or_suppletive,concatenative,,,,concatenative,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,,,,,,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,spreading,inert,,,spreading,,,,TRUE,FALSE,,,2,1,,,TRUE,FALSE,,
186,sanm1295,Mixtec (Chalcatongo),,formative,formative,formative,,FALSE,FALSE,FALSE,,,restricted,,,concatenative,concatenative,isolating,,concatenative,concatenative,isolating,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,none,,,prae,prae,,,prae,prae,,,prae,prae,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,final,,,,final,,,FALSE,FALSE,,1,1,1,,FALSE,FALSE,FALSE
26,casu1237,Asmat,,formative,,,FALSE,FALSE,,FALSE,restricted,,,restricted,,concatenative,,,,concatenative,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,FALSE,FALSE,,FALSE
150,kute1249,Kutenai,formative,formative,,,FALSE,FALSE,,,,,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,,prae,,,,prae,,,,prae,,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,,2,1,,,TRUE,FALSE,,
461,onei1249,Oneida,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,none,,,cat-based,cat-based,lex-based,,prae,prae,post,,prae,prae,post,,prae,prae,post,,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,inert,inert,inert,,,,,,FALSE,FALSE,FALSE,0,1,1,1,FALSE,FALSE,FALSE,FALSE
130,west2599,Kewa,formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,none,none,,none,none,none,,post,post,prae,,post,post,prae,,post,post,prae,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,final,inert,initial,,final,,initial,,FALSE,FALSE,FALSE,,1,5,1,0,FALSE,TRUE,FALSE,FALSE
496,indo1316,Indonesian,,formative,,formative,FALSE,FALSE,,FALSE,restricted,,,,,isolating,,reduplicative,,isolating,,reduplicative,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,,,,,,,,,prae,,,,prae,,,,prae,,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,inert,,,,,,,,FALSE,,,0,1,,1,FALSE,FALSE,,FALSE
181,maun1240,Mawng,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,isolating,isolating,,concatenative,isolating,isolating,,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,,,post,prae,prae,,post,prae,prae,,post,prae,prae,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,initial,,,,initial,,,,FALSE,,1,1,1,2,FALSE,FALSE,FALSE,TRUE
327,paiw1248,Paiwan,formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,,,restricted,,isolating,concatenative,isolating,,isolating,concatenative,isolating,,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,none,,,,none,,prae,post,prae,in,prae,post,prae,in/simul,prae,post,prae,in,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,inert,,initial,,,,initial,,FALSE,,FALSE,,2,1,1,1,TRUE,FALSE,FALSE,FALSE
493,bara1380,Barasano,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,lex-based,post,post,post,post,post,post,post,post,post,post,post,post,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
454,rama1270,Rama,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,restricted,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,post,post,post,post,post,post,post,post,post,post,post,post,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,final,,,,final,,,FALSE,FALSE,1,1,1,1,FALSE,FALSE,FALSE,FALSE
460,popt1235,Jacaltec,,formative,,formative,FALSE,FALSE,,FALSE,restricted,,,,,concatenative,,isolating,,concatenative,,isolating,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,,lex-based,,prae,,prae,,prae,,prae,,prae,,prae,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,inert,,,,,,,,FALSE,0,1,,1,FALSE,FALSE,,FALSE
494,viet1252,Vietnamese,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,semi-restricted,restricted,restricted,,isolating,isolating,,,isolating,isolating,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,none,none,,,none,none,,,,prae,prae,,,prae,prae,,,prae,prae,,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,inert,,,,,,,,FALSE,,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
505,daga1275,Daga,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,restricted,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,,,,lex-based,,,,post,prae,,,post,prae,,,post,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,inert,inert,,,,,,,FALSE,FALSE,,0,4,1,0,FALSE,TRUE,FALSE,FALSE
498,mezq1235,Otomi (Mezquital),,formative,formative,,FALSE,FALSE,FALSE,,restricted,,restricted,,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,prae,prae,,,prae,prae,,,prae,prae,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,initial,,,,initial,,,,FALSE,,0,3,1,,FALSE,TRUE,FALSE,
463,nucl1310,Burmese,formative,formative,formative,,FALSE,FALSE,FALSE,,restricted,restricted,restricted,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,none,,,none,,,,post,post,prae,,post,post,prae,,post,post,prae,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,final,inert,inert,,final,,,,FALSE,FALSE,FALSE,,2,1,1,,TRUE,FALSE,FALSE,
553,luva1239,Luvale,,formative,,formative,FALSE,FALSE,,FALSE,restricted,restricted,,,,concatenative,,concatenative,,concatenative,,concatenative,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,none,,,,none,,,,post,,prae,,post,,prae,,post,,prae,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,inert,,inert,,,,,,FALSE,,FALSE,0,1,,2,FALSE,FALSE,,TRUE
