LID,Glottocode,Language,CaseMarkerMorphemeType,TenseMarkerMorphemeType,NegationMarkerMorphemeType,NounPluralMarkerMorphemeType,CaseMarkerIsPersonPortmanteau,TenseMarkerIsPersonPortmanteau,NegationMarkerIsPersonPortmanteau,NounPluralMarkerIsPersonPortmanteau,CaseMarkerHostRestriction,TenseMarkerHostRestriction,NegationMarkerHostRestriction,NounPluralMarkerHostRestriction,CaseMarkerFusion,TenseMarkerFusion,NegationMarkerFusion,NounPluralMarkerFusion,CaseMarkerFusionBinned6,TenseMarkerFusionBinned6,NegationMarkerFusionBinned6,NounPluralMarkerFusionBinned6,CaseMarkerFusionIsIsolating,TenseMarkerFusionIsIsolating,NegationMarkerFusionIsIsolating,NounPluralMarkerFusionIsIsolating,CaseMarkerFusionIsNonlinear,TenseMarkerFusionIsNonlinear,NegationMarkerFusionIsNonlinear,NounPluralMarkerFusionIsNonlinear,CaseMarkerFusionIsReduplicative,TenseMarkerFusionIsReduplicative,NegationMarkerFusionIsReduplicative,NounPluralMarkerFusionIsReduplicative,CaseMarkerFusionIsTonal,TenseMarkerFusionIsTonal,NegationMarkerFusionIsTonal,NounPluralMarkerFusionIsTonal,CaseMarkerStemFlexivity,TenseMarkerStemFlexivity,NegationMarkerStemFlexivity,NounPluralMarkerStemFlexivity,CaseMarkerFormativeFlexivity,TenseMarkerFormativeFlexivity,NegationMarkerFormativeFlexivity,NounPluralMarkerFormativeFlexivity,CaseMarkerPosition,TenseMarkerPosition,NegationMarkerPosition,NounPluralMarkerPosition,CaseMarkerPositionBinned4,TenseMarkerPositionBinned4,NegationMarkerPositionBinned4,NounPluralMarkerPositionBinned4,CaseMarkerPositionBinned5,TenseMarkerPositionBinned5,NegationMarkerPositionBinned5,NounPluralMarkerPositionBinned5,CaseMarkerHasPreposedExponent,TenseMarkerHasPreposedExponent,NegationMarkerHasPreposedExponent,NounPluralMarkerHasPreposedExponent,CaseMarkerHasPreposedDefaultExponent,TenseMarkerHasPreposedDefaultExponent,NegationMarkerHasPreposedDefaultExponent,NounPluralMarkerHasPreposedDefaultExponent,CaseMarkerHasPostposedExponent,TenseMarkerHasPostposedExponent,NegationMarkerHasPostposedExponent,NounPluralMarkerHasPostposedExponent,CaseMarkerHasMultipleExponents,TenseMarkerHasMultipleExponents,NegationMarkerHasMultipleExponents,NounPluralMarkerHasMultipleExponents,CaseMarkerHasMultipleDefaultExponents,TenseMarkerHasMultipleDefaultExponents,NegationMarkerHasMultipleDefaultExponents,NounPluralMarkerHasMultipleDefaultExponents,CaseMarkerBehavior,TenseMarkerBehavior,NegationMarkerBehavior,NounPluralMarkerBehavior,CaseMarkerBehaviorBinned4,TenseMarkerBehaviorBinned4,NegationMarkerBehaviorBinned4,NounPluralMarkerBehaviorBinned4,CaseMarkerBehaviorIsSpreading,TenseMarkerBehaviorIsSpreading,NegationMarkerBehaviorIsSpreading,NounPluralMarkerBehaviorIsSpreading,CaseMarkerExpressedCategoriesCount,TenseMarkerExpressedCategoriesCount,NegationMarkerExpressedCategoriesCount,NounPluralMarkerExpressedCategoriesCount,CaseMarkerExpressesMultipleCategories,TenseMarkerExpressesMultipleCategories,NegationMarkerExpressesMultipleCategories,NounPluralMarkerExpressesMultipleCategories
132,kiow1266,Kiowa,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,isolating_then_concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,lex-based,lex-based,,,,circum,post,,,in/simul,post,,,simul,post,,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,TRUE,,,TRUE,FALSE,,,TRUE,FALSE,,,on head and initial,,,,initial,,,,FALSE,,0,1,2,1,FALSE,FALSE,TRUE,FALSE
86,nucl1302,Georgian,,formative,formative,formative,,FALSE,FALSE,FALSE,,,restricted,,,concatenative,isolating,concatenative,,concatenative,isolating,concatenative,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,cat-based,none,,,,none,lex-based,,post,prae,post,,post,prae,post,,post,prae,post,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,,3,1,1,,TRUE,FALSE,FALSE
141,kore1280,Korean,formative,formative,,formative,FALSE,FALSE,FALSE,FALSE,,,,,concatenative,concatenative,,concatenative,concatenative,concatenative,,concatenative,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,post,post,,post,post,post,,post,post,post,,post,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,inert,,,,,,,,FALSE,1,1,0,1,FALSE,FALSE,FALSE,FALSE
491,mala1537,Malagasy,formative,formative,,,FALSE,FALSE,,,restricted,restricted,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,cat-based,,,post,prae,,,post,prae,,,post,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,initial,inert,,,initial,,,,FALSE,FALSE,,,1,1,,,FALSE,FALSE,,
40,buru1296,Burushaski,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,,,,none,,,,post,post,prae,post,post,post,prae,post,post,post,prae,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,final,inert,inert,,final,,,,FALSE,FALSE,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
156,lako1247,Lakhota,,formative,,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,isolating_or_concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,none,,,post,post,post,,post,post,post,,post,post,post,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,inert,inert,,,,,,,FALSE,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
492,copa1236,Zoque (Copainalá),formative,formative,,formative,FALSE,FALSE,,FALSE,,,,,concatenative,concatenative,,concatenative,concatenative,concatenative,,concatenative,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,post,post,,post,post,post,,post,post,post,,post,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,initial,,,,initial,,,,FALSE,1,1,,1,FALSE,FALSE,,FALSE
180,wich1263,Mataco,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,isolating,concatenative,,,isolating,concatenative,,,TRUE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,cat-based,,,post,prae,post,,post,prae,post,,post,prae,post,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
550,lavu1241,Lavukaleve,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,none,lex-based,,post,post,post,,post,post,post,,post,post,post,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
173,mang1381,Mangarayi,formative,formative,,formative,FALSE,FALSE,,FALSE,,,,,concatenative,concatenative,,concatenative,concatenative,concatenative,,concatenative,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,,lex-based,,,lex-based,prae,post,,post,prae,post,,post,prae,post,,post,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,inert,,,,,,,,FALSE,1,2,,1,FALSE,TRUE,,FALSE
577,wich1260,Wichita,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,simul,prae,,,in/simul,prae,,,simul,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,,initial,,,,initial,,,,FALSE,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
411,wasc1239,Wishram,,formative,,,FALSE,FALSE,FALSE,FALSE,restricted,,,,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,prae,prae,prae,,prae,prae,prae,,prae,prae,prae,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,,,,,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
61,lowe1415,Dani (Lower Grand Valley),,formative,formative,,,FALSE,FALSE,,,,restricted,,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,post,prae,,,post,prae,,,post,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,,,,,,,,FALSE,,,1,1,,,FALSE,FALSE,
324,east2652,Oromo,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative_or_suppletive,concatenative,isolating_then_concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,none,,none,,lex-based,,cat-based,,post,,circum,post,post,,in/simul,post,post,,simul,post,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,,,inert,,,,,,,,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
526,epen1239,Epena Pedee,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,concatenative,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,cat-based,,cat-based,post,post,post,post,post,post,post,post,post,post,post,post,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,final,,,,final,,,FALSE,FALSE,1,1,1,1,FALSE,FALSE,FALSE,FALSE
356,sout2985,Miwok (Southern Sierra),formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,,,,,concatenative,concatenative,isolating,,concatenative,concatenative,isolating,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,none,,,,none,,post,post,prae,post,post,post,prae,post,post,post,prae,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,1,1,0,1,FALSE,FALSE,FALSE,FALSE
47,cayu1262,Cayuvava,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,,,,,prae,prae,prae,,prae,prae,prae,,prae,prae,prae,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,inert,initial,,,,initial,,,FALSE,FALSE,0,1,1,2,FALSE,FALSE,FALSE,TRUE
527,even1259,Evenki,formative,formative,,,FALSE,FALSE,,,restricted,,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,,,,none,,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,,,,final,,,,FALSE,,,,2,1,,,TRUE,FALSE,,
357,squa1248,Squamish,,formative,PoSWd,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,concatenative,isolating,reduplicative,,concatenative,isolating,reduplicative,,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,,none,,,,none,,,prae,prae,prae,,prae,prae,prae,,prae,prae,prae,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,initial,,,,initial,,,,FALSE,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
428,yuro1248,Yurok,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,none,,,prae,prae,,,prae,prae,,,prae,prae,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,initial,,,,initial,,,,FALSE,,0,1,3,0,FALSE,FALSE,TRUE,FALSE
469,awac1239,Awa Pit,formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,concatenative,concatenative,isolating_then_concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,none,,,,lex-based,,,,post,post,circum,,post,post,in/simul,,post,post,simul,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,,,inert,,,,,,,,FALSE,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
205,nene1249,Nenets (Tundra),formative,formative,PoSWd,,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative,concatenative,isolating,,concatenative,concatenative,isolating,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,cat-based,,none,,,,none,,post,post,circum,post,post,post,in/simul,post,post,post,simul,post,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,inert,,,,,,,,FALSE,,2,1,1,1,TRUE,FALSE,FALSE,FALSE
518,brah1256,Brahui,formative,formative,,,FALSE,FALSE,,,restricted,restricted,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,none,none,,,none,cat-based,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,inert,,,final,,,,FALSE,FALSE,,,1,4,,,FALSE,TRUE,,
568,sout2982,Pomo (Southeastern),formative,,,,FALSE,FALSE,,,semi-restricted,,,,concatenative_or_suppletive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post,,,,post,,,,post,,,,FALSE,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,,,1,0,,,FALSE,FALSE,,
414,yagu1244,Yagua,,,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,,,concatenative,isolating,concatenative,,concatenative,isolating,concatenative,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,none,,none,,none,,none,,,post,prae,post,,post,prae,post,,post,prae,post,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,initial,,,,initial,,,,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
535,nucl1305,Kannada,formative,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,,,restricted,restricted,concatenative,concatenative,isolating,concatenative,concatenative,concatenative,isolating,concatenative,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,none,,,,none,lex-based,post,post,post,post,post,post,post,post,post,post,post,post,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,on head,inert,,,on head,,,,FALSE,FALSE,1,1,1,1,FALSE,FALSE,FALSE,FALSE
525,ekar1243,Ekari,,formative,formative,,FALSE,FALSE,FALSE,,restricted,,restricted,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,post,prae,,,post,prae,,,post,prae,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,,,,,,,,FALSE,,0,1,1,,FALSE,FALSE,FALSE,
20,amel1241,Amele,,formative,,formative,FALSE,FALSE,FALSE,FALSE,restricted,,,semi-restricted,,concatenative,,concatenative,,concatenative,,concatenative,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,cat-based,,,,cat-based,,,,post,,post,,post,,post,,post,,post,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,,,inert,,,,,,,,FALSE,1,1,0,1,FALSE,FALSE,FALSE,FALSE
43,cane1242,Canela-Krahô,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,concatenative,isolating,isolating,,concatenative,isolating,isolating,,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,none,,,,post,,,,post,,,,post,,,,FALSE,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,final,,,,final,,,,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
125,karo1304,Karok,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,isolating,,,concatenative,isolating,,,FALSE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,cat-based,,,post,prae,post,,post,prae,post,,post,prae,post,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,on head,,,,on head,,,,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
101,hixk1239,Hixkaryana,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,none,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,inert,,,,,,,,FALSE,,1,1,1,0,FALSE,FALSE,FALSE,FALSE
162,lezg1247,Lezgi,formative,formative,formative,,FALSE,FALSE,FALSE,FALSE,,,restricted,,concatenative,concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,both,none,,,,none,,post,post,post,post,post,post,post,post,post,post,post,post,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,inert,,,,,,,,FALSE,,1,1,1,1,FALSE,FALSE,FALSE,FALSE
499,buki1249,Bukiyip,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,concatenative,isolating_then_concatenative,concatenative,,concatenative,concatenative,concatenative,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,cat-based,lex-based,,prae,circum (prae),post,,prae,in/simul,post,,prae,simul,post,,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,,inert,spreading,,,,spreading,,,FALSE,TRUE,0,1,1,1,FALSE,FALSE,FALSE,FALSE
511,kala1399,Greenlandic Eskimo (West),formative,formative,,,FALSE,FALSE,,,,,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,post,post,,,post,post,,,post,post,,,FALSE,FALSE,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,final,,,,final,,,,FALSE,,,,2,1,,,TRUE,FALSE,,
642,egyp1253,Arabic (Egyptian),,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,ablaut,isolating_then_concatenative,,,stem,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,,,,,,,,in,circum,in/post,,in/simul,in/simul,split,,in,simul,split,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,,FALSE,TRUE,,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,,inert,,,,,,,,FALSE,,0,5,1,1,FALSE,TRUE,FALSE,FALSE
495,kron1241,Krongo,,formative,,formative,FALSE,FALSE,,FALSE,restricted,restricted,,,,concatenative,,concatenative,,concatenative,,concatenative,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,none,,,,lex-based,,,,prae,,prae/circum,,prae,,split,,prae,,split,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,inert,,,,,,,,FALSE,,,0,1,,3,FALSE,FALSE,,TRUE
583,hebr1245,Hebrew (Modern),,formative,,,FALSE,FALSE,,,restricted,,,,,ablaut,,,,stem,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,lex-based,,,,lex-based,,,,in,,,,in/simul,,,,in,,,,FALSE,,,,FALSE,,,,,,,,FALSE,,,,FALSE,,,,inert,,,,,,,,FALSE,,,0,5,,,FALSE,TRUE,,
533,imba1240,Quechua (Imbabura),formative,formative,,formative,FALSE,FALSE,,FALSE,restricted,,,,concatenative,concatenative,,concatenative,concatenative,concatenative,,concatenative,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,post,,,post,post,,,post,post,,,post,FALSE,,,FALSE,FALSE,,,FALSE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,inert,,,,,,,,FALSE,,,,1,1,,0,FALSE,FALSE,,FALSE
443,koyr1240,Songhai (Koyra Chiini),,formative,PoSWd,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,isolating,isolating,isolating,,isolating,isolating,isolating,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,none,,,,none,,,prae,prae,post,,prae,prae,post,,prae,prae,post,,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,initial,final,,,initial,final,,,FALSE,FALSE,0,2,1,1,FALSE,TRUE,FALSE,FALSE
433,gily1242,Nivkh,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,restricted,restricted,,,concatenative,concatenative,,,concatenative,concatenative,,,FALSE,FALSE,,,TRUE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,,none,,,,none,,,post,post,post,,post,post,post,,post,post,post,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,inert,inert,,,,,,,FALSE,FALSE,,0,1,1,1,FALSE,FALSE,FALSE,FALSE
643,sout2778,Kisi,,formative,formative,formative,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,,,tonal,tonal_or_ablaut_then_isolating,concatenative,,tonal,stem,concatenative,,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,none,,,,none,lex-based,,,simul,post,,,in/simul,post,,,simul,post,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,TRUE,,,TRUE,FALSE,,,TRUE,FALSE,,,on head and final,inert,,,final,,,,FALSE,FALSE,0,1,2,2,FALSE,FALSE,TRUE,TRUE
109,iauu1242,Iau,,formative,formative,,FALSE,FALSE,FALSE,FALSE,restricted,,restricted,restricted,,tonal,isolating,,,tonal,isolating,,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,TRUE,FALSE,,,,none,,,,none,,,,post,,,,post,,,,post,,,,FALSE,,,,FALSE,,,,TRUE,,,,FALSE,,,,FALSE,,,,inert,,,,,,,,FALSE,,0,1,1,0,FALSE,FALSE,FALSE,FALSE
644,kari1255,Kiriri (Kipea),formative,,,formative,FALSE,,,FALSE,,,,,isolating,,,isolating,isolating,,,isolating,TRUE,,,TRUE,TRUE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,,,,,,,,,prae,,,post,prae,,,post,prae,,,post,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,,,,,,,,,,,,,1,,,1,FALSE,,,FALSE
