LID,Glottocode,Language,NPHasAgreement,NPHasConstructMarkers,NPHasGovernment,NPHasOvertMarking,NPHasAdjAgreement,NPHasAdjConstructMarkers,NPHasAdjGovernment,NPHasAdjOvertMarking
1187,kash1274,Kashubian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1207,czec1258,Czech,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1263,dido1241,Tsez,,TRUE,,TRUE,,TRUE,,TRUE
1288,even1259,Solon,,,,FALSE,,,,FALSE
1295,stan1295,German (Berlin),TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1310,swis1247,German (Zurich),FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1341,kalm1243,Kalmyk,,,,FALSE,,,,FALSE
1343,oira1263,Oirat,,,,FALSE,,,,FALSE
1351,dolg1241,Dolgan,,,,FALSE,,,,FALSE
1375,dani1285,Danish,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1415,swed1254,Swedish (Västerbotten),TRUE,,,TRUE,TRUE,,,TRUE
1416,daur1238,Dagur,,,,FALSE,,,,FALSE
1428,taly1247,Talysh (Azerbaijan),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1440,dutc1256,Dutch,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1480,esto1258,Estonian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1498,west2354,Frisian (Western),FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1516,gaga1249,Gagauz,,,,FALSE,,,,FALSE
1519,bora1271,Oromo (Boraana),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1528,gude1246,Gude,,,TRUE,TRUE,,,TRUE,TRUE
1531,ghod1238,Godoberi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1542,hinu1240,Hinuq,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1550,gali1258,Galician,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1666,ingr1248,Izhor,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1695,kara1467,Karakalpak,,,,FALSE,,,,FALSE
1700,bezh1248,Bezhta,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1705,kaza1248,Kazakh,,,,FALSE,,,,FALSE
1725,kirg1245,Kirghiz,,,,FALSE,,,,FALSE
1726,kara1464,Karaim,TRUE,,,TRUE,,,,FALSE
1763,khak1248,Khakas,,,,FALSE,,,,FALSE
1807,kara1474,Karata,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1808,kory1246,Koryak,,,,,,,,
1814,kare1335,Karelian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1816,kryt1240,Kryz,,,,FALSE,,,,FALSE
1820,kumy1244,Kumyk,,,,FALSE,,,,FALSE
1840,bagv1239,Bagwalal,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1890,lith1251,Lithuanian,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
1891,livv1244,Liv,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
1921,luxe1241,Luxemburgeois,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1926,lazz1240,Laz,TRUE,,,TRUE,TRUE,,,TRUE
1928,east2328,Mari (Meadow),,,,FALSE,,,,FALSE
1957,moks1248,Mordvin (Moksha),,,,FALSE,,,,FALSE
1964,male1284,Maale,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2014,manx1243,Manx,TRUE,,,TRUE,TRUE,,,TRUE
2015,manc1252,Manchu,,TRUE,TRUE,TRUE,,,,FALSE
2016,tuuu1240,Mangghuer,,TRUE,TRUE,TRUE,,TRUE,,TRUE
2024,mace1250,Macedonian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2029,mogh1245,Moghol,,,,FALSE,,,,FALSE
2033,malt1254,Maltese,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2069,mina1268,Minangkabau,,,,FALSE,,,,FALSE
2078,west2392,Mari (Hill),,,,FALSE,,,,FALSE
2120,erzy1239,Mordvin (Erzya),,,,FALSE,,,,FALSE
2153,negi1245,Negidal,,,,FALSE,,,,FALSE
2172,ngan1291,Nganasan,,,,FALSE,,,,FALSE
2193,noga1249,Noghay,,,,FALSE,,,,FALSE
2220,nung1283,Nung (Vietnam),,,,TRUE,,,,TRUE
2238,orok1265,Orok,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2239,oroc1248,Oroch,TRUE,,,TRUE,TRUE,,,TRUE
2289,taji1245,Tajik,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2330,poli1260,Polish,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2340,cent1973,Pashto (Central),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2345,pulu1242,Puluwat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2368,roma1326,Romansch,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2372,sint1235,Romani (Burgenland),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2388,rutu1240,Rutul,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2389,bela1254,Belorussian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2393,selk1253,Selkup,,,,FALSE,,,,FALSE
2416,shug1248,Rushan,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2444,slov1269,Slovak,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2447,slov1268,Slovene,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2453,sina1266,Sinaugoro,TRUE,,,TRUE,TRUE,,,TRUE
2471,croa1245,Serbian-Croatian,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2477,sars1236,Sarcee,,,,,,,,
2484,sout2807,Sesotho,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2506,lowg1239,Low German,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2511,taba1259,Tabasaran,TRUE,,,TRUE,TRUE,,,TRUE
2534,turk1304,Turkmen,TRUE,,,TRUE,,,,FALSE
2536,tami1289,Tamil,,,,FALSE,,,,FALSE
2572,tind1238,Tindi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2577,tsak1249,Tsakhur,,TRUE,,TRUE,,TRUE,,TRUE
2625,tsou1248,Tsou,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2630,tata1255,Tatar,,,,FALSE,,,,FALSE
2631,musl1236,Tat (Muslim),FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2657,udih1248,Udihe,TRUE,,,TRUE,TRUE,,,TRUE
2660,ukra1253,Ukrainian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2662,yaku1245,Yakut,,,,FALSE,,,,FALSE
2663,ulch1241,Ulcha,,,,FALSE,,,,FALSE
2689,veps1250,Veps,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2696,voti1245,Votic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2714,lowe1385,Sorbian (Lower),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2716,uppe1395,Sorbian (Upper),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2726,wels1247,Welsh,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2752,ming1252,Mingrelian,TRUE,,,TRUE,TRUE,,,TRUE
2761,yazg1240,Yazgulyam,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2774,xish1235,Lalo,,,TRUE,TRUE,,,,FALSE
2797,sout2750,Yukagir (Kolyma),TRUE,TRUE,,TRUE,,TRUE,,TRUE
2824,clas1254,Tibetan (Classical),,,TRUE,TRUE,,,,
2826,darg1241,Dargi (standard),,TRUE,,TRUE,,TRUE,,TRUE
2828,aghu1253,Agul,,,,FALSE,,,,FALSE
2832,goth1244,Gothic,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2833,olde1238,English (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2845,dung1253,Dungan,,,,TRUE,,,,TRUE
2853,nort2627,Low German (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2854,oldh1241,High German (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2855,olds1250,Old Saxon,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2856,oldn1244,Old Norse,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2857,oldf1241,Frisian (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2858,oldr1238,Russian (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2859,chur1257,Bulgarian (Old),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2885,shug1248,Shughni,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2946,botl1242,Botlikh,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3001,juti1236,Jutish,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3002,pary1242,Parya,,TRUE,,TRUE,,TRUE,,TRUE
3003,cors1241,Corsican,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3004,mark1255,Markweeta,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3005,tund1254,Enets (Tundra),,,,FALSE,,,,FALSE
