"LID","AlignmentAgrAccDegree.binned3","AlignmentAgrAccDegree","AlignmentAgrDominantPTG","AlignmentAgrDominantSAP","AlignmentAgrDominantSAPTG","AlignmentAgrErgDegree.binned3","AlignmentAgrErgDegree","AlignmentCaseAccDegree.binned3","AlignmentCaseAccDegree","AlignmentCaseDominantPTG","AlignmentCaseDominantSAP","AlignmentCaseDominantSAPTG","AlignmentCaseErgDegree.binned3","AlignmentCaseErgDegree","AlignmentCaseDominantLexSAP","AlignmentCaseDominantProSAP","CaseSplitByPolarity.Presence","AgrSplitByRef.Presence","CaseSplitByRef.Presence","AgrSplitByValClass.Presence","CaseSplitByValClass.Presence","AgrSplitByRank.Presence","CaseSplitByRank.Presence","AgrSplitByCat.Presence","CaseSplitByCat.Presence","AlignmentAgrMarkerAccDegree","AlignmentAgrMarkerDominantSAP","AlignmentAgrMarkerErgDegree.binned3","AlignmentAgrMarkerErgDegree"
669,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
673,,,,,,,,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
674,"low",0,,"S=Atr=P",,"low",0,"low",0,,"mixed",,"medium",0.5,"ergative",,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.195086923658352,"S=Atr≠P","low",0.101436130007559
676,,,,,,,,"medium",0.5,"mixed","mixed","mixed","medium",0.5,"tripartite","tripartite",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
678,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.861111111111111,"S=Atr≠P","low",0
679,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,"S=Atr≠P","low",0
681,"low",0,,"S=Atr=P",,"low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,"S=Atr≠P","low",0
682,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.404761904761905,"mixed","medium",0.404761904761905
686,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
687,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
688,"low",0,"P=G≠T","S=Atr=P","S=Atr=P=G≠Aditr=T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.916666666666667,"S=Atr≠P","low",0
689,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,,,,
717,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
718,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
722,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0.2,"ergative",,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
726,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
727,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",0.75,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
738,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
740,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
748,,,,,,,,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
750,"high",1,,"S=Atr≠P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,"S=Atr≠P","low",0
752,,,,,,,,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
763,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
785,,,,,,,,"medium",0.5,"mixed","mixed","mixed","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
791,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
808,,,,,,,,"medium",0.5,,"mixed",,"medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
815,,,,,,,,"medium",0.5,"P=T≠G","mixed","mixed","high",1,"ergative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
820,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"mixed","S=Atr≠P","mixed","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,"S=Atr≠P","low",0
824,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
842,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
844,,,,,,,,"high",0.7,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
848,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
851,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
865,"high",1,,"S=Atr≠P",,"low",0,,,,,,,,,,,,,,,,,,,,,,
871,"low",0,,"S=Atr=P",,"low",0,"medium",0.625,,"S=Atr≠P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611111111111111,"S=Atr≠P","low",0
872,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr=G","high",1,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
879,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
883,,,,,,,,"high",0.9,,"S=Atr≠P",,"low",0.3,"ergative","tripartite",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
885,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611111111111111,"S=Atr≠P","low",0
894,"high",1,,"S=Atr≠P",,"low",0,"high",1,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
904,,,,,,,,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
908,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",0.7,"ergative","ergative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.187301587301587,"S=Atr≠P","low",0.0885865457294029
915,"high",1,,"S=Atr≠P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
918,,,,,,,,"high",0.923076923076923,,"S≠Atr≠P",,"high",0.769230769230769,"tripartite","tripartite",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
923,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.289070749736008,"S≠Atr=P","low",0.268875395987328
938,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
943,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,"mixed","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
945,"high",1,,"S=Atr≠P",,"low",0,,,,,,,,,,,,,,,,,,,,,,
956,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.722222222222222,"S=Atr≠P","low",0
957,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
968,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
970,,,,,,,,"medium",0.571428571428571,,"S=Atr≠P",,"medium",0.428571428571429,"ergative","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
995,,,,,,,,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1007,"high",1,,"S=Atr≠P",,"low",0,,,,,,,,,,,,,,,,,,,,,,
1010,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,"S=Atr≠P","low",0
1011,"high",1,,"S=Atr≠P",,"low",0,,,,,,,,,,,,,,,,,,,,,,
1014,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.428571428571429,"S=Atr≠P","low",0
1018,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1036,"low",0,,"S=Atr=P",,"low",0,,,,,,,,,,,,,,,,,,,0.150563181978177,"S=Atr≠P","low",0.108060542062654
1042,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1053,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1054,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1056,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1058,,,,,,,,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1059,,,,,,,,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1063,"low",0,,"S=Atr=P",,"low",0,"medium",0.5,"P=T=G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,"S=Atr≠P","low",0
1067,,,,,,,,"medium",0.5,"P=T≠G","mixed","mixed","low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1094,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833333333333333,"S=Atr≠P","low",0
1095,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,"S=Atr≠P","low",0
1099,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1103,,,,,,,,"medium",0.5,"P=T≠G","mixed","mixed","medium",0.5,"ergative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1105,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,"S=P≠Atr","medium",0.444444444444444
1108,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1116,,,,,,,,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1128,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1129,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1130,,,,,,,,"medium",0.666666666666667,,"S≠Atr≠P",,"high",1,"tripartite","tripartite",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1134,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1136,"low",0,,"S=Atr=P",,"low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.208333333333333,"mixed","low",0.208333333333333
1142,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.263227513227513,"S≠Atr=P","low",0.273280423280423
1143,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1144,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1146,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1155,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1163,,,,,,,,"high",0.714285714285714,"P=G≠T","S=Atr≠P","S=Atr=Aditr=T≠P=G","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1169,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1172,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1176,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1177,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1183,,,,,,,,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1234,,,,,,,,"medium",0.666666666666667,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1255,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1257,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1261,,,,,,,,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1262,,,,,,,,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1263,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr=G","high",1,"low",0,"P=T≠G","S=P≠Atr","S=P=T≠Atr=Aditr≠G","medium",0.571428571428571,"ergative","ergative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1264,,,,,,,,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1272,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T≠G","S=Atr=P","S=Atr=Aditr=P=T≠G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1276,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"medium",0.666666666666667,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1293,,,,,,,,"low",0.166666666666667,,"S=Atr=P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1302,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1323,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"high",1,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1333,,,,,,,,"high",1,,"S=Atr≠P",,"low",0.333333333333333,"tripartite","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1335,,,,,,,,"medium",0.666666666666667,,"mixed",,"medium",0.666666666666667,"tripartite","accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1343,,,,,,,,"medium",0.666666666666667,"P=T≠G","S=Atr≠P","S=Atr=Aditr≠P=T≠G","low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1348,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"accusative","accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"S=Atr≠P","low",0
1364,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=P≠Atr",,"medium",0.666666666666667,"ergative",,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.909090909090909,"S=Atr≠P","low",0
1388,"high",1,"P=T=G","S=Atr≠P","S=Atr=Aditr≠P=T=G","low",0,"low",0,"P=T=G","S=P≠Atr","S=P=T=G≠Atr=Aditr","high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1413,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,"S=Atr≠P","low",0
1414,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=Atr=P",,"low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.541666666666667,"S=Atr≠P","low",0
1416,"high",1,,"S=Atr≠P",,"low",0,"medium",0.666666666666667,,"S=Atr≠P",,"low",0,"accusative","accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.857142857142857,"S=Atr≠P","low",0
1439,"low",0,,"S=Atr=P",,"low",0,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.309750566893424,"S=Atr≠P","low",0.277097505668934
1467,"high",1,,"S≠Atr=P",,"high",1,,,,,,,,,,,,,,,,,,,,,,
1468,,,,,,,,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1473,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1487,,,,,,,,"medium",0.571428571428571,,"S=Atr≠P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1492,,,,,,,,"medium",0.428571428571429,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,"accusative",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1505,,,,,,,,"low",0,,"S=P≠Atr",,"high",1,"ergative","ergative",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,
1508,,,,,,,,"low",0.25,,"S=Atr=P",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1511,,,,,,,,"medium",0.5,,"mixed",,"low",0,,"accusative",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1517,,,,,,,,"high",1,,"S=Atr≠P",,"low",0,,"accusative",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
1518,"low",0,"P=G≠T","S=Atr=P","S=Atr=Aditr=P=G≠T","low",0,"low",0,"P=T=G","S=Atr=P","S=Atr=Aditr=P=T=G","low",0,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"S=Atr≠P","low",0
