"LID","AUTOTYPLabel","Behavior.binned4","Behavior.spreading.Presence","Behavior","Coexponence.CaseNumber.Presence","Coexponence.CaseReference.Presence","Domain","Exemplar","Polyexponence.Presence","Exponence.n","Exponence","Flexivity.Presence","FlexivityFormative","Form","Fusion.binned6","Fusion","Fusion.isolating.Presence","Fusion.nonlinear.Presence","Fusion.reduplicative.Presence","Fusion.tonal.Presence","FlexivityLexical.Presence","Locus.binned6","Locus","Locus.binned5","HostRestrictions.binned.restricted","MorphemeType","MorphemeType.Word.Presence","PersonPortmanteau.Presence","Placement","Position.post.Presence","Position.binned4","Position","Position.binned5","Position.pre.Presence.v1","Position.pre.Presence.v2","Position.simul.Presence.v1","Position.simul.Presence.v2","HostRestrictions","Slot","SourceOfMarking","FlexivityStem","OppositionWithZero.Presence","HostMacroCat","HostType","HostCat"
136,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"agree",,,"verbal","terminal","V"
456,"Ezafe","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Construct",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"F","F","FloatingorClitic","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","phrasal","NP"
118,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","-no (nouns)-na (nominal adjectives)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
670,"Ezafe",,FALSE,"inert",,,"nominal",,FALSE,1,"Construct",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,,"none",,"nominal","terminal","Adj,Adp,N_or_Pro"
683,"ATTR","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Role",,,"de","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"D","D","D","(partially) unrestricted","PoSWd",TRUE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,,"terminal","AdvP,Num_above_20,PP"
171,"ATTR","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Role",FALSE,"none","de","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","phrasal","AdjP,NP,S"
676,"Ezafe",,FALSE,"inert",,,"#ANY#",,TRUE,3,"Gender;Number;Referential",FALSE,"none","","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,,"none",,"nominal","terminal","Adj,N_or_Pro,PTCP"
17,"ATTR",,FALSE,"flexible",,,"nominal",,,0,,,,"M.SG	F.SG	N.SG	M/F.PLNOM		i	e	e	eACC		e	e	e	eGEN/DAT/ABL	të	së	të	të",,,,,,,,"D","D","D","(partially) unrestricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"agr-target",,,"nominal","terminal","Adj,N_or_Pro,Ord"
679,"ATTR",,,,,,"nominal",,FALSE,1,"Referential",FALSE,"none","-ez","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,,"terminal","Adj,DEM"
682,"POSS-AGR","initial",FALSE,"initial",,,"nominal",,TRUE,3,"Number;Person;Referential",FALSE,"none","u-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
1954,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D",,"n/a",,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
2459,"ABS",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
3062,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ro ’1d’ (agr per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","4","agree","none",TRUE,"verbal","terminal","V"
688,"S/A-AGR",,,,,,"verbal",,FALSE,1,"Role",FALSE,"none","nya- 1sg","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-2","agree","none",TRUE,"verbal","terminal","V"
2289,"Ezafe",,FALSE,"inert",,,"#ANY#",,,0,,FALSE,"none","-i (Allomorphs?)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,,"none",,"nominal","terminal","Adj,N_or_Pro,Ord,PTCP"
1750,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,4,"Honorificity;Number;Person;Role",FALSE,"none","=jar ’1du excl.’ (agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","phrasal","VP"
112,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"-na","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","Adj,N_or_Pro"
2016,"Genitive case",,,,,,"nominal",,FALSE,1,"Role",,,"=ni","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","Adj,N_or_Pro"
885,"P-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","‘1pP’ (agr. pro marker), forms not given","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",FALSE,"verbal","terminal","V"
2797,"ATTR",,,"n/a",,,"nominal",,,0,,,,"-d ~ -n (obstruent variant only if next word vowel initial)",,,,,,,,"D","D","D","(partially) unrestricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","Adj,N,Num"
2845,"NMZR",,,,,,"nominal",,,0,,FALSE,"none","-di","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","Adj,N_or_Pro"
527,"Possessive suffix",,,,,,"nominal",,TRUE,2,"Number;Person",,,"-bi (1sg)-(i)n (3sg)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,,,,"nominal","terminal","Adj,N_or_Pro"
576,"Possessive suffix",,,,,,"nominal",,TRUE,2,"Number;Person",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"agree",,,"nominal","terminal","Adj,N"
438,"Possessive prefix",,,,,,"nominal",,TRUE,2,"Number;Person",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","(partially) unrestricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"agree",,,"nominal","terminal","Adj,DEM,N_or_Pro,Num"
503,"NOM","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",,,"zero on nouns, suppletive on pronouns",,"n/a",,"NA",,,,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","Adj,N_or_Pro"
503,"ACC","spreading",TRUE,"spreading",FALSE,FALSE,"nominal","CASE",TRUE,2,"Number;Role",,,"-ta (on nouns), -k on adjectives ‘singular acc.’, suppletive on pronouns",,"concatenative_or_suppletive",,,,,,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign",,,"nominal","terminal","Adj,N_or_Pro"
3070,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
737,"POSS-AGR",,,,,,"nominal",,,0,,,,"-na 3SG-di 3PL","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"agree",,,"nominal","terminal","Adj,N"
879,"Possessive affix",,,,,,"nominal",,TRUE,2,"Number;Person",,,"n-...-qin (3sg)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"(partially) unrestricted","formative",FALSE,,,FALSE,"in/simul","circum","simul",TRUE,TRUE,TRUE,TRUE,"semi-restricted",,"agree",,,"nominal","terminal","Adj,N"
571,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-d ‘2sS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
503,"DAT","spreading",TRUE,"spreading",,,"nominal",,FALSE,1,"Role",,,"-u","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
21,"POSS-AGR",,FALSE,"inert",,,"nominal",,TRUE,4,"Gender;Number;Person;Referential",FALSE,"none","-u (masc), -wa (fem), -u (pl)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"agree","none",,"nominal","terminal","Adj,N_or_Pro"
660,"GEN",,,,,,"nominal",,,0,,,,"-na:",,,,,,,,,,,"(partially) unrestricted",,,,,,,,,,,,,"semi-restricted",,,,,"nominal","phrasal","NP,S"
438,"ATTR","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Role",FALSE,"none","ro- prefixed to possessor noun.  I consider this a genitive case prefix [JN 6-4-01.] changed (bb3-17-2005)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","phrasal","NP,S"
15,"ATTR",,,,,,"nominal",,,0,,FALSE,"none","Sa (S=s with hachek)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"assign","none",,"nominal","terminal","N"
683,"POSS",,FALSE,"inert",,,"nominal",,TRUE,3,"Gender;Number;Role",FALSE,"none","al = masc/neut.sga = fem.sgai = masc.plale = fem/neut.pl","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"semi-restricted",,"agree","none",,"nominal","terminal","N_or_Pro,Ord"
18,"GEN",,,,,,"nominal",,TRUE,2,"Number;Role",,,,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
683,"ART",,,,,,"nominal",,TRUE,3,"Gender;Number;Referential",FALSE,"none","cel = masc/neut.sgcea = fem.sgcei = masc.plcele = fem/neut.pl","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","PoSWd",TRUE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agr-target","none",,"nominal","terminal","N"
683,"ART.DEF","initial",FALSE,"initial",,,"#ANY#",,TRUE,4,"Gender;Number;Referential;Role",FALSE,"none","-(u)l / -le = masc.sg/neut.sg-(u)a = fem.sg-i = masc.pl-le = fem.pl/neut.pl","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","(partially) unrestricted","PoSWd",TRUE,,,TRUE,"split","prae/post","split",TRUE,FALSE,FALSE,FALSE,"unrestricted",,"agr-target","none",,"any","terminal","<any>"
550,"ART",,FALSE,"inert",,,"#ANY#",,TRUE,3,"Gender;Number;Referential",,,,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"n/a","<n.a.>","n/a",,"PoSWd",TRUE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"agree",,,,,"#ANY#"
683,"ART.INDEF",,FALSE,"inert",,,"nominal",,TRUE,3,"Gender;Referential;Role",,,"un (sg.masc/neut) o (sg.fem.) niSte (pl) (S with cedilla)",,,,,,,,"n/a","<n.a.>","n/a","restricted","PoSWd",TRUE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agr-target",,,"nominal","terminal","N"
435,"ATTR",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",,,"de","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,,"terminal","Num"
740,"ACC",,,,,,"verbal",,TRUE,3,"Number;Person;Role",,,"various prefixes, listed on Barlow’s grammar, p. 93-94 (53 pdf)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"verbal","terminal","V"
332,"O-AGR","initial",FALSE,"initial",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","mits- ‘2sP’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
123,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","sg	pl1	s-	sa-2	nz-	nza-3	∅	∅","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
2534,"POSS-AGR","final",FALSE,"final",,,"nominal",,TRUE,2,"Number;Person",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
650,"NEG",,FALSE,"inert",,,"verbal","NEG",TRUE,4,"Number;Person;Polarity;TAM",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
682,"POSS",,,,,,"nominal",,TRUE,2,"Construct;PossSem",FALSE,"none","-il","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
2797,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,,,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
1428,"OBL",,,,,,"nominal",,,0,,,,"-i",,,,,,,,"D","D","D","restricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
32,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"-ren",,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
736,"POSS-AGR",,,,,,"nominal",,,0,,,,"Possessor agreement suffix",,,,,,,,,,,"restricted",,,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N"
571,"Construct state",,FALSE,"inert",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",,,"Anti-construct","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N"
129,"Possessive prefix",,,,,,"nominal",,FALSE,1,"Person",,,,,,,,,,,"H","H","H","restricted",,,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N"
679,"POSS-AGR","final",FALSE,"final",,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ez 3SG","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","phrasal","NP"
2824,"GEN","final",FALSE,"final",FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign",,,"nominal","phrasal","NP"
77,"POSS-PRO",,,,,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none","Pronominal possessor agreement paradigm","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N_or_Pro"
1726,"POSS-AGR",,,,,,"nominal",,TRUE,2,"Number;Person",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
23,"Construct state",,,,,,"#ANY#",,FALSE,1,"Construct",,,,,,,,,,,"H","H","H",,,,,,,"in/simul","in","in",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
2999,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ki (sf 5)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","5","agree","none",TRUE,"verbal","terminal","V"
805,"POSS-AGR","final",FALSE,"final",,,"nominal",,TRUE,2,"Number;Person",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
2015,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","i-ni","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N"
1896,"NOM",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","dà","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
22,"NOM",,,"n/a",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",,,,,"n/a",,"NA",,,,,,,"restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
511,"Possessive suffix","final",FALSE,"final",,,"nominal",,TRUE,3,"Number;Person",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N"
20,"Possessive suffix",,,,,,"#ANY#",,TRUE,2,"Number;Person",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
340,"ATTR.ADJ",,FALSE,"inert",,,"nominal",,TRUE,3,"Gender;Number;Role",TRUE,"lex-based","1. special forms with pronouns2. mostly of names of animals, cf. vólch-ij 'of the wolf': -ij (=masc.sg), note the stem alternation: g:zh, d:zh, k:ch, h:sh, c:ch, cf. vólk 'wolf' - vólch-ij3. mostly of proper names, cf. mám-in 'of (my) mother' / márks-ov 'of Karl Marx'-in/-yn (=masc.sg) -- nouns with ending -/a/ in NOM.SG-ov/-ev (=masc.sg) -- nouns with ending Ø in NOM.SG","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agr-target","cat-based",,"nominal","terminal","1_2Pro_or_N"
435,"GEN",,,,,,"#ANY#",,FALSE,1,"Number",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cat-based",,,,"#ANY#"
2239,"Possessive suffix",,FALSE,"inert",,,"nominal",,,0,,FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N"
2289,"GEN","final",FALSE,"final",,,"nominal",,,0,,FALSE,"none","-(j)a (allomorphs?)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N_or_Pro"
129,"GEN",,,,,,"nominal",,,0,,,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted","formative",FALSE,,,,,,,,,,,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
676,"OBL",,,,,,"nominal",,,0,,FALSE,"none","DEF: -(y)î (MASC), -(y)ê (FEM), -(y)an (PL) Following –ek/-in:  -(y)î(MASC), -(y)ê (FEM),	-a (PL)Pronouns: suppletive froms","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
225,"NEG",,FALSE,"inert",,,"verbal","NEG",FALSE,1,"Polarity",FALSE,"none","mâ (often reduced to â in colloquial speech)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
709,"GEN",,,,,,"nominal",,,0,,,,"genitive is marked by the so-called weak stem",,,,,,,,,,,"(partially) unrestricted","formative",FALSE,,,,,,,,,,,"semi-restricted",,"assign",,,"nominal","terminal","N_or_Pro,Num"
894,"NOM",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","-v  ‘NOM’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","phrasal","NP"
1726,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
2774,"GEN",,,,,,"nominal",,,0,,,,"ɣə",,,,,,,,,,,"restricted",,,,,,,,,,,,,"restricted",,,,,"nominal","terminal","N"
680,"POSS-AGR",,,,,,"nominal",,,0,,,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree",,,"nominal","terminal","N"
68,"DAT",,,,,,"nominal",,FALSE,1,"Role",,,"[-ka] on fem. kin terms, [-nga] on other fem. nominals and [-rna] elsewhere",,,,,,,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
86,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,"-isa, allomorphs: -s(a) - after vowels-isa is a non-contact form, -is is a contact form","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
71,"GEN",,,,,,"nominal",,FALSE,1,"Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N_or_Pro"
