"LID","AUTOTYPLabel","Behavior.binned4","Behavior.spreading.Presence","Behavior","Coexponence.CaseNumber.Presence","Coexponence.CaseReference.Presence","Domain","Exemplar","Polyexponence.Presence","Exponence.n","Exponence","Flexivity.Presence","FlexivityFormative","Form","Fusion.binned6","Fusion","Fusion.isolating.Presence","Fusion.nonlinear.Presence","Fusion.reduplicative.Presence","Fusion.tonal.Presence","FlexivityLexical.Presence","Locus.binned6","Locus","Locus.binned5","HostRestrictions.binned.restricted","MorphemeType","MorphemeType.Word.Presence","PersonPortmanteau.Presence","Placement","Position.post.Presence","Position.binned4","Position","Position.binned5","Position.pre.Presence.v1","Position.pre.Presence.v2","Position.simul.Presence.v1","Position.simul.Presence.v2","HostRestrictions","Slot","SourceOfMarking","FlexivityStem","OppositionWithZero.Presence","HostMacroCat","HostType","HostCat"
98,"PFV",,FALSE,"inert",,,"verbal","TAM",FALSE,1,"TAM",TRUE,"none",,"isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","cat-based",,"verbal","terminal","V"
193,"S/A-AGR",,,,,,"verbal",,TRUE,2,"Number;Role",TRUE,"both","-rrirre ‘pl’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",TRUE,"verbal","terminal","V"
637,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","-ŋa~ŋ~iŋ ’1EXCL’ (sf 6)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","6","assign","none",TRUE,"verbal","terminal","V"
86,"AOR",,,,,,"#ANY#","TAM",TRUE,3,"Number;Person;Tense",TRUE,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,"cat-based",,,,"#ANY#"
530,"PLURAL",,,,,,"#ANY#","Noun Plural",FALSE,1,"Number",TRUE,"lex-based",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,,,,,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
641,"DAT",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",TRUE,"none","-ku","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","assign","cat-based",,"nominal","terminal","N"
1691,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-pa 2du P agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
3092,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-bɔ́ and allomorphs 3pl S/A agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","assign","cat-based",TRUE,"verbal","terminal","V"
1323,"DAT","final",FALSE,"final",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","-in","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
1302,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Gender;Number;Role",FALSE,"none","various forms","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
549,"NOM",,,,,,"nominal",,FALSE,1,"Role",TRUE,"lex-based","-s/-us/-is (masc.sg)/-i (masc.pl), -a/-as/-s (fem.sg)/-e/-es/-is(fem.pl)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","terminal","N_or_Pro"
3044,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",TRUE,"cat-based","nɨ-  ’1PL’(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",FALSE,"verbal","terminal","V"
2854,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","various suffixes; identical 1SG and 3SG in PST.IND and conjunctive forms","concatenative","concatenative_and_ablaut",FALSE,"nonlinear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","cat-based",FALSE,"verbal","terminal","V"
2893,"NOM","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-a (sg.)/-ae (pl.), -us (sg.)/-ī (pl.), -um (sg.)/-a (pl.), -∅/-ēs (pl.) (depending on the declension class), suppletion with pronouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","terminal","N_or_Pro"
25,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","es ‘AUX.2s’, -ir ‘2s’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
3092,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-ỳ 1sg S/A agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","assign","cat-based",TRUE,"verbal","terminal","V"
583,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-nu 1pl","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
3010,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ŋa (sf 2)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","terminal","V"
56,"LOC",,,,,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-yk (Dunn has: -k w/common nouns and pronouns, -ne w/high animate sg., -rEk/-cEK with high animate pl.) The -rEk/-cEk and -ne allomorphs are the same as the ergative; cf. ID #629","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
633,"P-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"none","1SG NOM P-agreement: -s","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,,,,"restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","cat-based",,"verbal","terminal","V"
885,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,,,,,,,"restricted",,"assign","none",,,,"n/a"
25,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","en ‘AUX.1p’, -in ‘3p’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
3320,"DAT","final",FALSE,"final",,,"#ANY#",,FALSE,1,"Role",TRUE,"none","δāra (dative/accusative), called postposition in the source, the distribution is not clear","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","cat-based",,,,"#ANY#"
553,"POSS-AGR",,FALSE,"inert",,,"nominal",,TRUE,4,"Number;Person;Role",TRUE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","cat-based",,"nominal","terminal","N_or_Pro"
1569,"P-AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Number;Person",TRUE,"lex-based","1sg P-AGR, che-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",TRUE,"verbal","terminal","V"
20,"IMMED PST",,,,,,"#ANY#","TAM",FALSE,1,"Tense",TRUE,"cat-based",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,,,,,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,"cat-based",,,,"#ANY#"
533,"SS/DS",,,,,,"verbal",,,0,,FALSE,"none","-shpa ‘SS’, -jpi ‘DS’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,,,,"restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"verbal","terminal","V"
518,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-n ‘1pS/A’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1NSPST","agree","none",FALSE,"verbal","terminal","V"
3044,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",TRUE,"cat-based","-xu ’2pl.m’ (sf. 1)-xma ’2pl.f’ (sf. 1)(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1PFV","agree","cat-based",FALSE,"verbal","terminal","V"
2869,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","l- ’1pl’ (agr per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
581,"S/A-AGR",,,,FALSE,FALSE,"verbal","CASE",TRUE,4,"Number;Person;Role;TAM",FALSE,"none","various prefixes depending on nominal class. class 17 prefix seems to be the default agreement marker.","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
320,"NOM",,,,,,"nominal",,,0,,FALSE,"none","-te","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","1/2Pro"
57,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-(a)n/(A)m ‘2sS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3PRS","agree","none",TRUE,"verbal","terminal","V"
2893,"ABL","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-ā (sg.)/-īs (pl.), -ō (sg.)/-īs (pl.), -e (sg.)/-ibus (pl.) (depending on the declension class), suppletion with pronouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","terminal","N_or_Pro"
3007,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-mi (sf 6)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","6","agree","none",TRUE,"verbal","terminal","V"
1569,"P-AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Number;Person",TRUE,"lex-based","1excl P-AGR, ore-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",TRUE,"verbal","terminal","V"
583,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",TRUE,"cat-based","-ten/-tem 2pl S/A agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
103,"Possessive prefix",,,,,,"#ANY#",,,0,,,,,,,,,,,,"H","H","H",,,,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,,,,,,,,"#ANY#"
25,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","ek’ ‘AUX.1p’, -ik' ‘2p’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
3044,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",TRUE,"cat-based","tɨ-  ’2’(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",FALSE,"verbal","terminal","V"
633,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"none","ERG A-agreement 3rd person: -n (sg.)/-kh (pl.)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,,,,"restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","cat-based",,"verbal","terminal","V"
3322,"ACC/DAT",,,,,,"nominal",,FALSE,1,"Role",TRUE,,"-lai, -kai (accusative, dative, ablative)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","phrasal","NP"
1751,"ABS",,,,,,"nominal",,,0,,FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","(partially) unrestricted","n/a",,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","N,Pro"
1645,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-pr/mr 1d","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3","agree","none",FALSE,"verbal","terminal","V"
2031,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-auʔ (-am FUT) '1p' (agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2PRS","agree","none",FALSE,"verbal","terminal","V"
572,"S/A-AGR",,,,,,"verbal",,TRUE,2,"Person;Role",,,"various suffixes‘pS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree",,TRUE,"verbal","terminal","V"
576,"<none>",,,,,,"#ANY#","Noun Plural",,0,,,,,,,,,,,,,,,"restricted","n/a",,,,,,,,,,,,"restricted",,,,,,,"n/a"
65,,,,,,,"#ANY#",,TRUE,2,"Construct;Number",,,,,,,,,,,,,,,,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
3322,"ERG",,,,,,"nominal",,FALSE,1,"Role",TRUE,,"-n, -(n)in (ergative, instrumental)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","phrasal","NP"
2580,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
2259,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","surface form	underlying form1sg	a		Wa2	ða		Ya3	∅		∅1pl	 ąk~ą		 ąk","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"agree","none",,"verbal","terminal","V"
205,"ACC",,,,FALSE,FALSE,"#ANY#","CASE",TRUE,2,"Number;Role",TRUE,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,"cat-based",,,,"#ANY#"
178,"PLURAL",,,,,,"nominal","Noun Plural",FALSE,1,"Number",TRUE,,"There are three pronominally inflected human nouns:  M, F, non-sg.  They take pronominal suffixes for person and number, and “are suffixed for number in the same way as free form pronouns, cf. Green (1981, p. 60)” (Green 1989:390).","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted",,,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,"cat-based",,"nominal","terminal","N-hum"
2476,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Number;Person",TRUE,"none","nande- ‘1pl.incl’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",TRUE,"verbal","terminal","V"
1763,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-BVs ‘1p’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","4","agree","none",TRUE,"verbal","terminal","V"
100,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","-š, on very few nouns -0 (not coded)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
3092,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","- ỳ: 1pl S/A agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","assign","cat-based",TRUE,"verbal","terminal","V"
519,"PLURAL",,,,,,"nominal","Noun Plural",FALSE,1,"Number",,,"-pa","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,"restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,,,,"nominal","terminal","N-hum"
558,"S/A-AGR",,FALSE,"inert",,,"#ANY#",,TRUE,4,"Number;Person;Referential;Role",FALSE,"none","3sg	-e/-i/-eʔ/-iʔ3du	-kin3pl	-ko(Osada 2008:120)(The same forms are used in a different slot for object agreement.)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H",,"formative",FALSE,,"variable (lexically or syntactically conditioned)",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"agree","none",,,,"#ANY#"
3092,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","various suffixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"verbal","terminal","V"
502,"LOC","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none","-DA","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","(partially) unrestricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","none",,"nominal","terminal","NP,Pro"
99,"PLURAL",,FALSE,"inert",,,"#ANY#","Noun Plural",TRUE,3,"Gender;Number;Role",,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
2772,"S/A-AGR",,,,,,"verbal",,TRUE,2,"Number;Role",FALSE,"none","-i ‘sg’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
103,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",FALSE,"none","ne- ‘2s/1p’","concatenative","concatenative_and_ablaut",FALSE,"nonlinear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",FALSE,"verbal","terminal","V"
2893,"GEN","spreading",TRUE,"spreading",,,"nominal",,TRUE,2,"Number;Role",TRUE,"lex-based","-ae(sg.)/-arum (pl.), -ī (sg.)/-ōrum (pl.), -is (sg.)/-um (pl.) (depending on the declension class), suppletion with pronouns","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","cat-based",,"nominal","terminal","N_or_Pro"
3062,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-to ’1p’ (agr per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","4","agree","none",TRUE,"verbal","terminal","V"
2476,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Number;Person",TRUE,"none","je- ‘2pl’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","cat-based",TRUE,"verbal","terminal","V"
3044,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Gender;Number;Person;Role",TRUE,"cat-based","-o ’3pl.m’ (sf. 1)-əma ’3pl.f’ (sf. 1)(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1PFV","agree","cat-based",FALSE,"verbal","terminal","V"
25,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","em ‘AUX.1s’, -i ‘1s’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","cat-based",TRUE,"verbal","terminal","V"
2862,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ŋa (sf 2)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",TRUE,"verbal","terminal","V"
123,"PLURAL",,FALSE,"inert",,,"#ANY#","Noun Plural",FALSE,1,"Number",TRUE,,,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,,,,,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,"cat-based",,,,"#ANY#"
710,"ACC",,,,,,"nominal",,FALSE,1,"Role",TRUE,"lex-based","-r, zero","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","(partially) unrestricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted",,"assign","cat-based",,"nominal","terminal","N,Pro"
