"LID","BehaviorCase.binned4","BehaviorNeg.binned4","BehaviorNounPlural.binned4","BehaviorTense.binned4","BehaviorCase.spreading.Presence","BehaviorNeg.spreading.Presence","BehaviorNounPlural.spreading.Presence","BehaviorTense.spreading.Presence","BehaviorCase","BehaviorNeg","BehaviorNounPlural","BehaviorTense","PolyexponentialityCase.Presence","PolyexponentialityNegation.Presence","PolyexponentialityNounPlural.Presence","PolyexponentialityTense.Presence","ExponentialityCase.n","ExponentialityNegation.n","ExponentialityNounPlural.n","ExponentialityTense.n","ExponentialityCase","ExponentialityNegation","ExponentialityNounPlural","ExponentialityTense","FlexivityFormativeCase","FlexivityFormativeNeg","FlexivityFormativeNounPlural","FlexivityFormativeTense","FusionCase.binned.binned6","FusionNegation.binned.binned6","FusionNounPlural.binned.binned6","FusionTense.binned.binned6","FusionCase","FusionNegation","FusionNounPlural","FusionTense","FusionCase.isolating.Presence","FusionNegation.isolating.Presence","FusionNounPlural.isolating.Presence","FusionTense.isolating.Presence","FusionCase.nonlinear.Presence","FusionNegation.nonlinear.Presence","FusionNounPlural.nonlinear.Presence","FusionTense.nonlinear.Presence","FusionCase.reduplicative.Presence","FusionNegation.reduplicative.Presence","FusionNounPlural.reduplicative.Presence","FusionTense.reduplicative.Presence","FusionCase.tonal.Presence","FusionNegation.tonal.Presence","FusionNounPlural.tonal.Presence","FusionTense.tonal.Presence","MorphemeTypeCase","MorphemeTypeNeg","PositionCase.post.Presence","PositionNeg.post.Presence","PositionNounPlural.post.Presence","PositionTense.post.Presence","PositionCase.binned4","PositionNeg.binned4","PositionNounPlural.binned4","PositionTense.binned4","PositionCase.binned5","PositionNeg.binned5","PositionNounPlural.binned5","PositionTense.binned5","PositionCase","PositionNeg","PositionNounPlural","PositionTense","PositionCase.pre.Presence.v1","PositionNeg.pre.Presence.v1","PositionNounPlural.pre.Presence.v1","PositionTense.pre.Presence.v1","PositionCase.pre.Presence.v2","PositionNeg.pre.Presence.v2","PositionNounPlural.pre.Presence.v2","PositionTense.pre.Presence.v2","PositionCase.simul.Presence.v1","PositionNeg.simul.Presence.v1","PositionNounPlural.simul.Presence.v1","PositionTense.simul.Presence.v1","PositionCase.simul.Presence.v2","PositionNeg.simul.Presence.v2","PositionNounPlural.simul.Presence.v2","PositionTense.simul.Presence.v2","HostRestrictionsCase","HostRestrictionsNegation","HostRestrictionsNounPlural","HostRestrictionsTense","FlexivityStemCase","FlexivityStemNeg","FlexivityStemNounPlural","FlexivityStemTense"
3012,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
502,"final",,,,FALSE,,,FALSE,"final",,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TAM",,,,"none","concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,,,,"restricted",,,,"none"
511,"final",,,,FALSE,,,,"final",,,,TRUE,,,FALSE,2,,,1,"RoleNumber",,,"TA",,,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,,,,,,,,
422,,"initial",,"final",,FALSE,,FALSE,,"initial",,"final",,FALSE,TRUE,FALSE,0,1,2,1,"n/a","Polarity","NumberClassifier","Tense",,,"lex-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,TRUE,TRUE,,"prae","post","post",,"prae","post","post",,"prae","post","post",,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,,,,,
608,,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,,,,"Polarity",,,,,,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"PoSWd",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,"restricted",,,,,,
2031,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
81,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,,,1,1,,,"Polarity","Number",,,"none","lex-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,TRUE,,,"in/simul","post",,,"simul","post",,,"circum","post",,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,"restricted",,,,"none","lex-based",
74,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense","none","none",,"lex-based","stem","concatenative","concatenative","concatenative","suppletive","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"nonlinear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,TRUE,"post","post","post","post","post","post","post","post","post","post","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none","lex-based","lex-based"
35,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM","none","none",,"none","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","in/simul","post","post","post","simul","post","post","post","circum (post)","post","post",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"restricted","restricted","restricted","restricted","none","none",,"cat-based"
54,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
518,"final",,,,FALSE,,,FALSE,"final",,,"inert",FALSE,,,TRUE,1,,,4,"Role",,,"TenseNumberPersonRole","none",,,"cat-based","concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,"restricted",,,"restricted","none",,,"none"
20,,,,,,,FALSE,,,,"inert",,FALSE,,FALSE,FALSE,1,0,1,1,"Role",,"Number","Tense",,,,"cat-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,,,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,"restricted",,"semi-restricted",,,,,"cat-based"
678,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"stem",,,,"suppletive",,,,FALSE,,,,"nonlinear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
77,,"initial",,,,FALSE,,FALSE,,"initial",,"inert",,FALSE,,FALSE,0,1,0,1,"n/a","Polarity",,"Tense",,"none",,"none",,"isolating",,"isolating",,"isolating",,"isolating",,TRUE,,TRUE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"PoSWd",,TRUE,,FALSE,,"post",,"prae",,"post",,"prae",,"post",,"prae",,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted","restricted",,,"none",,"none"
581,,,,,,,,,,,,,TRUE,,,FALSE,4,,,1,"PersonRoleNumberTAM",,,"TAM","none",,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
68,"final",,,,FALSE,,FALSE,,"final",,"inert",,FALSE,,TRUE,,1,0,2,,"Role",,"NumberGender",,"lex-based",,"lex-based",,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none",,,
340,"spreading",,"spreading",,TRUE,FALSE,TRUE,FALSE,"spreading","inert","spreading","inert",TRUE,FALSE,TRUE,FALSE,2,1,2,1,"RoleNumber","Polarity","NumberRole","TAM","lex-based","none","lex-based","none","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","lex-based","none",,"none"
176,,,,,,FALSE,,,,"inert",,,,FALSE,,TRUE,0,1,0,3,"n/a","Polarity",,"PersonRoleTAM",,"cat-based",,,,"concatenative",,"concatenative",,"concatenative",,"concatenative",,FALSE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"restricted","restricted",,,"none",,
501,"final",,,,FALSE,,,FALSE,"final",,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TAM","none",,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,,,,,"none",,,
228,"initial",,,,FALSE,,,,"initial",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
420,,,,,,FALSE,FALSE,,,"inert","inert",,,FALSE,,,,1,0,,,"Polarity",,,,"none","lex-based",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative",,FALSE,TRUE,,,"prae","post",,,"prae","post",,,"prae","post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted",,,,"none",,
87,"spreading","initial",,,TRUE,FALSE,,FALSE,"spreading","initial",,"inert",TRUE,FALSE,,FALSE,2,1,,1,"RoleNumber","Polarity",,"TAM","lex-based","none",,"lex-based","concatenative","isolating",,"concatenative","concatenative","isolating",,"concatenative",FALSE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,,TRUE,"post","prae",,"post","post","prae",,"post","post","prae",,"post",FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted",,"restricted","lex-based","none",,"lex-based"
2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,"initial","initial",,,FALSE,FALSE,,FALSE,"initial","initial",,"inert",TRUE,FALSE,FALSE,FALSE,2,1,1,1,"RoleReferential","Polarity","Number","TAM","lex-based","none",,"cat-based","concatenative","isolating",,"concatenative","concatenative","isolating",,"concatenative",FALSE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",FALSE,FALSE,FALSE,FALSE,"prae","prae","prae","prae","prae","prae","prae","prae","prae","prae","prae","prae",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none",,"none"
99,"final",,,,FALSE,FALSE,FALSE,FALSE,"final","inert","inert","inert",FALSE,FALSE,TRUE,TRUE,1,1,3,4,"Role","Polarity","NumberRoleGender","TAMGenderNumberRole","none","none",,"none","concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"PoSWd","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none",,"none"
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,,,,1,,,,"Role",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,FALSE,,FALSE,1,1,0,1,"Role","Polarity",,"TAM","none","none",,"none","isolating","isolating",,"isolating","isolating","isolating",,"isolating",TRUE,TRUE,,TRUE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,TRUE,,TRUE,"post","post",,"post","post","post",,"post","post","post",,"post",FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted","restricted","restricted","none","none",,"none"
40,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TA","none",,,,"concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none",,,
871,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"none",,,
645,,"final","final",,,FALSE,FALSE,,,"final","final",,,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","Posterior",,,,,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,TRUE,TRUE,FALSE,,"post","post","prae",,"post","post","prae",,"post","post","prae",,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted","restricted",,,,,
199,"final","on head",,,FALSE,FALSE,FALSE,FALSE,"final","on head","inert","inert",FALSE,FALSE,TRUE,FALSE,1,1,2,1,"Role","Polarity","NumberGender","Tense","none","cat-based","cat-based",,"concatenative","isolating","concatenative","isolating","concatenative","isolating","concatenative","isolating",FALSE,TRUE,FALSE,TRUE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","PoSWd",TRUE,TRUE,TRUE,FALSE,"post","post","post","prae","post","post","post","prae","post","post","post","prae",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none",,
155,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"none","none",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,"lex-based","none",,
373,,,,,,,FALSE,,,,"inert",,FALSE,,,FALSE,1,,0,1,"Role",,,"TA","none",,,,"stem",,"concatenative","isolating","suppletive",,"concatenative","isolating",FALSE,,FALSE,TRUE,"nonlinear",,"linear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,,,TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,"restricted",,,,"none",,,
466,,,,,,,,,,,,,,,,,0,,,0,"n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,"restricted",,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,FALSE,,,,"inert",,FALSE,,FALSE,,1,,1,,"Role",,"Number",,,,,,,,"reduplicative",,,,"reduplicative",,,,FALSE,,,,"nonlinear",,,,"reduplicative",,,,FALSE,,,,,,FALSE,,,,"prae",,,,"prae",,"not applicable",,"prae",,FALSE,,TRUE,,FALSE,,TRUE,,,,FALSE,,,,FALSE,,"restricted",,,,,,,
2939,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
128,"spreading",,,,TRUE,FALSE,,,"stacking","inert",,,TRUE,TRUE,FALSE,TRUE,2,2,1,2,"RoleTAM","PolarityTAM","Number","TAMPolarity",,"none",,,"concatenative","concatenative","reduplicative","concatenative","concatenative","concatenative","reduplicative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","nonlinear","linear","non-reduplicative","non-reduplicative","reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post","not applicable",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,FALSE,FALSE,,,,"restricted",,,,"none",,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",TRUE,FALSE,,FALSE,2,1,,1,"RoleTopic","Polarity",,"TAM","none",,,,"concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,,TRUE,"post","prae",,"post","post","prae",,"post","post","prae",,"post",FALSE,TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted",,"restricted","none",,,"none"
532,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,"none","none",,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted","restricted",,"none","none",,
375,"final",,"final",,FALSE,FALSE,FALSE,FALSE,"final","inert","final","inert",FALSE,FALSE,,TRUE,1,1,0,2,"Role","Polarity",,"TAMPerson",,"lex-based",,,"concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted",,"none",,
497,,"final",,"initial",,FALSE,,FALSE,,"final",,"initial",FALSE,FALSE,TRUE,FALSE,1,1,2,1,"Role","Polarity","NumberGender","Tense",,,,"none",,"isolating","concatenative","isolating",,"isolating","concatenative","isolating",,TRUE,FALSE,TRUE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted",,,,"none"
391,"spreading",,,,TRUE,FALSE,,,"stacking","inert",,,FALSE,FALSE,,,1,1,0,,"Role","Polarity",,,"lex-based","none",,,"concatenative","isolating",,,"concatenative","isolating",,,FALSE,TRUE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","unrestricted","restricted",,"none","none",,
48,,,,,,,,FALSE,,,,"inert",FALSE,,,TRUE,1,,,4,"Role",,,"TenseNumberPersonRole",,,,"none",,,,"concatenative",,,,"isolating_or_concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,"restricted",,,"restricted",,,,"none"
167,,,,,FALSE,FALSE,FALSE,FALSE,"inert","inert","inert","inert",FALSE,FALSE,FALSE,TRUE,1,1,1,2,"Role","Polarity","Number","AspectPolarity","none",,,"lex-based","tonal","concatenative","replacive","concatenative","tonal","concatenative","replacive","concatenative",FALSE,FALSE,FALSE,FALSE,"nonlinear","linear","nonlinear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",TRUE,FALSE,FALSE,FALSE,"formative","formative",,FALSE,,FALSE,,"prae",,"in/simul",,"prae",,"simul","not applicable","prae",,"circum",FALSE,TRUE,,TRUE,FALSE,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,"restricted","restricted",,"restricted","none",,,"none"
326,,,,,,FALSE,,,,"inert",,,,FALSE,,,,1,0,,,"Polarity",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted","restricted",,,,,
2862,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
1343,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"semi-restricted",,,,"none",,,
