LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
835,adio1239,Adioukrou,adj,Adioukrou,Kwa,,Niger-Kordofanian,Niger-Congo,,,,,,-4.58,5.42,,,,,Africa,Africa,African Savannah,Africa
836,adam1238,Sign Language Adamorobe,ads,Sign Language Adamorobe,Sign Language Adamorobe,,,,,,,,,-0.17,5.83,,,signed,,Africa,Africa,African Savannah,Africa
837,adny1235,Adynyamathanha,adt,Adynyamathanha,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Yura,,,,139.5,-30.5,,,,hg,Australia,Australia,S Australia,Pacific
838,amdo1237,Amdo,adx,Amdo,Sino-Tibetan,,,,Bodic,Tibetan,Eastern Kham Tibetan,,,100,35,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
839,tuni1259,Arabic (Tunisian),aeb,Arabic (Tunisian),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Arabic,,10.25,36.75,,,,,Africa,Africa,N Africa,Africa
840,arge1236,Sign Language Argentinian,aed,"Lengua de Señas Argentina,Sign Language Argentinian",Sign Language Argentinian,,,,,,,,,-63,-34,,,signed,,South America,S America,SE South America,Americas
841,paaa1242,Pa'a,pqa,Pa'a,Chadic,,,Afroasiatic,West Chadic,West - B (West Chadic),,,,9.25,11,,,,,Africa,Africa,African Savannah,Africa
842,gulf1241,Arabic (Gulf),afb,Arabic (Gulf),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Arabic,,49,26,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
843,baha1259,Arabic (Bahrain),abv,Arabic (Bahrain),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Arabic,,50.5,26,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
844,afri1274,Afrikaans,afr,Afrikaans,Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,22,-31,,,,,Eurasia,Africa,S Africa,
845,defa1248,Defaka,afn,Defaka,Ijoid,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,7.5,4.58,,,,,Africa,Africa,African Savannah,Africa
846,afar1241,Qafar,aar,Qafar,Cushitic,,,Afroasiatic,Eastern Cushitic,,,,,42,12,,,,,Africa,Africa,Greater Abyssinia,Africa
847,obok1239,Obokuitai,afz,Obokuitai,Lakes Plain,,,,Tariku,,,,,138,-3,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
848,agar1252,Agarabi,agd,Agarabi,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Kainantu,,,,,146,-6.17,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
849,ango1254,Anggor,agg,Anggor,Senagi,,,,,,,,,141.17,-3.75,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
850,ngel1238,Lebeo,agh,Lebeo,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,25,1.75,,,,,Africa,Africa,S Africa,Africa
851,anga1290,Angaatiha,agm,"Angaatiha, Langimar, Angataha, Angaatiya, Angaatiha, Angaataha",Angan,,,,,,,,,146.25,-7.22,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
852,aghe1239,Aghem,agq,Aghem,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Grassfields Bantu,,,,10,6.67,,,,,Africa,Africa,African Savannah,Africa
853,agua1253,Aguaruna,agr,Aguaruna,Jivaroan,,,,,,,,,-78,-5,,,,,South America,S America,NE South America,Americas
854,cent2084,Agta (Central),agt,Agta (Central),Austronesian,,,,Malayo-Polynesian,,,,,121.83,17.97,,,,hg,Eurasia,S/SE Asia,Oceania,Eurasia
855,agua1252,Aguacatec,agu,Aguacatec,Mayan,,,,Quichean-Mamean (Eastern Maya),Mamean,,,,-91.33,15.42,,,,,North America,C America,Mesoamerica,Americas
856,aghu1253,Aghul,agx,Aghul,Nakh-Daghestanian,,,,Daghestanian,Lezgian,Samurian (core Lezgian),Western Samurian,,47.67,41.75,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
857,aghu1255,Aghu,ahh,Aghu,Macro-Ok,,,,Awyu-Dumut,,,,,140.17,-6.17,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
858,apro1235,Aizi,ahp,Aizi,Kru,,Niger-Kordofanian,Niger-Congo,,,,,,-4.5,5.25,,,,,Africa,Africa,African Savannah,Africa
859,ahte1237,Ahtna,aht,Ahtna,Na-Dene,,,,Athabaskan,,,,,-145,62,,,,hg,North America,W N America,Alaska-Oregon,Americas
860,aros1241,Arosi,aia,Arosi,Austronesian,,,,Malayo-Polynesian,Oceanic,Southeast Solomonic,Longgu/Malaita/Makira,,161.33,-10.25,,,,,Eurasia,NG and Oceania,Oceania,Pacific
861,ainu1251,Aynu,aib,Aynu,Turkic,,,Altaic,Common Turkic,Karluk (Southeastern Turkic),Uyghur,,,76,39.5,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
862,amar1272,Amara,aie,Amara,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,,148.5,-5.67,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
863,assy1241,Neo-Aramaic (Assyrian),aii,"Neo-Aramaic (Assyrian), Aisor",Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),Aramaic,Aramaic,,41,36,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
864,lish1245,Neo-Aramaic (Arbel Jewish),aij,Neo-Aramaic (Arbel Jewish),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),Aramaic,Aramaic,,35,31.75,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
865,aari1239,Aari,aiw,Aari,Omotic,,,Afroasiatic,,,,,,36.58,6,,,,,Africa,Africa,Greater Abyssinia,Africa
866,ajas1235,Aja,aja,Aja,Kresh-Aja,,,Central Sudanic,,,,,,25.67,7.33,,,,,Africa,Africa,African Savannah,Africa
867,ajie1238,Ajie,aji,"Houailou, Wailu, Ajië, AjiÎ, Aije",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,165.5,-21.33,,,,,Eurasia,NG and Oceania,Oceania,Pacific
868,sout3123,Arabic (Palestinian),ajp,Arabic (Palestinian),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Arabic,,35.25,32,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
869,mpur1239,Mpur,akc,Mpur,Amberbakan-Kebar,,,,,,,,,133.25,-0.75,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
870,akla1241,Aklanon,akl,Aklanon,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,122.33,11.58,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
871,arak1252,Araki,akr,Araki,Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,North Vanuatu Linkage,,166.92,-15.67,,,,,Eurasia,NG and Oceania,Oceania,Pacific
872,akhv1239,Akhvakh,akv,Akhvakh,Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Andic,,,46.33,42.33,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
873,akak1252,Aka-Kede,akx,Aka-Kede,Great Andamanese,,,Andamanese,Great Andamanese,,,,,92.75,12.75,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
875,alla1248,Alladian,ald,Alladian,Kwa,,Niger-Kordofanian,Niger-Congo,,,,,,-4.33,5.17,,,,,Africa,Africa,African Savannah,Africa
876,algo1255,Algonquin,alq,Algonquin,Algic,,,,Algonquian,,,,,-77,46,,,,hg,North America,E N America,E North America,Americas
877,lari1255,Larike,alo,Larike,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,Central Maluku,,,127.92,-3.75,,,,,Eurasia,NG and Oceania,Oceania,Pacific
878,alun1238,Alune,alp,Alune,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,Central Maluku,,,128.33,-3,,,,,Eurasia,NG and Oceania,Oceania,Pacific
879,alut1245,Alutor,alr,Alutor,Chukchi-Kamchatkan,,,,Chukotkan,Southern Chukotkan,,,,165,61,,,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
880,sout2694,Altai (Southern),alt,Altai (Southern),Turkic,,,Altaic,Common Turkic,Northern Turkish,Siberian,,,87,51,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
881,area1240,'Are'are,alu,'Are'are,Austronesian,,,,Malayo-Polynesian,Oceanic,Southeast Solomonic,Longgu/Malaita/Makira,,161.17,-9.25,,,,,Eurasia,NG and Oceania,Oceania,Pacific
882,amis1246,Amis,ami,Amis,Austronesian,,,,East Formosan,,,,,121.33,23.33,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
883,alya1239,Alyawarra,aly,Alyawarra,Pama-Nyungan,,,Macro-Pama-Nyungan,Arandic,,,,,135,-22.5,,,,hg,Australia,Australia,S Australia,Pacific
884,amah1246,Amahuaca,amc,Amahuaca,Pano-Tacanan,,,,Panoan,,,,,-72.5,-10.5,,,,,South America,S America,NE South America,Americas
885,yane1238,Amuesha,ame,"Amuesha, Yanesha'",Arawakan,Maipurean,,,,,,,,-75.42,-10.5,,,,,South America,S America,Andean,Americas
886,hame1242,Hamer,amf,Hamer,Omotic,,,Afroasiatic,,,,,,36.5,5,,,,,Africa,Africa,Greater Abyssinia,Africa
887,amba1265,Ambai,amk,Ambai,Austronesian,,,,Malayo-Polynesian,South Halmahera-Western New Guinea (SHWNG),,,,136.5,-1.83,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
888,amoo1242,Amo,amo,Amo,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Kainji,,,,,8.67,10.33,,,,,Africa,Africa,African Savannah,Africa
889,amar1274,Amarakaeri,amr,Amarakaeri,Harakmbut,"Tuyoneri, Harakmbut",,,,,,,,-70.5,-12.5,,,,not hg,South America,S America,NE South America,Americas
890,guer1243,Amuzgo,amu,Amuzgo,Otomanguean,Oto-Manguean,,,,,,,,-98,16.83,,,,,North America,C America,Mesoamerica,Americas
891,mara1386,Emmi,zmr,Emmi,Western Daly,,,,,,,,,130,-13.5,,,,,Australia,Australia,N Australia,Pacific
892,ngas1240,Angas,anc,Angas,Chadic,,,Afroasiatic,West Chadic,West - A (West Chadic),,Bole-Angas group,,9.5,9.5,,,,,Africa,Africa,African Savannah,Africa
893,xara1244,Xârâcùù,ane,"Xaracuu, Xârâcùù, Canala",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,166,-21.67,,,,,Eurasia,NG and Oceania,Oceania,Pacific
894,nend1239,Nend,anh,Nend,Madang,,Trans New Guinea,,Kalamic-South Adelbert,South Adelbert,,,,144.92,-5,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
895,andi1255,Andi,ani,Andi,Nakh-Daghestanian,,,,Daghestanian,Avar-Andic,Andic,,,46.27,42.79,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
896,goem1240,Goemai,ank,Goemai,Chadic,,,Afroasiatic,West Chadic,West - A (West Chadic),,Bole-Angas group,,9.75,8.67,,,,,Africa,Africa,African Savannah,Africa
897,obol1243,Obolo,ann,Obolo,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Cross River,,,,,7.83,4.58,,,,,Africa,Africa,African Savannah,Africa
898,ando1256,Andoke,ano,"Andoke, Andoque, Cho'oje, Patsiahé",Andoke,,,,,,,,,-72,-0.67,,,,not hg,South America,S America,NE South America,Americas
899,jara1245,Jarawa (Andamans),anq,Jarawa (Andamans),Jarawa Andamanese,,,Andamanese,,,,,,92.58,12,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
900,anua1242,Anywa,anu,Anywa,Nilotic,,Core Nilo-Saharan,Eastern Sudanic,Western Nilotic,Lwo,Northern Lwo,,,33.5,8,,,,,Africa,Africa,Greater Abyssinia,Africa
901,anyi1245,Anyi,any,Anyi,Kwa,,Niger-Kordofanian,Niger-Congo,Potou-Tano,,,,,-3.5,7,,,,,Africa,Africa,African Savannah,Africa
902,ango1258,Angolar,aoa,Angolar,Angolar,,,,,,,,creole,6.5,0.25,,,,,Africa,Africa,S Africa,Africa
903,anin1240,Anindilyakwa,aoi,Anindilyakwa,Anindilyakwa,,,,,,,,,136.5,-14,,,,hg,Australia,Australia,N Australia,Pacific
