dataset,dataset_kind,modules,variable,kind,variant_of,data,n_languages_covered
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForTDef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForTEmp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForBRec,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForBBen,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForLocative,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForIDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForAPoss,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForURef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForATTRDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfNAlien,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForATTRDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfNInal,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForBDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForTDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForBDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForSDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForPOSSDefaultIfNKin,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefaultIfNAnim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUStim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForAct,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForAExp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForAAnim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForTDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForBDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForGDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPat,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUEmp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForTDef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForTEmp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForBRec,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForBBen,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForLocative,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForIDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForAPoss,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForURef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForATTRDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfNAlien,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForATTRDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfNInal,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForBDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForTDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForBDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForSDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForPOSSDefaultIfNKin,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForUDefaultIfNAnim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned6ForADefaultIfN,computed,,value-list,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,LID,manual entry,,integer,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,Glottocode,manual entry,,string,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,Language,manual entry,,string,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,Macrorelation,manual entry,Microrelation,value-list,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,LocusOfMarking,manual entry,,value-list,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,LocusOfMarkingBinned5,manual entry,,value-list,1
DefaultLocusOfMarkingPerMacrorelation,derived,Morphology,LocusOfMarkingBinned6,manual entry,,value-list,1
MorphologyPerLanguage,derived,Morphology,LID,manual entry,,integer,1
MorphologyPerLanguage,derived,Morphology,Glottocode,manual entry,,string,1
MorphologyPerLanguage,derived,Morphology,Language,manual entry,,string,1
MorphologyPerLanguage,derived,Morphology,HasAnyVerbAgreement,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,MorphemeClassesCount,computed,,integer,1
MorphologyPerLanguage,derived,Morphology,PreposedMorphemeClassesCount,computed,,integer,1
MorphologyPerLanguage,derived,Morphology,PostposedMorphemeClassesCount,computed,,integer,1
MorphologyPerLanguage,derived,Morphology,HasAnyPrefixes,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnySuffixes,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyInfixes,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyProclitics,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyEnclitics,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyEndoclitics,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyPreposedFormatives,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyPostposedFormatives,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyInterposedFormatives,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyFlexivity,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyFlexivityForNouns,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyFlexivityForVerbs,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyLexicalFlexivity,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyLexicalFlexivityForNouns,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyLexicalFlexivityForVerbs,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyPolyexponence,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyPolyexponenceForNouns,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,HasAnyPolyexponenceForVerbs,computed,,logical,1
MorphologyPerLanguage,derived,Morphology,VerbSlotsInOppositionToZeroCount,computed,,integer,1
MorphologyPerLanguage,derived,Morphology,PreposedVerbSlotsInOppositionToZeroCount,computed,,integer,1
MorphologyPerLanguage,derived,Morphology,PostposedVerbSlotsInOppositionToZeroCount,computed,,integer,1
NPStructurePerLanguage,derived,NP,LID,manual entry,,integer,1
NPStructurePerLanguage,derived,NP,Glottocode,manual entry,,string,1
NPStructurePerLanguage,derived,NP,Language,manual entry,,string,1
NPStructurePerLanguage,derived,NP,NPHasAgreement,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasConstructMarkers,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasGovernment,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasOvertMarking,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasAdjAgreement,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasAdjConstructMarkers,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasAdjGovernment,computed,,logical,1
NPStructurePerLanguage,derived,NP,NPHasAdjOvertMarking,computed,,logical,1
NPStructurePresence,derived,NP,LID,manual entry,,integer,1
NPStructurePresence,derived,NP,Glottocode,manual entry,,string,1
NPStructurePresence,derived,NP,Language,manual entry,,string,1
NPStructurePresence,derived,NP,NPStructureID,manual entry,,integer,1
NPStructurePresence,derived,NP,NPHasGenderAgreement,computed,,logical,1
NPStructurePresence,derived,NP,NPHasNumberAgreement,computed,,logical,1
NPStructurePresence,derived,NP,NPHasPersonAgreement,computed,,logical,1
NPStructurePresence,derived,NP,NPHasReferentialAgreement,computed,,logical,1
NPStructurePresence,derived,NP,NPHasRoleAgreement,computed,,logical,1
NPStructurePresence,derived,NP,NPAlienabilityConstraintIsAlienable,computed,,logical,1
NPStructurePresence,derived,NP,NPAlienabilityConstraintIsInalienable,computed,,logical,1
NPStructurePresence,derived,NP,NPAlienabilityConstraintIsFluid,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsAgrTarget,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsAgree,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsAssign,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsBothAssignAndAgree,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsCaseAssignedGenderAgrees,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerSourceIsFree,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerTypeIsConstrainedToPoSWd,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerTypeIsConstrainedToFormative,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsD,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsDonH,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsF,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsH,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsP,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingIsdonh,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingBinned6IsD,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingBinned6IsDonH,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingBinned6IsF,computed,,logical,1
NPStructurePresence,derived,NP,NPLocusOfMarkingBinned6IsH,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsConcatenative,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsSuppletive,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsIsolating,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsProsodicTemplatic,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsTonal,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsLenition,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionIsConcatenativeOrSuppletive,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionBinned6IsConcatenative,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionBinned6IsStem,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionBinned6IsIsolating,computed,,logical,1
NPStructurePresence,derived,NP,NPMarkerFusionBinned6IsTonal,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToHighIndexability,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToLowIndexability,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToAnimate,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToInanimate,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToHuman,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToSpecific,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNonSpecific,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToMeronyms,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNOrPro,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToN,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToPro,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedTo12ProOrN,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedTo3Pro,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedTo3sgPro,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedTo2Or3Pro,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNv,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNP,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToAdj,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNum,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToS,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToDEM,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNProper,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToV,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToSAP,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNonSAP,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToPTCP,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToArt,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToAdvP,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToAdp,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToOrd,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToQuant,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToNumAbove20,computed,,logical,1
NPStructurePresence,derived,NP,NPDependentIsConstrainedToOrd1,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToHighIndexability,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToKinTerms,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToBodyParts,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToVolitional,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToTopological,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToOwner,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToMeronyms,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToTracks,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToProperty,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToAnimals,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToQuantificational,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToAlienable,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToClothingTerms,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToOrigin,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToUnmarkedInalienable,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToSpecific,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToSemantic,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToPlantParts,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToWeapon,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToSubsets,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToParentsSiblings,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToTransportationMeans,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToSingular,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToVillageGroup,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToEdible,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToDrinkable,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToClassifiers,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToInalienable,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToRocks,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToPlants,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToUnspecifiedInanimate,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToSpouse,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToNonSpecific,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToHuman,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToNonHuman,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToNeutral,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToReferentiality,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToKin,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToParts,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToKinds,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToFormal,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToNames,computed,,logical,1
NPStructurePresence,derived,NP,NPHeadIsConstrainedToPragmatic,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,LID,manual entry,,integer,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,Glottocode,manual entry,,string,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,Language,manual entry,,string,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,PredicateClassesCount,computed,,integer,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeEmotion,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeDesideration,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeAttempt,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeCognition,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeHelp,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMotion,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeChangeOfState,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeCommunication,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeFight,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeQuality,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSocialInteraction,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeHit,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSpatialPosition,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeBodilyEmission,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeChangeOfPossession,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypePutPourSprayLoadFill,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeLaughWink,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSoundEmission,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeGrooming,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchEmotion,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchSensation,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchOther,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchPerceptionCognition,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchMotion,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeMalchContact,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSendCarryBringTake,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSeem,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeHappening,computed,,logical,1
PredicateClassesSemanticsPerLanguage,derived,GrammaticalRelations,HasPredicateClassWithVerbsOfTypeSensation,computed,,logical,1
